Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,63512234.26061263,63512234.26061256,90760185.50452447 
 01/01  02:00:00,81206483.29124464,81206483.2912447,94164707.24804956 
 01/01  03:00:00,59552791.54668912,59552791.54668907,90713760.48893509 
 01/01  04:00:00,65819757.89497239,65819757.894972357,90074516.41322667 
 01/01  05:00:00,77576160.00303118,77576160.00303123,83738649.4886651 
 01/01  06:00:00,106063521.65702223,106063521.65702218,74321952.98888339 
 01/01  07:00:00,179887026.4250002,179887026.4250002,65944226.729281198 
 01/01  08:00:00,194597043.93700738,194597043.93700726,66560251.621524389 
 01/01  09:00:00,183403898.4013627,183403898.40136279,70043347.75932928 
 01/01  10:00:00,163920370.12130214,163920370.12130214,51829200.92604345 
 01/01  11:00:00,131145698.71812544,131145698.71812579,40335941.70896016 
 01/01  12:00:00,130868414.9789452,130868414.97894535,36927564.78086754 
 01/01  13:00:00,122830188.50968802,122830188.50968842,41463656.92368182 
 01/01  14:00:00,121646785.7694503,121646785.76945055,55010537.12017414 
 01/01  15:00:00,107558971.58896515,107558971.58896528,56466184.92874372 
 01/01  16:00:00,125492548.96497128,125492548.96497152,56593856.84716921 
 01/01  17:00:00,157033907.67223094,157033907.67223094,57673470.47818967 
 01/01  18:00:00,201907596.7661476,201907596.76614774,47147577.008717689 
 01/01  19:00:00,221544843.58611364,221544843.58611367,50321421.920036528 
 01/01  20:00:00,215156585.2264215,215156585.22642113,49761797.220496658 
 01/01  21:00:00,191381236.19377775,191381236.19377763,54373192.54632928 
 01/01  22:00:00,188272782.38307853,188272782.38307823,64207542.77991196 
 01/01  23:00:00,131724906.74684336,131724906.7468433,74073724.51334302 
 01/01  24:00:00,117441634.16886556,117441634.16886586,80702956.41161162 
 01/02  01:00:00,70527903.02947586,70527903.0294758,90536157.66925603 
 01/02  02:00:00,74016595.94470799,74016595.94470802,91241978.49594103 
 01/02  03:00:00,66747825.53731672,66747825.53731666,93328267.85666365 
 01/02  04:00:00,59177714.877286609,59177714.87728655,93999720.01996617 
 01/02  05:00:00,84875205.3191348,84875205.31913479,87523316.00186731 
 01/02  06:00:00,106887490.10760865,106887490.10760889,85062558.23523917 
 01/02  07:00:00,178097581.294052,178097581.2940519,79657839.46398501 
 01/02  08:00:00,197541667.24102665,197541667.24102647,67794664.65590891 
 01/02  09:00:00,175719302.51439867,175719302.51439885,70262201.81402004 
 01/02  10:00:00,164459249.71102567,164459249.71102549,59012860.724553357 
 01/02  11:00:00,139389229.78471697,139389229.7847172,49819762.14192531 
 01/02  12:00:00,131156669.97480875,131156669.97480925,40800700.8664514 
 01/02  13:00:00,122756763.99445388,122756763.9944541,40315371.24593079 
 01/02  14:00:00,120607055.73627523,120607055.73627566,40935103.83112397 
 01/02  15:00:00,116246464.46395631,116246464.46395658,45777269.72820995 
 01/02  16:00:00,115650435.36063817,115650435.36063832,51961948.21823974 
 01/02  17:00:00,156513116.36609847,156513116.36609898,50349742.830677319 
 01/02  18:00:00,207250446.77426509,207250446.77426497,41104686.89395925 
 01/02  19:00:00,207271814.52692009,207271814.52692006,37360566.68097796 
 01/02  20:00:00,213805634.67635099,213805634.6763508,31126536.510172909 
 01/02  21:00:00,206698110.9891535,206698110.9891532,31095813.24580485 
 01/02  22:00:00,170841886.13220013,170841886.13220037,37245930.488967 
 01/02  23:00:00,135802001.74616046,135802001.74616087,49923210.67450791 
 01/02  24:00:00,115593323.25994814,115593323.25994829,56116947.06109049 
 01/03  01:00:00,67936940.51673052,67936940.51673046,56440583.48077735 
 01/03  02:00:00,70864043.38133542,70864043.38133548,49686675.78000825 
 01/03  03:00:00,59647196.094605389,59647196.09460535,45544585.63137578 
 01/03  04:00:00,59757446.79161849,59757446.79161845,55703207.640264037 
 01/03  05:00:00,76285385.9398312,76285385.93983126,66340912.20996374 
 01/03  06:00:00,105351076.72154954,105351076.72154956,64632651.034858848 
 01/03  07:00:00,184075101.78132526,184075101.78132514,56828737.28845601 
 01/03  08:00:00,190802874.73103924,190802874.73103903,67276816.73984851 
 01/03  09:00:00,184950287.7766014,184950287.7766013,72013391.71962567 
 01/03  10:00:00,167698825.52045808,167698825.5204581,59841632.72864736 
 01/03  11:00:00,135370811.98856274,135370811.98856307,41220106.24671941 
 01/03  12:00:00,143473832.13810329,143473832.13810355,42965766.310347307 
 01/03  13:00:00,120227053.85444938,120227053.85444975,38956248.207783248 
 01/03  14:00:00,123668701.31821727,123668701.31821747,35187187.50976265 
 01/03  15:00:00,118058235.70335627,118058235.70335663,34911902.69478859 
 01/03  16:00:00,114178110.87001843,114178110.87001878,38510180.191821638 
 01/03  17:00:00,166357532.53202129,166357532.53202117,38266819.65139368 
