Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/07  14:00:00,31898.2802,77893873.47,457167291.3
 01/07  15:00:00,0,77538522.59,458755110.4
 01/07  16:00:00,0,82724463.6,469923947.4
 01/07  17:00:00,97097.32225,125585365.3,487952533.5
 01/07  18:00:00,59421.78636,158163071.3,469177369.2
 01/07  19:00:00,0,164960349.8,443731068.2
 01/07  20:00:00,0,161374737.5,438470068.1
 01/07  21:00:00,0,159742027.8,432342225
 01/07  22:00:00,12448.67306,141574710.2,461485525.8
 01/07  23:00:00,440895.4457,118165027.3,486615562.7
 01/07  24:00:00,276949.8807,96117392.64,452338755.7
 01/08  01:00:00,171061.6892,83114036.28,448136652.3
 01/08  02:00:00,255046.5896,81146193.85,447068202.6
 01/08  03:00:00,508039.8963,80605826.5,453372299
 01/08  04:00:00,531897.0149,80546049.03,464661922.4
 01/08  05:00:00,612842.7767,89011858.6,489573136.3
 01/08  06:00:00,474256.2348,103877724.6,470500016.2
 01/08  07:00:00,77072.23759,121042959.8,474665370.8
 01/08  08:00:00,0,130009494,458312583
 01/08  09:00:00,0,98855171.47,454418918.1
 01/08  10:00:00,0,89046071.16,454431461
 01/08  11:00:00,0,78207137.29,437392644
 01/08  12:00:00,0,76902962.15,377327176.3
 01/08  13:00:00,0,75508222.01,348687874.9
 01/08  14:00:00,0,73360193.09,330273758.9
 01/08  15:00:00,0,72598017.93,320142130.4
 01/08  16:00:00,0,77218158.85,316956557.2
 01/08  17:00:00,0,119316256,318025482.2
 01/08  18:00:00,0,152602215.2,318305032.8
 01/08  19:00:00,0,160300465.4,315923286.4
 01/08  20:00:00,0,157233245.3,324881414.9
 01/08  21:00:00,0,156039026.2,330712005.9
 01/08  22:00:00,0,136611257.9,327183101.8
 01/08  23:00:00,0,111810338.1,325014077.9
 01/08  24:00:00,0,91591404.66,335676311.8
 01/09  01:00:00,0,79405210.19,351110495.3
 01/09  02:00:00,0,77255618.04,346723999
 01/09  03:00:00,0,75577555.38,327566560.4
 01/09  04:00:00,0,76154146.6,356376447.7
 01/09  05:00:00,0,83662473.66,358964496.1
 01/09  06:00:00,0,99037706.88,350426061.7
 01/09  07:00:00,0,117412204.9,376984585.9
 01/09  08:00:00,0,127554778.4,370897364.7
 01/09  09:00:00,0,104545598.6,365661119.3
 01/09  10:00:00,0,92550866.54,305202601.7
 01/09  11:00:00,0,80558379.67,258890622.3
 01/09  12:00:00,0,80755294.32,238910203.2
 01/09  13:00:00,0,78133028.76,202988867.3
 01/09  14:00:00,0,76019527.28,160825998.6
 01/09  15:00:00,0,75357798.04,153516616.2
 01/09  16:00:00,0,80598732.43,166169328
 01/09  17:00:00,0,124020900.5,201410229.1
 01/09  18:00:00,0,150263433.7,239662299.4
 01/09  19:00:00,0,157902900.4,253959412.4
 01/09  20:00:00,0,154591781.2,255625586.2
 01/09  21:00:00,0,153207043.3,255801062.1
 01/09  22:00:00,0,134887798.5,281130512.1
 01/09  23:00:00,0,110598052.1,292301494.8
 01/09  24:00:00,0,89272511.97,272344360.6
 01/10  01:00:00,0,76790752.43,280347450.7
 01/10  02:00:00,0,74800191.58,280534342.2
 01/10  03:00:00,0,73563868.2,273215425.1
 01/10  04:00:00,0,73111500.07,275166891.5
 01/10  05:00:00,0,80563797.66,276624300.4
 01/10  06:00:00,0,96629037.36,285659870.9
 01/10  07:00:00,0,115260456.6,319353792.1
 01/10  08:00:00,0,125708715.2,322091323.5
 01/10  09:00:00,0,103261570,326057067.3
 01/10  10:00:00,0,92176429.54,293005677
 01/10  11:00:00,0,80399024.14,255039738.7
 01/10  12:00:00,0,79905703.63,217396754.2
 01/10  13:00:00,0,77908793.54,197052143.3
 01/10  14:00:00,0,77112437.53,188352929.3
 01/10  15:00:00,0,76667589.78,186140920.7
 01/10  16:00:00,0,82112694.94,204308667.2
 01/10  17:00:00,0,120776880.4,216754227.5
 01/10  18:00:00,0,149457124.5,217752388.1
 01/10  19:00:00,0,157320676.1,238726045.9
 01/10  20:00:00,0,154585244.4,256083047.5
 01/10  21:00:00,0,153228317.4,256970098.6
 01/10  22:00:00,0,135522655.8,300914452.5
 01/10  23:00:00,0,111729083.5,326429516.1
 01/10  24:00:00,0,90630292.62,311838690.5
 01/11  01:00:00,0,77800251.94,310241357
 01/11  02:00:00,0,76102687.25,318842690.6
 01/11  03:00:00,0,75585392.3,331647630.5
 01/11  04:00:00,0,75587638.93,346339214.2
 01/11  05:00:00,0,83318488.4,355382889.7
 01/11  06:00:00,0,99509718.36,367533282.4
 01/11  07:00:00,0,118179011.9,401851692.2
 01/11  08:00:00,0,128935056.7,412927593.7
 01/11  09:00:00,0,106815578.1,427235527.3
 01/11  10:00:00,0,95254316.57,377410973.7
 01/11  11:00:00,0,83981872.83,351143370.8
 01/11  12:00:00,0,84326919.66,335267186.1
 01/11  13:00:00,0,82242002.05,312011110.6
 01/11  14:00:00,0,80881749.85,287893756.6
 01/11  15:00:00,0,79619121.45,263518493.1
 01/11  16:00:00,0,84689322.66,271900841.2
 01/11  17:00:00,0,123244615.4,281799219
 01/11  18:00:00,0,151763254.7,278535633.1
 01/11  19:00:00,0,158716264.3,275031576.4
 01/11  20:00:00,0,155651555.7,283857047.1
 01/11  21:00:00,0,154879559.5,301197609.2
 01/11  22:00:00,0,135372345.3,295347860.2
 01/11  23:00:00,0,111495689.4,319117561.4
 01/11  24:00:00,0,91090669.46,324072220.4
 01/12  01:00:00,0,77590843.06,303506896.2
 01/12  02:00:00,0,76243619.8,321923031.4
 01/12  03:00:00,0,76501806.45,356556262.3
 01/12  04:00:00,0,77039397.14,386422882.1
 01/12  05:00:00,0,85030410.27,402818572.5
 01/12  06:00:00,0,101262775.2,416017905.9
 01/12  07:00:00,0,120067861.4,453883125
 01/12  08:00:00,0,131292097.9,477839747
 01/12  09:00:00,0,108521451,475758371.2
 01/12  10:00:00,0,96287720.06,408701558.1
 01/12  11:00:00,0,82935932.1,324252650.7
 01/12  12:00:00,0,80318328.03,228325654.3
 01/12  13:00:00,0,77805613,194722723.8
 01/12  14:00:00,0,77487258.56,198916542.4
 01/12  15:00:00,0,77059809.52,197659910.8
 01/12  16:00:00,0,82678559.38,220076155.6
 01/12  17:00:00,0,122308599.7,257796951.1
 01/12  18:00:00,0,152692462.8,303681295.3
 01/12  19:00:00,0,160286623.3,317243593.5
 01/12  20:00:00,0,156188862.3,298810224.7
 01/12  21:00:00,0,153984972.1,277164373.2
 01/12  22:00:00,0,134052220.4,260058476.8
 01/12  23:00:00,0,109934565.6,277105894.8
 01/12  24:00:00,0,89610941.87,284254236
 01/13  01:00:00,0,77311793.19,297146673.3
 01/13  02:00:00,0,76347761.1,325969095.2
 01/13  03:00:00,0,76361888.46,353506133.9
 01/13  04:00:00,0,76427603.71,369668461.9
 01/13  05:00:00,0,83116340.75,348984832.9
 01/13  06:00:00,0,98964622.59,351855643.6
 01/13  07:00:00,0,117479918.1,382039789.9
 01/13  08:00:00,0,127590006,375214669.2
 01/13  09:00:00,0,104939363.9,373514381.7
 01/13  10:00:00,0,93924019.82,338748269
 01/13  11:00:00,0,82258272.78,302703290.3
 01/13  12:00:00,0,80923781.75,243786674
 01/13  13:00:00,0,78072959.17,200707689.4
 01/13  14:00:00,0,77181865.5,189814075.4
