Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 04/12  08:00:00,95647988.25,0,0,23919589.28,0,67967412.13,3760986.83,0.003260687,132548396,66753124.14,65795271.82
 04/12  09:00:00,85130538.23,0,131599.2891,21894332.83,0,59827593.96,3277012.149,0.002853101,111787904.8,54085503.54,57702401.3
 04/12  10:00:00,74326486.85,0,442502.1247,21894332.83,0,49327737.83,2661914.059,0.002581377,90693985.96,38386831.67,52307154.29
 04/12  11:00:00,74364153.68,0,600022.1786,21894332.83,0,49857589.98,2012208.686,0.002071895,64271403.32,22080337.18,42191066.15
 04/12  12:00:00,72651078.42,0,556989.0658,21196991.74,0,49081841.7,1815255.918,0.001800171,54017351.49,17221532.36,36795819.14
 04/12  13:00:00,71976814.67,0,733214.3342,21894332.83,0,47738181.37,1611086.142,0.001596378,44982978.23,12233594.35,32749383.88
 04/12  14:00:00,71313603.77,0,793436.7797,21894332.83,0,47208329.21,1417504.949,0.001392585,36202060.76,7499112.137,28702948.62
 04/12  15:00:00,76068931.42,0,844886.2676,25218810.4,0,48797885.67,1207349.076,0.001596378,35144031.63,2394647.755,32749383.88
 04/12  16:00:00,102890991.9,0,939693.6184,34122296.3,0,66715671.97,1113330.02,0.001868102,38144630.89,0,38144630.89
 04/12  17:00:00,120700603.7,0,711755.5458,35865032.71,0,83933250.96,190564.4895,0.002479481,50283936.66,0,50283936.66
 04/12  18:00:00,129126321,0,1486185.802,44004270.9,0,83236545.25,399319.0703,0.002921032,59051213.05,0,59051213.05
 04/12  19:00:00,132968453.7,0,1176241.395,50003615.48,7723200,73747799.95,317596.836,0.00278517,56353589.55,0,56353589.55
 04/12  20:00:00,146095296.4,0,594337.4274,50538588.88,23169600,71628391.33,164378.7201,0.002547412,51632748.41,0,51632748.41
 04/12  21:00:00,126002700.8,0,260782.4887,38769174.04,23169600,63729202.5,73941.78595,0.002071895,42202994.72,11928.57784,42191066.15
 04/12  22:00:00,100756466.3,0,1636.09334,26999759.2,23169600,50531492.12,53978.85658,0.001800171,38101379.85,1305560.713,36795819.14
 04/12  23:00:00,79936678.1,0,0,18440184.77,23169600,37863633.89,463259.4449,0.000984999,31994316.61,11384238.5,20610078.1
 04/12  24:00:00,67065714.47,0,0,14886432.88,23169600,28085665.77,924015.8179,0.000271724,29246059.09,22798504.38,6447554.703
 04/13  01:00:00,65561439.4,0,0,14886432.88,23169600,25966257.16,1539149.358,0.000135789,42125189.63,38378050.67,3747138.966
 04/13  02:00:00,64973802.97,0,0,14886432.88,23169600,24906552.85,2011217.235,3.39472E-05,52228265.08,50502473.41,1725791.665
 04/13  03:00:00,64585233.92,0,0,14886432.88,23169600,24376700.69,2152500.341,3.39472E-05,55824278.76,54098525.06,1725753.7
 04/13  04:00:00,72145221.44,0,0,19471919.18,23169600,27266590.8,2237111.447,0.000135789,59988457.6,56242552.83,3745904.764
 04/13  05:00:00,88454636.88,0,0,27381883.05,23169600,35695631.8,2207522.026,0.000916575,74676568.71,55443340.63,19233228.08
 04/13  06:00:00,96090072.38,0,0,29139652.8,11584800,53083565.93,2282053.642,0.003191041,121802078.5,57453356.77,64348721.7
 04/13  07:00:00,95154144.83,0,0,27343670.67,0,65388425.55,2422048.608,0.003394724,129526486.4,61137568.03,68388918.34
 04/13  08:00:00,95603222.59,0,0,23919589.28,0,67967412.13,3716221.172,0.003258935,131709399.3,66013945.41,65695453.91
 04/13  09:00:00,85170548.72,0,142919.9359,21894332.83,0,59827593.96,3305701.989,0.002851568,112732895.6,55117834.98,57615060.64
 04/13  10:00:00,74471194.02,0,382082.3533,21894332.83,0,49327737.83,2867041.003,0.00257999,95916637.75,43688505.97,52228131.79
 04/13  11:00:00,74989800.12,0,474437.3486,21894332.83,0,49857589.98,2763439.957,0.002070782,83216285.07,41088644.88,42127640.19
 04/13  12:00:00,73241366.95,0,432080.9248,21196991.74,0,49081841.7,2530452.592,0.001799204,71901720.82,35161009.48,36740711.34
 04/13  13:00:00,72593407.43,0,575320.1142,21894332.83,0,47738181.37,2385573.119,0.00159552,64184736.48,31484221.78,32700514.7
 04/13  14:00:00,72246808.01,0,589524.9815,21894332.83,0,47208329.21,2554620.987,0.001391837,64534501.92,35874183.86,28660318.06
 04/13  15:00:00,77471303.25,0,549181.3885,25218810.4,0,48797885.67,2905425.786,0.00159552,77709420.39,45008905.7,32700514.7
 04/13  16:00:00,104500682.9,0,483107.6628,34122296.3,0,66715671.97,3179607.008,0.001867098,90341912.93,52254469.38,38087443.55
 04/13  17:00:00,121882302.1,0,0,35865032.71,0,83933250.96,2084018.478,0.002478149,102796347.1,52588313.64,50208033.47
 04/13  18:00:00,129345927.9,0,0,44004270.9,0,83236545.25,2105111.766,0.002919463,112179964.9,53218172.02,58961792.85
 04/13  19:00:00,133884716.3,0,0,50003615.48,7723200,73747799.95,2410100.877,0.002783674,117473243.4,61204914.93,56268328.42
 04/13  20:00:00,147826681,0,0,50538588.88,23169600,71628391.33,2490100.771,0.002546043,114773467,63218701.36,51554765.68
 04/13  21:00:00,128284904.3,0,0,38769174.04,23169600,63729202.5,2616927.743,0.002070782,108577448.3,66449808.13,42127640.19
 04/13  22:00:00,103635390.8,0,0,26999759.2,23169600,50531492.12,2934539.508,0.001799204,111534955.9,74794244.61,36740711.34
 04/13  23:00:00,82761922.55,0,0,18440184.77,23169600,37863633.89,3288503.895,0.00098447,104699757.5,84119832.68,20579924.78
 04/13  24:00:00,69815881.6,0,0,14886432.88,23169600,28085665.77,3674182.94,0.000271578,100599972.6,94160736.07,6439236.544
 04/14  01:00:00,67928811.2,0,0,14886432.88,23169600,25966257.16,3906521.157,0.000135715,103855670.3,100112719,3742951.35
 04/14  02:00:00,67032347.57,0,0,14886432.88,23169600,24906552.85,4069761.841,3.39287E-05,106016220.7,104291478.1,1724742.626
 04/14  03:00:00,66630253.01,0,0,14886432.88,23169600,24376700.69,4197519.438,3.39287E-05,109283706.5,107559002.2,1724704.278
 04/14  04:00:00,74158179.5,0,0,19471919.18,23169600,27266590.8,4250069.515,0.000135715,112621070,108879364.9,3741705.131
 04/14  05:00:00,90406903.88,0,0,27381883.05,23169600,35695631.8,4159789.03,0.000916077,125739081.3,106534210.3,19204870.99
 04/14  06:00:00,93809386.56,0,0,29139652.8,7723200,53083565.93,3862967.823,0.003189305,163032977.6,98782982.07,64249995.5
 04/14  07:00:00,96500137.9,0,0,27343670.67,0,65388425.55,3768041.672,0.003392877,164597771.9,96313881.42,68283890.46
 04/14  08:00:00,97118116.57,0,0,23919589.28,0,67967412.13,5231115.148,0.003257162,171363690.7,105769063.5,65594627.15
 04/14  09:00:00,87039226.27,0,0,21894332.83,0,59827593.96,5317299.472,0.002850017,165327716.1,107800878.8,57526837.22
 04/14  10:00:00,76113183.18,0,0,21894332.83,0,49327737.83,4891112.514,0.002578587,148530030.2,96381719.59,52148310.6
 04/14  11:00:00,76325103.37,0,4738.464106,21894332.83,0,49857589.98,4568442.085,0.002069655,129884913.7,87821340.49,42063573.18
 04/14  12:00:00,74387293.25,0,31170.70489,21196991.74,0,49081841.7,4077289.109,0.001798225,111670499.1,74985452.57,36685046.56
 04/14  13:00:00,73949624.98,0,204522.7899,21894332.83,0,47738181.37,4112587.992,0.001594652,108663530.6,76012378.97,32651151.59
 04/14  14:00:00,73696382,0,235837.0039,21894332.83,0,47208329.21,4357882.956,0.00139108,111112209.9,82494953.24,28617256.63
 04/14  15:00:00,78556072.45,0,276704.4902,25218810.4,0,48797885.67,4262671.886,0.001594652,112663356.3,80012204.71,32651151.59
 04/14  16:00:00,105176397.7,0,302915.4828,34122296.3,0,66715671.97,4035513.983,0.001866082,112178775.1,74149096.85,38029678.22
 04/14  17:00:00,122620404.6,0,0,35865032.71,0,83933250.96,2822120.892,0.0024768,121757718.6,71626355.45,50131363.11
 04/14  18:00:00,130029396.1,0,0,44004270.9,0,83236545.25,2788579.963,0.002917874,129720140.6,70848671.7,58871468.87
 04/14  19:00:00,130815923,0,0,50003615.48,3861600,73747799.95,3202907.544,0.002782159,138077036.6,81894831.06,56182205.56
