Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 08/07  13:00:00,76411467.24,0,11154429.69,13640190.48,0,47738181.37,3878665.707,0.00161502,32990931.34,0,32990931.34
 08/07  14:00:00,79349665.04,0,13975949.94,13640190.48,0,47208329.21,4525195.407,0.001408848,28910301.81,0,28910301.81
 08/07  15:00:00,86844380.37,0,16004464.79,16964668.05,0,48797885.67,5077361.854,0.00161502,32990931.34,0,32990931.34
 08/07  16:00:00,117817232.6,0,19273174.16,25868153.95,0,66715671.97,5960232.491,0.001889917,38431770.72,0,38431770.72
 08/07  17:00:00,142101414.1,0,22145710.94,30170497.53,0,83933250.96,5851954.635,0.002508436,50673659.31,0,50673659.31
 08/07  18:00:00,151374243.6,0,23510569.52,38309735.72,0,83236545.25,6317393.083,0.002955144,59515023.3,0,59515023.3
 08/07  19:00:00,144827569.1,0,21002900.72,44309080.3,0,73747799.95,5767788.152,0.002817695,56794603.61,0,56794603.61
 08/07  20:00:00,151287098.5,0,17146485.25,44844053.7,12856800,71628391.33,4811368.217,0.00257716,52033869.16,0,52033869.16
 08/07  21:00:00,133981367,0,13926451.65,33074638.86,19285200,63729202.5,3965874.024,0.00209609,42512400.25,0,42512400.25
 08/07  22:00:00,104078329,0,10059981.79,21305224.02,19285200,50531492.12,2896431.055,0.001821193,37071560.87,0,37071560.87
 08/07  23:00:00,78670732.64,0,6800743.865,12745649.59,19285200,37863633.89,1975505.303,0.000996502,20749042.74,0,20749042.74
 08/07  24:00:00,62996607.27,0,4981227.731,9191897.701,19285200,28085665.77,1452616.061,0.000274897,6466839.377,0,6466839.377
 08/08  01:00:00,59833418.94,0,4174062.474,9191897.701,19285200,25966257.16,1216001.608,0.000137404,3744696.44,0,3744696.44
 08/08  02:00:00,58014586.87,0,3587441.926,9191897.701,19285200,24906552.85,1043494.392,3.4351E-05,1705533.928,0,1705533.928
 08/08  03:00:00,56743758.51,0,3010856.697,9191897.701,19285200,24376700.69,879103.4143,3.43511E-05,1705510.421,0,1705510.421
 08/08  04:00:00,63914323.81,0,2772881.641,13777384,19285200,27266590.8,812267.3609,0.000137404,3743926.819,0,3743926.819
