Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,78744607.15,78744607.15,0
 01/01  02:00:00,79336411.82,79336411.82,0
 01/01  03:00:00,81297093,81297093,0
 01/01  04:00:00,65454334.41,65454334.41,0
 01/01  05:00:00,76270814.13,76270814.13,0
 01/01  06:00:00,102602270.3,102602270.3,0
 01/01  07:00:00,140312441,140312441,0
 01/01  08:00:00,159092210.3,159092210.3,0
 01/01  09:00:00,147150247.8,147150247.8,0
 01/01  10:00:00,152590958.1,152590958.1,0
 01/01  11:00:00,181006196.8,181006196.8,0
 01/01  12:00:00,165858442.7,165858442.7,0
 01/01  13:00:00,172626819.1,172626819.1,0
 01/01  14:00:00,158654556.2,158654556.2,0
 01/01  15:00:00,156813201.7,156813201.7,0
 01/01  16:00:00,157593011.7,157593011.7,0
 01/01  17:00:00,178371964.8,178371964.8,0
 01/01  18:00:00,182033141.3,182033141.3,0
 01/01  19:00:00,198564695.8,198564695.8,0
 01/01  20:00:00,187477216.9,187477216.9,0
 01/01  21:00:00,180790945.4,180790945.4,0
 01/01  22:00:00,167066545.7,167066545.7,0
 01/01  23:00:00,164343571.9,164343571.9,0
 01/01  24:00:00,126911307.3,126911307.3,0
 01/02  01:00:00,94535765.41,94535765.41,0
 01/02  02:00:00,94938950.97,94938950.97,0
 01/02  03:00:00,78631936.48,78631936.48,0
 01/02  04:00:00,83690440.13,83690440.13,0
 01/02  05:00:00,94134013.21,94134013.21,0
 01/02  06:00:00,121599734.1,121599734.1,0
 01/02  07:00:00,143027395.7,143027395.7,0
 01/02  08:00:00,151363994,151363994,0
 01/02  09:00:00,154624463.1,154624463.1,0
 01/02  10:00:00,145252735.3,145252735.3,0
 01/02  11:00:00,152574463.3,152574463.3,0
 01/02  12:00:00,168245098,168245098,0
 01/02  13:00:00,175457262.1,175457262.1,0
 01/02  14:00:00,163702531.1,163702531.1,0
 01/02  15:00:00,160292143.4,160292143.4,0
 01/02  16:00:00,172918335.9,172918335.9,0
 01/02  17:00:00,142344821.7,142344821.7,0
 01/02  18:00:00,190787191.1,190787191.1,0
 01/02  19:00:00,197685660.4,197685660.4,0
 01/02  20:00:00,191062032.1,191062032.1,0
 01/02  21:00:00,175986657.9,175986657.9,0
 01/02  22:00:00,170907954.5,170907954.5,0
 01/02  23:00:00,157347889.6,157347889.6,0
