Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,52409492.92302475,52409492.92302466,23644356.422892069 
 01/01  02:00:00,69629692.36864925,69629692.36864916,28351282.152347067 
 01/01  03:00:00,48221368.92799484,48221368.927994739,27489946.81280326 
 01/01  04:00:00,54620709.293152857,54620709.29315286,29974053.907579777 
 01/01  05:00:00,65848791.29516563,65848791.29516552,32489131.51730677 
 01/01  06:00:00,93249162.3657318,93249162.36573187,35234532.92069882 
 01/01  07:00:00,173181364.67691107,173181364.6769108,39435137.231212537 
 01/01  08:00:00,202070711.93510277,202070711.93510256,41473058.15468335 
 01/01  09:00:00,179538825.93554498,179538825.93554474,38853812.89311166 
 01/01  10:00:00,163726174.01218657,163726174.01218636,25015889.82508186 
 01/01  11:00:00,149890692.041721,149890692.04172094,17329389.18923313 
 01/01  12:00:00,130910887.6790357,130910887.67903547,12880679.673500296 
 01/01  13:00:00,131374742.46689877,131374742.46689868,9891587.861981808 
 01/01  14:00:00,125589798.07969278,125589798.0796927,8524189.46188867 
 01/01  15:00:00,121141517.91647184,121141517.91647184,7632535.207035346 
 01/01  16:00:00,118921982.79709596,118921982.7970958,7760408.116855406 
 01/01  17:00:00,158978709.53356297,158978709.53356276,7653736.746785332 
 01/01  18:00:00,194519043.83078889,194519043.8307886,6098065.306011351 
 01/01  19:00:00,211022892.78989146,211022892.7898912,5255569.666647149 
 01/01  20:00:00,204024102.6814205,204024102.68142037,5108424.222583113 
 01/01  21:00:00,197986521.45958675,197986521.45958639,6730122.13438049 
 01/01  22:00:00,162534975.71157594,162534975.7115756,8119943.477312815 
 01/01  23:00:00,139212312.2592221,139212312.25922198,10228021.02560869 
 01/01  24:00:00,103159066.87734747,103159066.8773473,11846474.858563979 
 01/02  01:00:00,63757248.748059768,63757248.74805979,18838258.169587807 
 01/02  02:00:00,66595618.06577378,66595618.06577383,19797329.30166966 
 01/02  03:00:00,52107985.816329468,52107985.8163294,21275890.035051809 
 01/02  04:00:00,49670161.19868523,49670161.19868514,22071864.65572376 
 01/02  05:00:00,69538676.97028873,69538676.97028888,20873163.316434824 
 01/02  06:00:00,94990508.96679113,94990508.96679113,24626062.75688989 
 01/02  07:00:00,172931655.20306055,172931655.20306028,28811738.10744869 
 01/02  08:00:00,199391773.1198372,199391773.11983703,31397954.039332928 
 01/02  09:00:00,180068265.83509589,180068265.83509559,33243402.23018151 
 01/02  10:00:00,163692883.86989347,163692883.86989323,28288691.544334528 
 01/02  11:00:00,147160668.01255773,147160668.01255728,20268757.886446008 
 01/02  12:00:00,133899632.77929425,133899632.77929406,14440074.964607718 
 01/02  13:00:00,125519695.69151342,125519695.6915132,12543913.088560582 
 01/02  14:00:00,126257930.58921393,126257930.58921367,11939237.584707974 
 01/02  15:00:00,116311466.93198073,116311466.93198061,12232864.738846278 
 01/02  16:00:00,122551672.6954219,122551672.69542173,12538075.846965392 
 01/02  17:00:00,153569155.44469596,153569155.44469569,12989125.75197236 
 01/02  18:00:00,193290681.66968365,193290681.6696832,15088723.769362621 
 01/02  19:00:00,217634391.2703793,217634391.270379,16598325.808551813 
 01/02  20:00:00,196947129.0223354,196947129.02233503,15096089.98485484 
 01/02  21:00:00,195138109.5272816,195138109.52728123,16864528.621015997 
 01/02  22:00:00,163451393.55066789,163451393.55066756,17892416.078576019 
 01/02  23:00:00,144062609.02237839,144062609.02237807,20735906.960178719 
 01/02  24:00:00,97456059.76792529,97456059.76792534,26416965.33721426 
 01/03  01:00:00,61395231.28417737,61395231.28417746,37885250.52393722 
 01/03  02:00:00,63014108.64159382,63014108.641593869,36152573.91693939 
 01/03  03:00:00,54855887.64837207,54855887.648372087,39221098.366869579 
 01/03  04:00:00,58834296.626309487,58834296.62630948,45010933.030065599 
 01/03  05:00:00,62115865.57780144,62115865.577801529,45169188.17086176 
 01/03  06:00:00,94910573.01552767,94910573.0155277,51171777.49565496 
 01/03  07:00:00,181367755.91025684,181367755.9102566,52980424.414864528 
 01/03  08:00:00,194249068.95551855,194249068.95551829,57377102.41524663 
 01/03  09:00:00,183754315.6080492,183754315.60804899,56974853.148779649 
 01/03  10:00:00,164946512.42918936,164946512.42918919,52082996.80355707 
 01/03  11:00:00,149765740.2456798,149765740.24567957,41651755.40250533 
 01/03  12:00:00,134859288.49282176,134859288.49282149,41646199.45389324 
 01/03  13:00:00,128463826.57895264,128463826.57895237,32463962.066139588 
 01/03  14:00:00,118617309.30065418,118617309.30065401,17792221.777654545 
 01/03  15:00:00,117959974.34812781,117959974.34812783,19021175.451149405 
 01/03  16:00:00,125687829.4135553,125687829.41355504,17718418.590221965 
 01/03  17:00:00,153073738.8162669,153073738.8162666,21380170.296901324 
 01/03  18:00:00,199436803.13072694,199436803.1307267,38329981.86366643 
 01/03  19:00:00,214935335.6133589,214935335.61335854,41013212.09922639 
 01/03  20:00:00,198318488.7548759,198318488.75487558,32718607.003618286 
 01/03  21:00:00,187525126.71406455,187525126.71406425,37669775.23290987 
 01/03  22:00:00,171166206.44808156,171166206.44808124,40451957.84599885 
 01/03  23:00:00,141198305.62644647,141198305.62644629,51520606.742200288 
 01/03  24:00:00,96043535.21341115,96043535.21341124,57793475.65035416 
 01/04  01:00:00,70579594.90042845,70579594.90042843,64651060.721147287 
 01/04  02:00:00,56775314.46674181,56775314.4667418,69319491.64381972 
 01/04  03:00:00,55513981.0430903,55513981.04309029,70618132.84318024 
 01/04  04:00:00,62613735.06688554,62613735.06688557,68938968.22309214 
 01/04  05:00:00,59629229.34919913,59629229.34919915,65783615.04511704 
 01/04  06:00:00,96246800.84355492,96246800.84355499,60324067.23256183 
 01/04  07:00:00,184421011.23410879,184421011.23410849,62443034.70986465 
 01/04  08:00:00,191548857.3206694,191548857.32066918,76077440.52950587 
 01/04  09:00:00,193767138.0496616,193767138.04966138,73159038.74177225 
 01/04  10:00:00,167123992.8515818,167123992.85158158,59058334.22616036 
 01/04  11:00:00,143531846.91862569,143531846.91862548,48909721.40529585 
 01/04  12:00:00,139928847.75746978,139928847.75746949,43231264.76715263 
 01/04  13:00:00,126409411.1171827,126409411.11718247,39674711.05743566 
 01/04  14:00:00,121431730.32015139,121431730.32015129,40354776.19859081 
 01/04  15:00:00,108717706.53965697,108717706.53965706,37458683.58955115 
 01/04  16:00:00,122213836.7888646,122213836.78886436,35479815.983072679 
 01/04  17:00:00,155111830.09189046,155111830.09189014,35981276.2134353 
 01/04  18:00:00,200779077.1214033,200779077.12140299,30887362.463434698 
 01/04  19:00:00,209910662.0027513,209910662.00275094,27207249.821913467 
 01/04  20:00:00,202085051.5555321,202085051.5555319,24644320.931031579 
 01/04  21:00:00,192057216.11420567,192057216.1142054,23017587.55640777 
 01/04  22:00:00,163606637.91781617,163606637.91781587,21224753.88530418 
 01/04  23:00:00,136010650.01985459,136010650.01985438,28446781.52266057 
 01/04  24:00:00,96701233.2227543,96701233.2227543,33420837.627865007 
 01/05  01:00:00,69433637.36698196,69433637.36698213,41166969.61564021 
 01/05  02:00:00,57429034.65528937,57429034.65528934,46528655.70001476 
 01/05  03:00:00,59156501.03151525,59156501.03151529,50845754.14142497 
 01/05  04:00:00,57538675.52155024,57538675.52155027,59294502.77296655 
 01/05  05:00:00,59306829.22626642,59306829.2262665,63219406.27042757 
 01/05  06:00:00,102495010.59815982,102495010.59815984,61533347.13341342 
 01/05  07:00:00,176161785.81498529,176161785.81498508,58318229.94322134 
 01/05  08:00:00,200182147.4795745,200182147.47957427,81621680.27063349 
 01/05  09:00:00,191665406.61401523,191665406.61401496,110477146.29633752 
 01/05  10:00:00,168561217.33327226,168561217.33327214,126622949.42688698 
 01/05  11:00:00,153868207.2371148,153868207.2371146,147309305.9383548 
 01/05  12:00:00,138437160.88202424,138437160.88202388,158092579.6716119 
 01/05  13:00:00,135072219.962063,135072219.96206264,174759414.3038421 
 01/05  14:00:00,125897235.5395783,125897235.53957817,175821333.12066726 
 01/05  15:00:00,120722293.29265583,120722293.29265565,179613787.16317294 
 01/05  16:00:00,127786439.16301178,127786439.1630115,214067580.12077273 
 01/05  17:00:00,166841926.36352218,166841926.36352176,223652401.23980922 
 01/05  18:00:00,202580154.89161328,202580154.89161296,212545254.48697729 
 01/05  19:00:00,221473735.00967289,221473735.0096726,195418172.46334959 
 01/05  20:00:00,209238713.25592277,209238713.2559225,200583648.98306216 
 01/05  21:00:00,202743931.70389844,202743931.70389808,165878990.24037723 
 01/05  22:00:00,168850696.1788127,168850696.17881236,182931722.52182669 
 01/05  23:00:00,150507567.03238727,150507567.032387,231243225.89596135 
 01/05  24:00:00,112160516.78491283,112160516.7849128,261891486.53638009 
 01/06  01:00:00,73849597.89511255,73849597.89511268,258316971.78450287 
 01/06  02:00:00,71460050.92149148,71460050.9214915,259728880.28073419 
 01/06  03:00:00,69278097.52583248,69278097.5258325,270515369.81626388 
 01/06  04:00:00,62429977.13156327,62429977.13156319,281513156.0779879 
 01/06  05:00:00,80056813.43750809,80056813.43750823,271890246.8255836 
 01/06  06:00:00,106267265.718676,106267265.718676,268157793.36008723 
 01/06  07:00:00,188134233.55579458,188134233.5557943,291396016.00144717 
 01/06  08:00:00,209050612.68675686,209050612.68675656,298961952.2929755 
 01/06  09:00:00,193779893.2750885,193779893.27508829,291709479.88308617 
 01/06  10:00:00,178810411.1672482,178810411.167248,248039448.2614538 
 01/06  11:00:00,157415292.56292034,157415292.56292007,197828206.4199168 
 01/06  12:00:00,140368443.5601542,140368443.56015388,175912169.35501618 
 01/06  13:00:00,129654082.76626764,129654082.7662673,155718889.11277513 
 01/06  14:00:00,127542878.28330593,127542878.28330577,149441065.58100225 
 01/06  15:00:00,122095542.72973943,122095542.72973915,150352619.43354316 
 01/06  16:00:00,125719488.35398825,125719488.35398811,151740541.12024877 
 01/06  17:00:00,161804045.34435863,161804045.34435825,143301415.738474 
 01/06  18:00:00,204040921.468444,204040921.46844376,131455353.98360239 
 01/06  19:00:00,213124984.86343057,213124984.86343039,114597378.13721997 
 01/06  20:00:00,205062349.7259496,205062349.72594924,80198992.71198789 
 01/06  21:00:00,192149903.74027998,192149903.7402796,132097172.09968744 
 01/06  22:00:00,179359309.2068392,179359309.20683889,154427432.77661554 
 01/06  23:00:00,138770661.96541313,138770661.96541289,160792381.9916149 
 01/06  24:00:00,104405019.57657835,104405019.5765783,155060144.8837901 
 01/07  01:00:00,72491736.26805386,72491736.26805395,143662265.5344741 
 01/07  02:00:00,64539174.2742733,64539174.27427331,152945752.2986315 
 01/07  03:00:00,59917298.8174146,59917298.81741457,179850640.48286323 
 01/07  04:00:00,69573050.75950453,69573050.75950459,192324006.5953735 
 01/07  05:00:00,64336234.106438469,64336234.1064385,198178669.3545865 
 01/07  06:00:00,107847227.6431711,107847227.64317113,203970498.62387414 
 01/07  07:00:00,186403078.1345616,186403078.13456146,199777848.46710433 
 01/07  08:00:00,203381349.6952785,203381349.6952782,181856335.59211684 
 01/07  09:00:00,193665573.56326128,193665573.56326116,173408746.999116 
 01/07  10:00:00,163914599.77962087,163914599.77962066,135255110.6500361 
 01/07  11:00:00,148275152.87332828,148275152.87332789,133254503.84855213 
 01/07  12:00:00,137457156.77285049,137457156.77285008,126291580.49136792 
 01/07  13:00:00,130009623.05579058,130009623.05579025,137827368.0492056 
 01/07  14:00:00,121874761.97485537,121874761.97485514,144981194.82059223 
 01/07  15:00:00,112550219.45054896,112550219.45054892,166553147.28402967 
 01/07  16:00:00,130658583.93121888,130658583.93121869,183001621.39413155 
 01/07  17:00:00,154553067.24794243,154553067.24794198,166353507.8326775 
 01/07  18:00:00,205300634.58534033,205300634.58534,173834560.97949118 
 01/07  19:00:00,221190401.80487485,221190401.8048746,177769315.86146317 
 01/07  20:00:00,205488815.74482609,205488815.7448257,164711316.51815105 
 01/07  21:00:00,200646875.09918828,200646875.09918777,161424165.03242225 
 01/07  22:00:00,169960032.55366994,169960032.55366967,160640422.8571537 
 01/07  23:00:00,148747941.80876244,148747941.8087622,238822084.63090123 
 01/07  24:00:00,110551384.16823177,110551384.16823182,267358026.58652715 
 01/08  01:00:00,76969504.12767174,76969504.12767184,275522339.1458803 
 01/08  02:00:00,76591653.44958872,76591653.4495888,284470956.37976559 
 01/08  03:00:00,65176907.54854415,65176907.54854413,292616335.1713282 
 01/08  04:00:00,63517297.36754336,63517297.36754331,288674235.1259629 
 01/08  05:00:00,79769405.36101604,79769405.36101617,289593946.32985928 
 01/08  06:00:00,107420642.11918772,107420642.11918767,295823659.5737106 
 01/08  07:00:00,188166258.403078,188166258.40307776,303248231.08183088 
 01/08  08:00:00,208855670.7530124,208855670.75301216,267160190.25637294 
 01/08  09:00:00,193235057.09393079,193235057.09393055,242846520.53238208 
 01/08  10:00:00,172993441.5701605,172993441.5701602,257898390.25755243 
 01/08  11:00:00,155805088.07337214,155805088.07337193,236836724.08543185 
 01/08  12:00:00,138350679.59630538,138350679.59630508,224890181.6554168 
 01/08  13:00:00,134375292.41951538,134375292.41951523,221080347.17078526 
 01/08  14:00:00,122396927.85114804,122396927.8511478,191934543.90709273 
 01/08  15:00:00,120320984.25162654,120320984.25162645,186256970.95990116 
 01/08  16:00:00,127155363.02968356,127155363.02968332,197835288.1724608 
 01/08  17:00:00,160187777.97726379,160187777.97726364,225319066.73253168 
 01/08  18:00:00,209081948.21562348,209081948.21562315,249109687.0450257 
 01/08  19:00:00,227128203.66138876,227128203.66138853,252088444.62615375 
 01/08  20:00:00,208185744.48177884,208185744.48177854,243161800.29951165 
 01/08  21:00:00,198792404.88598234,198792404.885982,255673349.88222558 
 01/08  22:00:00,180744507.62235303,180744507.62235273,276648978.2728482 
 01/08  23:00:00,151501509.17968477,151501509.17968447,278586753.4012876 
 01/08  24:00:00,107549934.49750369,107549934.49750364,283365446.0290007 
 01/09  01:00:00,81959267.95678427,81959267.9567844,302377735.1343591 
 01/09  02:00:00,69533397.82965702,69533397.82965708,306373163.25280579 
 01/09  03:00:00,71111455.25680623,71111455.25680626,309073031.9594272 
 01/09  04:00:00,66639741.34291753,66639741.34291752,302087808.1244129 
 01/09  05:00:00,74854214.97186587,74854214.97186595,296162445.36881676 
 01/09  06:00:00,111661619.28284359,111661619.28284356,293542378.0387672 
 01/09  07:00:00,190030934.2886936,190030934.2886933,299428108.6958469 
 01/09  08:00:00,201564769.7520458,201564769.7520456,308971600.04642537 
 01/09  09:00:00,202838335.14125968,202838335.14125944,283786894.8843662 
 01/09  10:00:00,179166750.50733833,179166750.50733815,282642342.22058787 
 01/09  11:00:00,160414387.80361084,160414387.8036106,280387254.10239019 
 01/09  12:00:00,144263610.72953014,144263610.72952993,265286995.87695004 
 01/09  13:00:00,138929804.88677166,138929804.8867713,264206422.4542475 
 01/09  14:00:00,129065794.82271827,129065794.82271818,262413633.83650685 
 01/09  15:00:00,124489282.11457412,124489282.11457393,255506630.7452803 
 01/09  16:00:00,128179758.88560598,128179758.88560573,263361822.91353 
 01/09  17:00:00,169842943.16232635,169842943.1623261,261473920.50096298 
 01/09  18:00:00,205918379.334622,205918379.3346218,250065898.7758838 
 01/09  19:00:00,223768930.80825056,223768930.80825023,243592898.7403586 
 01/09  20:00:00,210612385.01290674,210612385.01290644,230004782.85099087 
 01/09  21:00:00,204715235.96382145,204715235.96382109,244562361.66371966 
 01/09  22:00:00,172724581.25201077,172724581.25201053,250793855.28073613 
 01/09  23:00:00,151123690.14735154,151123690.14735116,257692866.88171975 
 01/09  24:00:00,110029955.74651008,110029955.74651006,236741653.34185855 
 01/10  01:00:00,75797429.96623984,75797429.96624,262847227.1894958 
