Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,50033309.40450748,50033309.404507379,21314251.925095373 
 01/01  02:00:00,67259243.54114877,67259243.54114867,25824088.25023018 
 01/01  03:00:00,45839575.701109129,45839575.70110904,24896556.101015599 
 01/01  04:00:00,52254562.62529584,52254562.625295829,27283401.315244184 
 01/01  05:00:00,63472388.25707736,63472388.25707724,29690415.853992929 
 01/01  06:00:00,90859667.82510317,90859667.82510326,32259240.443181747 
 01/01  07:00:00,170746704.1395096,170746704.13950924,35649371.53496704 
 01/01  08:00:00,199519280.18781118,199519280.1878109,37047710.89121453 
 01/01  09:00:00,177089778.0795925,177089778.0795922,34648009.77444369 
 01/01  10:00:00,161346303.98175825,161346303.981758,22733167.931660847 
 01/01  11:00:00,147268772.74570386,147268772.74570377,15791108.795722384 
 01/01  12:00:00,127933944.10462778,127933944.1046275,11361652.676848213 
 01/01  13:00:00,128141028.81149763,128141028.81149754,8509660.85826618 
 01/01  14:00:00,122215164.3859395,122215164.38593939,7227238.448438354 
 01/01  15:00:00,118212679.19479198,118212679.19479203,6407711.418894738 
 01/01  16:00:00,115906024.13537002,115906024.13536987,6360227.690598316 
 01/01  17:00:00,155897413.3808579,155897413.38085763,6003923.280672191 
 01/01  18:00:00,192012801.6572114,192012801.6572111,4305366.255783322 
 01/01  19:00:00,208543429.49592958,208543429.4959293,3323958.7276394579 
 01/01  20:00:00,201385432.59368814,201385432.59368793,3357351.27961243 
 01/01  21:00:00,195594408.0752684,195594408.07526807,5240820.895406292 
 01/01  22:00:00,159861355.5402992,159861355.54029883,6356790.130785452 
 01/01  23:00:00,137039212.19505725,137039212.1950571,7550737.100328275 
 01/01  24:00:00,100602033.68170296,100602033.6817028,9731147.863512667 
 01/02  01:00:00,61514902.06097036,61514902.060970399,16435729.042117821 
 01/02  02:00:00,64223753.239958997,64223753.23995903,17171562.139954159 
 01/02  03:00:00,49735527.473973538,49735527.473973479,18456203.612212484 
 01/02  04:00:00,47294711.792837198,47294711.792837109,19031479.17806767 
 01/02  05:00:00,67171641.01262442,67171641.01262453,17855683.45384838 
 01/02  06:00:00,92618387.42016,92618387.42015998,21466966.857844406 
 01/02  07:00:00,170542277.25249476,170542277.2524945,25039728.602882077 
 01/02  08:00:00,196954808.6141344,196954808.61413417,27185995.05882274 
 01/02  09:00:00,177713289.3090096,177713289.30900929,29090161.349102618 
 01/02  10:00:00,161235983.57057644,161235983.57057614,25408407.16509889 
 01/02  11:00:00,144882824.90437765,144882824.90437717,18284545.02398366 
 01/02  12:00:00,130901794.07424079,130901794.07424061,12717452.61674485 
 01/02  13:00:00,122500152.23149547,122500152.2314952,10941467.87228343 
 01/02  14:00:00,123051183.1040915,123051183.10409126,10381011.807806611 
 01/02  15:00:00,113384539.59597332,113384539.5959733,10716462.768520426 
 01/02  16:00:00,119891060.95162326,119891060.95162308,10962088.384534359 
 01/02  17:00:00,150782263.95378135,150782263.95378105,11370691.869690214 
 01/02  18:00:00,189814161.9575276,189814161.9575273,13139404.526733077 
 01/02  19:00:00,214534203.84797735,214534203.84797705,14463376.571738789 
 01/02  20:00:00,195529007.17083404,195529007.17083366,13389138.656877045 
 01/02  21:00:00,193552413.442455,193552413.4424546,15116640.098649804 
 01/02  22:00:00,159603818.51144237,159603818.51144208,16053867.932160624 
 01/02  23:00:00,143429618.70840464,143429618.70840428,18646533.65265741 
 01/02  24:00:00,94779079.67471676,94779079.67471686,24277303.846674328 
 01/03  01:00:00,59027387.91950323,59027387.91950329,35466247.8693172 
 01/03  02:00:00,60645589.11766299,60645589.11766302,33673783.094221409 
 01/03  03:00:00,52481259.414541739,52481259.414541769,36730720.435352649 
 01/03  04:00:00,56441120.62383984,56441120.62383981,42344991.94110916 
 01/03  05:00:00,59715440.43580344,59715440.43580351,42355435.954951908 
 01/03  06:00:00,92487598.96965373,92487598.96965373,48113492.08279698 
 01/03  07:00:00,177022786.46779923,177022786.4677989,49351058.687452528 
