Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/05  23:00:00,0,116728097.6,420909288.6
 01/05  24:00:00,14628.94903,96170675.55,415473250.7
 01/06  01:00:00,427848.0085,84212098.87,420542917.3
 01/06  02:00:00,944181.9775,83394363.27,436568268.5
 01/06  03:00:00,1257178.278,83126798.17,445644076.9
 01/06  04:00:00,2340314.091,85304075.3,488213402
 01/06  05:00:00,3299129.655,95176955.87,528640393
 01/06  06:00:00,4318846.819,113920733.3,584995120.2
 01/06  07:00:00,5213148.535,134956330.7,667600077.4
 01/06  08:00:00,5538331.12,146608342.6,693414954.9
 01/06  09:00:00,5649909.588,128674497.3,696142499
 01/06  10:00:00,4186488.292,110210309.7,602439888.7
 01/06  11:00:00,2898461.786,95513833.13,518683528.2
 01/06  12:00:00,1710247.847,92093804.86,435964282.3
 01/06  13:00:00,468401.2823,87155457.47,373539781.6
 01/06  14:00:00,0,84547789.19,333604968.8
 01/06  15:00:00,0,83307618.89,311591628.3
 01/06  16:00:00,0,88292836.52,318860728
 01/06  17:00:00,0,124042016.3,355621421.7
 01/06  18:00:00,159131.4211,159075709,438581991.6
 01/06  19:00:00,1575987.628,170248727.3,507353023.6
 01/06  20:00:00,2639727.247,169424820.7,544930820.4
 01/06  21:00:00,3370549.892,169609418.8,565471217
 01/06  22:00:00,4213971.222,151987287,585139034.5
 01/06  23:00:00,4683529.206,128475399.3,603067215.7
 01/06  24:00:00,5251410.102,109025578.1,614072783.7
 01/07  01:00:00,6124545.245,98236851.85,640570794.9
 01/07  02:00:00,6969718.97,98358368.39,674304682.7
 01/07  03:00:00,7479599.41,98667547.82,694137829.5
 01/07  04:00:00,7893175.999,99206842.4,711304512.4
 01/07  05:00:00,8338209.424,107739370.1,730380327.8
 01/07  06:00:00,8737870.993,124826917.1,759335956.9
 01/07  07:00:00,8639936.538,143229535.1,797048385.6
 01/07  08:00:00,8334850.13,152131757.9,785187691.4
 01/07  09:00:00,7868872.796,124011559.6,769301041.6
 01/07  10:00:00,6516087.524,105752649.8,683749566.5
 01/07  11:00:00,4934640.211,90225255.64,587510819.7
 01/07  12:00:00,3386817.748,86335136,500508982.1
 01/07  13:00:00,2326218.738,83088073.4,451595317
 01/07  14:00:00,1530480.381,79477905.19,416074693.8
 01/07  15:00:00,523923.9681,76684306.96,380194230
 01/07  16:00:00,0,80686050.94,377806392.7
 01/07  17:00:00,603507.2668,113910166.4,432757825.3
 01/07  18:00:00,2558777.659,164163122.8,523815211.2
 01/07  19:00:00,3741208.26,175300746.5,581492217.6
 01/07  20:00:00,4552970.483,174099309.3,616399969.7
 01/07  21:00:00,4790908.956,173172907.6,620538741.1
 01/07  22:00:00,5470265.131,155239896.3,636829867.1
 01/07  23:00:00,6530595.471,133336924.5,683430469.1
 01/07  24:00:00,7247937.393,114394800.4,704794010.2
 01/08  01:00:00,7836268.367,102938059.6,721030520.7
 01/08  02:00:00,8408760.039,102359607.5,743172678.7
 01/08  03:00:00,8963841.489,102746438.2,764536771.6
 01/08  04:00:00,9313603.602,103123815,779169295.4
 01/08  05:00:00,9652292.195,111402293.4,794033914.5
 01/08  06:00:00,10068468.84,128500965.2,823075201.5
 01/08  07:00:00,10116507.57,147279850.9,867353290.2
 01/08  08:00:00,10392317.5,157663116.8,881467101.6
 01/08  09:00:00,10441170.11,130906389.9,889726230.8
 01/08  10:00:00,9165091.002,112968089.1,807956206.4
 01/08  11:00:00,7363671.092,96699521.72,694714786.2
 01/08  12:00:00,5922649.102,92547107.68,597153141.8
 01/08  13:00:00,4151441.047,87010776.04,506279611.4
 01/08  14:00:00,2809320.181,82053534.47,449573054.6
 01/08  15:00:00,1667552.223,79209456.38,415502701.9
 01/08  16:00:00,627606.785,82498682.17,406090079.3
 01/08  17:00:00,1258275.319,115553495,457919008.4
 01/08  18:00:00,2734297.816,164761304.6,534399239.1
