Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,62890000.50982462,62890000.50982471,221010663.14240063 
 01/01  02:00:00,82255766.91013345,82255766.91013345,270738797.4739809 
 01/01  03:00:00,61056434.05788165,61056434.05788155,275654723.26986607 
 01/01  04:00:00,67792935.2349612,67792935.23496112,286113390.58747377 
 01/01  05:00:00,80070966.14213369,80070966.14213379,287209594.9390182 
 01/01  06:00:00,116516383.16224584,116516383.16224575,286376993.53109207 
 01/01  07:00:00,201433726.72472225,201433726.7247218,297932233.06356516 
 01/01  08:00:00,205840188.46591497,205840188.4659146,296808955.795848 
 01/01  09:00:00,211031286.12878026,211031286.1287799,287217733.6837568 
 01/01  10:00:00,172726040.79770226,172726040.79770193,250920385.5365911 
 01/01  11:00:00,158401895.4297071,158401895.42970706,195662688.78571228 
 01/01  12:00:00,131665254.35174947,131665254.3517493,144098092.03002034 
 01/01  13:00:00,130735905.3021425,130735905.30214249,148271371.920519 
 01/01  14:00:00,121517413.97259957,121517413.97259946,159510352.10291998 
 01/01  15:00:00,124491410.80697091,124491410.80697094,155132353.8571423 
 01/01  16:00:00,128041940.92877308,128041940.92877296,147024100.54497618 
 01/01  17:00:00,164277936.02198378,164277936.02198342,160044136.28462086 
 01/01  18:00:00,215732766.47499413,215732766.47499378,148356241.4861655 
 01/01  19:00:00,229808662.63358865,229808662.63358835,141740780.04384289 
 01/01  20:00:00,215509410.24482385,215509410.24482364,144410824.1839608 
 01/01  21:00:00,220100630.615424,220100630.61542384,146948556.97808368 
 01/01  22:00:00,187770190.1620855,187770190.16208516,154934929.27429406 
 01/01  23:00:00,151701193.99673475,151701193.99673457,178666170.56722484 
 01/01  24:00:00,102469073.69976633,102469073.69976624,170014873.50132574 
 01/02  01:00:00,81354215.27519971,81354215.27519971,176842877.21492518 
 01/02  02:00:00,65496665.356673527,65496665.356673497,174626019.28610138 
 01/02  03:00:00,70249933.9489807,70249933.94898054,174355897.18449188 
 01/02  04:00:00,56986410.444489728,56986410.44448962,185336621.04565666 
 01/02  05:00:00,70078915.09609755,70078915.0960977,184567233.2636584 
 01/02  06:00:00,117987740.76746331,117987740.76746312,166085429.920223 
 01/02  07:00:00,184800715.51723118,184800715.51723094,156426004.89324979 
 01/02  08:00:00,219426186.21106366,219426186.21106334,159572140.63414035 
 01/02  09:00:00,183757642.91697169,183757642.91697125,134643607.25918973 
 01/02  10:00:00,176516617.8482802,176516617.84827999,103629498.96619708 
 01/02  11:00:00,145818709.59440355,145818709.59440325,110134146.29966659 
 01/02  12:00:00,150972154.8930188,150972154.89301873,96432071.1955921 
 01/02  13:00:00,126208700.08050291,126208700.08050299,88597408.81925681 
 01/02  14:00:00,121450149.21617134,121450149.21617124,95171229.88406676 
 01/02  15:00:00,118468369.57468744,118468369.5746872,101129116.75216399 
 01/02  16:00:00,129328024.8548793,129328024.85487929,91478435.78371315 
 01/02  17:00:00,160889194.80558936,160889194.8055892,87356991.44063036 
 01/02  18:00:00,215292425.24238733,215292425.24238695,101031623.74002667 
 01/02  19:00:00,222209991.096696,222209991.0966957,107134069.24058478 
 01/02  20:00:00,220389180.48004083,220389180.48004068,99444849.03101987 
 01/02  21:00:00,210802475.4561915,210802475.45619134,101369767.38595176 
 01/02  22:00:00,178569132.59933905,178569132.59933884,112075082.88736318 
 01/02  23:00:00,143914198.23275808,143914198.2327578,125628982.23936233 
 01/02  24:00:00,121412941.486375,121412941.48637486,127992474.25078538 
 01/03  01:00:00,66630046.636442799,66630046.636442918,133541171.78305538 
 01/03  02:00:00,69856919.12678501,69856919.12678482,128118240.58726478 
 01/03  03:00:00,62268453.15045886,62268453.15045885,123932419.78460226 
 01/03  04:00:00,67855618.29415095,67855618.29415083,127408567.14976824 
 01/03  05:00:00,68474841.91874753,68474841.9187477,141425741.55887217 
 01/03  06:00:00,103965068.33242542,103965068.33242549,144427382.9016623 
 01/03  07:00:00,198481820.5514455,198481820.5514453,149760676.86285008 
 01/03  08:00:00,205289498.92632548,205289498.92632515,162926581.1089118 
 01/03  09:00:00,203222344.7632637,203222344.76326338,192602161.03823949 
 01/03  10:00:00,177796731.54074145,177796731.5407412,207402887.7814628 
 01/03  11:00:00,159243737.19576559,159243737.19576539,208941637.9639208 
 01/03  12:00:00,138623109.41571058,138623109.41571055,207248161.03011508 
 01/03  13:00:00,148366887.94928328,148366887.94928298,200176698.54993428 
 01/03  14:00:00,134163374.51985872,134163374.51985868,203774146.98412977 
 01/03  15:00:00,112534702.09328717,112534702.09328717,204756870.22242824 
 01/03  16:00:00,130117948.30709788,130117948.30709759,194046038.02965767 
 01/03  17:00:00,178037108.76382263,178037108.7638224,208685311.97475253 
 01/03  18:00:00,209915374.4119081,209915374.41190783,205678303.34417407 
 01/03  19:00:00,245990417.50661228,245990417.50661195,195032526.9773492 
 01/03  20:00:00,225463427.5155886,225463427.51558853,194405849.26964958 
 01/03  21:00:00,214632337.02577458,214632337.02577446,214664590.63874478 
 01/03  22:00:00,177762263.13123624,177762263.13123603,219359482.09445638 
 01/03  23:00:00,156181147.98364429,156181147.98364408,288149140.3669398 
 01/03  24:00:00,113694825.08848106,113694825.08848092,314615049.0188439 
 01/04  01:00:00,81541995.67371106,81541995.67371109,313407034.64184489 
 01/04  02:00:00,84772861.48063579,84772861.48063579,329973663.5060379 
 01/04  03:00:00,64337273.208107,64337273.20810689,354243378.5352797 
 01/04  04:00:00,70609888.93226475,70609888.93226472,353623642.428624 
 01/04  05:00:00,82355111.522536,82355111.5225361,341799778.0382411 
 01/04  06:00:00,119505828.83765938,119505828.83765924,358900279.5337281 
 01/04  07:00:00,196067932.5175554,196067932.517555,354101455.90188887 
 01/04  08:00:00,221547365.88671357,221547365.88671325,366978100.9619304 
 01/04  09:00:00,212166332.0689636,212166332.06896324,371002164.38681247 
 01/04  10:00:00,183738603.0875697,183738603.08756943,360562378.9248102 
 01/04  11:00:00,164658924.81687377,164658924.8168735,349457951.8670965 
 01/04  12:00:00,143137746.74636639,143137746.74636609,349184687.32789978 
 01/04  13:00:00,141232023.56100316,141232023.56100307,340028267.91833898 
 01/04  14:00:00,138595103.92277695,138595103.92277665,320416648.6612866 
 01/04  15:00:00,130434979.79215834,130434979.7921581,323393643.54457429 
 01/04  16:00:00,134710161.41249258,134710161.41249255,313178942.6813127 
 01/04  17:00:00,173574388.79123474,173574388.79123438,309675732.7332088 
 01/04  18:00:00,222383147.50108353,222383147.5010831,312402059.28165736 
 01/04  19:00:00,236741454.73736579,236741454.7373653,312908743.93827167 
 01/04  20:00:00,230018329.00525213,230018329.0052516,299287746.5493612 
 01/04  21:00:00,218686415.65462143,218686415.65462096,315909160.1190693 
 01/04  22:00:00,195311270.91947285,195311270.91947247,343292284.4602422 
 01/04  23:00:00,158583425.8548354,158583425.85483495,351160725.3793515 
 01/04  24:00:00,110773866.18718852,110773866.18718848,351902058.38203236 
 01/05  01:00:00,87148703.71641949,87148703.71641955,350914528.43966379 
 01/05  02:00:00,72324614.17428689,72324614.17428689,348176999.2412121 
 01/05  03:00:00,77084466.410612,77084466.41061192,348523456.92179819 
 01/05  04:00:00,69722510.80368403,69722510.80368401,332964972.2935628 
 01/05  05:00:00,81477255.25587082,81477255.25587094,320995653.1731207 
 01/05  06:00:00,116621873.66315122,116621873.66315109,332702270.4870461 
 01/05  07:00:00,194290639.2212795,194290639.2212791,349098045.31258907 
 01/05  08:00:00,222415726.74035419,222415726.74035377,360296594.62514606 
 01/05  09:00:00,213747727.18058373,213747727.18058337,353430788.24056985 
 01/05  10:00:00,180461177.30932538,180461177.30932508,315395141.5105114 
 01/05  11:00:00,163786421.15567247,163786421.1556722,294030933.85826119 
 01/05  12:00:00,139659878.22557289,139659878.22557274,263983943.59940256 
 01/05  13:00:00,137714885.09597687,137714885.09597675,253888731.8044507 
 01/05  14:00:00,133815634.4485538,133815634.4485536,246169214.49777843 
 01/05  15:00:00,128959693.1844535,128959693.18445316,244095248.5713898 
 01/05  16:00:00,132470433.81160523,132470433.8116052,258580877.2496277 
 01/05  17:00:00,171624164.4324335,171624164.43243314,261460752.2251716 
 01/05  18:00:00,220515030.01232878,220515030.01232834,266349353.94147576 
 01/05  19:00:00,234494616.7433581,234494616.74335776,256832639.97121377 
 01/05  20:00:00,227644969.05900098,227644969.05900047,253972292.5252767 
 01/05  21:00:00,217193795.47317557,217193795.4731751,264704282.396481 
 01/05  22:00:00,192481814.690427,192481814.69042657,272834275.3974297 
 01/05  23:00:00,156086804.54472027,156086804.54471983,289042042.7525498 
 01/05  24:00:00,112759409.57677093,112759409.57677096,294222818.86181566 
 01/06  01:00:00,79950422.78890667,79950422.78890668,276707179.70266869 
 01/06  02:00:00,70645750.97728868,70645750.9772887,307027231.8910909 
 01/06  03:00:00,75086976.8501079,75086976.85010785,299312487.76632878 
 01/06  04:00:00,67359020.7072852,67359020.70728518,275160307.1970355 
 01/06  05:00:00,68503652.36812754,68503652.36812769,325574028.428935 
 01/06  06:00:00,128936029.75957917,128936029.75957912,310511584.55885186 
 01/06  07:00:00,191509600.9139344,191509600.91393394,279773182.04197308 
 01/06  08:00:00,222265963.04631088,222265963.04631046,302209109.18053409 
 01/06  09:00:00,196227514.99870277,196227514.9987024,293925779.7700804 
 01/06  10:00:00,191798058.00125505,191798058.0012546,270884408.55112907 
 01/06  11:00:00,160625801.3472408,160625801.34724037,222760356.39499713 
 01/06  12:00:00,137281671.41494597,137281671.4149457,203480074.1007914 
 01/06  13:00:00,135491034.5158037,135491034.51580353,196205483.06854583 
 01/06  14:00:00,130295522.13330332,130295522.13330299,131695520.36330553 
 01/06  15:00:00,123520245.85827998,123520245.85827986,121793593.3813216 
 01/06  16:00:00,128621925.81337159,128621925.81337144,156667689.87044899 
 01/06  17:00:00,167546757.8506367,167546757.85063646,154747594.12846504 
 01/06  18:00:00,218055062.26022024,218055062.26021988,202118028.76503597 
 01/06  19:00:00,233303229.27479349,233303229.27479319,224544701.50849564 
 01/06  20:00:00,226625350.74969319,226625350.74969287,225732393.68287338 
 01/06  21:00:00,215663888.0504197,215663888.05041943,223664237.98723419 
 01/06  22:00:00,191032829.37234608,191032829.37234579,233671623.59967507 
 01/06  23:00:00,155695205.3385487,155695205.3385483,276418069.0271653 
 01/06  24:00:00,112414282.34748194,112414282.34748194,282564696.79731169 
 01/07  01:00:00,86090367.94595787,86090367.94595795,294935076.9929502 
 01/07  02:00:00,65368596.819266479,65368596.81926644,302715838.1454972 
 01/07  03:00:00,74872067.13658503,74872067.13658493,309780500.3718715 
 01/07  04:00:00,69858548.44856987,69858548.44856985,314468017.3213664 
