C:\Users\chris\OneDrive\Documents\eQUEST 3-65 D23 Projects\SW Dev Load Profile Import Test File\SW Dev Load Profile Import Test File - Baseline Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simulated:  2022-Jan-25 10:40:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSV Written:  2022-Jan-25 11:30:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eQUEST 3.65.7175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Hourly Report,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EM1 Hourly Report Block,,,,,,,,,,,,,FM1 Hourly Report Block,,,,,,,,,,,,
,,,,ELEC-METER,,,,,,,,,,,,,FUEL-METER,,,,,,,,,,,,
,,,,EM1,,,,,,,,,,,,,FM1,,,,,,,,,,,,
,,,Day,Var 1,Var 2,Var 3,Var 4,Var 5,Var 6,Var 7,Var 8,Var 9,Var 10,Var 11,Var 12,Var 20,Var 1,Var 2,Var 3,Var 4,Var 5,Var 6,Var 7,Var 8,Var 9,Var 10,Var 11,Var 12,Var 20
Month,Day,Hour,Type,Lighting end-use energy,Task lighting end-use energy,Miscellaneous equipment end-use energy,Heating end-use energy,Cooling end-use energy,Heat rejection end-use energy,Auxiliary end-use energy (pumps),Vent fan end-use energy,Refrigeration systems end-use energy,Supplemental heat pump end-use energy,Domestic hot water end-use energy,Exterior to the building end-use energy,Total end-use energy,Lighting end-use energy,Task lighting end-use energy,Miscellaneous equipment end-use energy,Heating end-use energy,Cooling end-use energy,Heat rejection end-use energy,Auxiliary end-use energy (pumps),Vent fan end-use energy,Refrigeration systems end-use energy,Supplemental heat pump end-use energy,Domestic hot water end-use energy,Exterior to the building end-use energy,Total end-use energy
1,1,1,6,2.40562,0,5.47801,0,0,0,0,6.62715,0,0,5.25977,0,5,0,0,0,28749.9,0,0,0,0,0,0,0,0,100000
1,1,2,6,0.279346,0,4.51494,0,0,0,0,6.62715,0,0,3.76858,0,5,0,0,0,51629.1,0,0,0,0,0,0,0,0,100000
1,1,3,6,0,0,4.38855,0,0,0,0,6.62715,0,0,3.56548,0,5,0,0,0,76225.9,0,0,0,0,0,0,0,0,100000
1,1,4,6,0,0,4.38855,0,0,0,0,6.62715,0,0,3.56548,0,5,0,0,0,86663.4,0,0,0,0,0,0,0,0,100000
1,1,5,6,0,0,4.38855,0,0,0,0,6.62715,0,0,3.56548,0,5,0,0,0,94331.9,0,0,0,0,0,0,0,0,100000
1,1,6,6,0.335173,0,4.38855,0,0,0,0,6.62715,0,0,3.56548,0,5,0,0,0,93358.1,0,0,0,0,0,0,0,0,100000
1,1,7,6,2.61713,0,5.05451,0,0,0,0,6.62715,0,0,3.97232,0,5,0,0,0,85911.3,0,0,0,0,0,0,0,0,100000
1,1,8,6,6.5581,0,9.60566,0,0,0,0,6.62715,0,0,7.21379,0,5,0,0,0,67106.3,0,0,0,0,0,0,0,0,100000
1,1,9,6,10.0421,0,16.377,0,0,0,0,6.62715,0,0,15.64,0,5,0,0,0,23356.6,0,0,0,0,0,0,0,0,100000
1,1,10,6,9.10087,0,16.3473,0,0,0,0,0.0556571,0,0,26.7313,0,5,0,0,0,19086.2,0,0,0,0,0,0,0,0,100000
1,1,11,6,1.51681,0,10.0937,0,0,0,0,0.0827116,0,0,27.0819,0,5,0,0,0,26307.6,0,0,0,0,0,0,0,0,100000
1,1,12,6,0,0,8.84293,0,0,0,0,0.0900147,0,0,18.9491,0,5,0,0,0,29900,0,0,0,0,0,0,0,0,100000
1,1,13,6,0,0,8.84293,0,0,0,0,0.077092,0,0,18.3842,0,5,0,0,0,24973.6,0,0,0,0,0,0,0,0,100000
1,1,14,6,0,0,8.99653,0,0,0,0,0.108976,0,0,26.9011,0,5,0,0,0,34563.5,0,0,0,0,0,0,0,0,100000
1,1,15,6,0,0,9.21047,0,0,0,0,0.168518,0,0,42.9178,0,5,0,0,0,54569.8,0,0,0,0,0,0,0,0,100000
1,1,16,6,0,0,8.55219,0,0,0,0,0.193962,0,0,40.7038,0,5,0,0,0,60714.7,0,0,0,0,0,0,0,0,100000
