Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,57116433.85784325,57116433.85784332,59050725.72487282 
 01/01  02:00:00,74651703.69361234,74651703.69361225,60997072.92208353 
 01/01  03:00:00,53218642.3705626,53218642.3705625,59970607.31714641 
 01/01  04:00:00,58971336.35816268,58971336.358162637,47705936.18867197 
 01/01  05:00:00,71240226.96058555,71240226.96058558,48573495.084119919 
 01/01  06:00:00,100193838.64835915,100193838.64835906,42603158.02625096 
 01/01  07:00:00,179813551.98217798,179813551.98217774,39284327.89509711 
 01/01  08:00:00,191163456.14777456,191163456.14777426,42886687.8849465 
 01/01  09:00:00,192325964.03320719,192325964.0332068,47931246.17269471 
 01/01  10:00:00,159992227.1820092,159992227.18200893,40600995.12693961 
 01/01  11:00:00,135434154.2185324,135434154.2185323,37732487.06015791 
 01/01  12:00:00,141344796.7341232,141344796.7341232,39541307.00043446 
 01/01  13:00:00,125896875.39262529,125896875.39262524,35083487.73770901 
 01/01  14:00:00,104163654.50824519,104163654.5082452,31632650.820026794 
 01/01  15:00:00,115899358.24166627,115899358.24166602,30176025.885896338 
 01/01  16:00:00,120626851.5627692,120626851.56276924,32615956.931929277 
 01/01  17:00:00,153278731.48364193,153278731.48364187,32671138.685758488 
 01/01  18:00:00,193195247.04876564,193195247.04876528,30428386.9565789 
 01/01  19:00:00,222676663.44598628,222676663.44598589,36180912.25947458 
 01/01  20:00:00,214039671.5659331,214039671.56593288,37179575.08604769 
 01/01  21:00:00,201994866.47166974,201994866.4716694,33663009.31440949 
 01/01  22:00:00,169855986.4880305,169855986.48803026,37064149.26989004 
 01/01  23:00:00,145437182.48346744,145437182.4834672,53606975.17043886 
 01/01  24:00:00,98678663.97328958,98678663.97328949,60922776.48672116 
 01/02  01:00:00,77326958.86546244,77326958.86546251,60616876.73683192 
 01/02  02:00:00,58586155.00883259,58586155.008832577,72931307.5888997 
 01/02  03:00:00,70529777.56799539,70529777.5679953,77309902.08477918 
 01/02  04:00:00,53128613.26657179,53128613.26657171,72811461.02264217 
 01/02  05:00:00,66156811.85217324,66156811.85217338,70876978.8923977 
 01/02  06:00:00,114495591.82184232,114495591.82184227,66014225.69771581 
 01/02  07:00:00,180948730.34506358,180948730.34506337,64448523.440780479 
 01/02  08:00:00,191996237.6040704,191996237.6040702,61367281.128087598 
 01/02  09:00:00,190800510.05484695,190800510.05484668,61183341.264897618 
 01/02  10:00:00,149128125.064089,149128125.06408886,55577083.61221115 
 01/02  11:00:00,149655798.75910378,149655798.75910373,51102878.89902069 
 01/02  12:00:00,128035222.5101634,128035222.51016322,43643036.11164735 
 01/02  13:00:00,119423453.74501005,119423453.74500993,39549583.774731729 
 01/02  14:00:00,120963087.43028122,120963087.43028116,41414557.77678319 
 01/02  15:00:00,112713514.17889017,112713514.17889014,40348402.78124882 
 01/02  16:00:00,126105886.42647299,126105886.426473,38878983.67258622 
 01/02  17:00:00,151469660.58650837,151469660.58650805,38247136.16354956 
 01/02  18:00:00,197792759.37406478,197792759.37406454,37155299.51909784 
 01/02  19:00:00,217759667.98111905,217759667.9811187,34506350.13693443 
 01/02  20:00:00,212413001.27300359,212413001.2730035,35505964.29563734 
 01/02  21:00:00,206773963.19022904,206773963.1902289,34949854.59100035 
 01/02  22:00:00,169952125.23478855,169952125.2347883,41173148.37328037 
 01/02  23:00:00,147074435.1921725,147074435.1921721,53561991.361766319 
 01/02  24:00:00,98533194.0924567,98533194.09245682,58008288.830671939 
 01/03  01:00:00,77834945.73572067,77834945.73572076,72599256.58585246 
 01/03  02:00:00,54983321.96973735,54983321.96973726,70312510.68410677 
 01/03  03:00:00,73378078.17889735,73378078.17889729,63653838.955899108 
 01/03  04:00:00,53235057.49611788,53235057.4961178,75686679.60467646 
 01/03  05:00:00,65217175.85276304,65217175.852763179,89289114.70554292 
 01/03  06:00:00,108324545.43165007,108324545.43164999,87460621.57065585 
 01/03  07:00:00,187378754.52652998,187378754.5265298,87148642.61778704 
 01/03  08:00:00,194488389.22490324,194488389.2249029,104294682.50299053 
 01/03  09:00:00,182037859.79676289,182037859.79676254,90172038.32857183 
 01/03  10:00:00,168827800.26312275,168827800.2631226,90899358.50135052 
 01/03  11:00:00,152924634.17120854,152924634.1712085,95057139.09620556 
 01/03  12:00:00,133389098.67660029,133389098.6766003,84933195.91957933 
 01/03  13:00:00,126393771.41553274,126393771.41553271,83023587.5303696 
 01/03  14:00:00,122576695.34672633,122576695.34672618,86349475.35716428 
 01/03  15:00:00,121636557.5272766,121636557.5272763,85043742.18329263 
 01/03  16:00:00,113526739.99428159,113526739.99428159,85424645.54978688 
 01/03  17:00:00,161371747.7689667,161371747.76896654,82250166.91191308 
 01/03  18:00:00,213199987.39621518,213199987.39621488,73842538.33540422 
 01/03  19:00:00,219447002.5404688,219447002.54046843,70045574.35228566 
 01/03  20:00:00,212354659.8021759,212354659.80217574,60398444.30400513 
 01/03  21:00:00,209108589.3006694,209108589.30066929,57263022.2541939 
 01/03  22:00:00,170910841.4948849,170910841.49488468,60950872.66929677 
 01/03  23:00:00,146206499.03401727,146206499.0340171,73824726.01035184 
 01/03  24:00:00,101479996.88790362,101479996.88790356,81919858.36895038 
 01/04  01:00:00,77456807.28625901,77456807.28625901,101103877.28992285 
 01/04  02:00:00,58111736.117371607,58111736.11737155,99312563.36184457 
 01/04  03:00:00,60148084.34555217,60148084.34555215,96880956.32569352 
 01/04  04:00:00,69548291.78381258,69548291.78381248,107723540.33568849 
 01/04  05:00:00,64702492.623094629,64702492.623094778,115638324.75796348 
 01/04  06:00:00,103344101.91940668,103344101.91940671,112363971.24114628 
 01/04  07:00:00,193768291.95586924,193768291.95586897,119325335.59910816 
 01/04  08:00:00,198588165.25766496,198588165.25766466,144229129.93723873 
 01/04  09:00:00,182015216.36019779,182015216.36019743,132731706.7037092 
 01/04  10:00:00,170878319.35658936,170878319.35658924,105869395.11405805 
 01/04  11:00:00,153419933.47052748,153419933.47052727,88636899.71561873 
 01/04  12:00:00,133177191.74617067,133177191.74617078,84182613.36027071 
