Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/07  05:00:00,3644474.002,93158518.45,518225950.3
 01/07  06:00:00,3327449.298,108518989.9,521495436.2
 01/07  07:00:00,3308811.947,127220820.8,574018174
 01/07  08:00:00,3394664.912,137197069.8,582459864.4
 01/07  09:00:00,3409215.141,129810376.9,592626215.8
 01/07  10:00:00,3618049.681,120309816.3,593992781.2
 01/07  11:00:00,3762817.765,110169417.8,592473244.5
 01/07  12:00:00,3719245.929,87446061.85,577080339.8
 01/07  13:00:00,3684703.007,86938003.7,570934129.9
 01/07  14:00:00,3704574.626,85509044.36,568955682.3
 01/07  15:00:00,3720973.749,88927885.6,565099789.2
 01/07  16:00:00,3718649.465,113077313.6,568811071.6
 01/07  17:00:00,4019561.164,140286016.2,579693446.4
 01/07  18:00:00,4343241.182,166457251.3,592971615
 01/07  19:00:00,4195215.331,173784398.2,587242589
 01/07  20:00:00,4502851.655,171040983.1,596650431.2
 01/07  21:00:00,4813067.399,170259452.7,604439766.2
 01/07  22:00:00,4796611.449,150658503,593323208.6
 01/07  23:00:00,4843837.192,126157997.3,597073464.7
 01/07  24:00:00,5597099.19,107079583,614545803.4
 01/08  01:00:00,6139085.027,95327270.69,624498737
 01/08  02:00:00,6349959.989,93839708.42,632602140.3
 01/08  03:00:00,6694733.212,93665445.58,645578453.4
 01/08  04:00:00,6837536.355,93508580.65,652343222.4
 01/08  05:00:00,6976521.053,101235913.7,658861547.2
 01/08  06:00:00,7232185.631,117930874,684555509.7
 01/08  07:00:00,7147072.769,136467513.6,733647107.8
 01/08  08:00:00,7546346.076,147147958.4,754278607.1
 01/08  09:00:00,8340547.487,141605824.8,797404168.6
 01/08  10:00:00,8662294.141,132347708.4,803218030.3
 01/08  11:00:00,8708908.07,121979101.4,797817923.8
 01/08  12:00:00,8882665.767,99823664.24,793540312.3
 01/08  13:00:00,9136018.277,100113342.9,802645973
 01/08  14:00:00,9311139.141,98872329.59,801668186.4
 01/08  15:00:00,9584499.436,102863752.4,807513366.3
 01/08  16:00:00,9760273.772,127383279.1,817108320.9
 01/08  17:00:00,9735107.518,153768978.9,813090058.9
 01/08  18:00:00,9678538.836,179029271.6,810006627.6
 01/08  19:00:00,9604822.823,186511706,806021521.7
 01/08  20:00:00,9533344.12,182860986.3,799930572.3
 01/08  21:00:00,9309890.437,180828042.6,786262376.4
 01/08  22:00:00,9021959.255,160571839.9,763376453.9
 01/08  23:00:00,8971677.298,135835273.4,763216158.3
 01/08  24:00:00,9100037.852,115319529.5,756717460.6
 01/09  01:00:00,9390929.027,103023959.5,758114675.8
 01/09  02:00:00,9756203.598,101828643.3,771026577.7
 01/09  03:00:00,9925984.671,101211423.1,776290715.4
 01/09  04:00:00,9974414.238,100843335.9,779396546.5
 01/09  05:00:00,9811664.204,107894382.6,774048880.4
 01/09  06:00:00,9652315.929,123593287.3,781860823.4
 01/09  07:00:00,9615966.772,142219381.2,832157853.4
 01/09  08:00:00,9803458.266,153391369.8,851874756.5
 01/09  09:00:00,9959949.07,155044469,863546473.2
 01/09  10:00:00,10011622.35,145188086.5,856063873.6
 01/09  11:00:00,10399729.69,131744568.8,863584190.3
 01/09  12:00:00,10358412.56,113040528.7,852173015
 01/09  13:00:00,10082933.11,111126826,838717251
 01/09  14:00:00,9892572.804,110070729.6,824061320.1
 01/09  15:00:00,10088035.26,113808953.1,823926838.6
 01/09  16:00:00,10307651.49,138363297.2,832744691.1
 01/09  17:00:00,10870850.14,166112476.2,852704309.8
 01/09  18:00:00,10886773.14,182477140.6,856508227.4
 01/09  19:00:00,10382247.38,187978342,827037184.7
 01/09  20:00:00,10165227.19,184026045.7,815930539.9
 01/09  21:00:00,10119039.97,182407424.4,809641368.7
 01/09  22:00:00,9986929.35,162564748.5,794447866
 01/09  23:00:00,9785200.125,137554259.4,790025947.5
 01/09  24:00:00,9793807.923,116784990.4,779212391.7
 01/10  01:00:00,9927439.818,104139208.2,774552089.9
 01/10  02:00:00,10012306.66,102327206.7,776766594.3
 01/10  03:00:00,10266422.11,101938829.3,786329972.8
 01/10  04:00:00,10834038.87,102836703.9,812579037.1
 01/10  05:00:00,11501888.97,111867569.3,843137133.7
 01/10  06:00:00,11963130.84,129051242.7,877842523.2
 01/10  07:00:00,12090733.37,148070369.2,935035670.1
 01/10  08:00:00,12256693.85,159191235.9,953900281.4
 01/10  09:00:00,12614994.69,161333010.8,973870989.9
 01/10  10:00:00,12829166.87,151844151.8,973392445.5
 01/10  11:00:00,12860114.04,137573918.4,966194103.4
 01/10  12:00:00,12179994.01,117867975.1,943868993.2
 01/10  13:00:00,12171956.33,116676123.1,945102920.3
 01/10  14:00:00,12189840.3,116029586.8,937411880.9
 01/10  15:00:00,12330865.37,115748660.3,933724876
 01/10  16:00:00,12874150.54,144606789.4,945944837.3
 01/10  17:00:00,13331167.51,172027344.4,958769556.8
 01/10  18:00:00,13479171.04,188731271.9,968425812
 01/10  19:00:00,13614719.82,195712229,965196795.6
 01/10  20:00:00,13691521.76,192457024.3,966597063.1
 01/10  21:00:00,13495357.99,190483449.6,953656799.2
 01/10  22:00:00,13392753.69,170687461,939031742.9
 01/10  23:00:00,13478758.04,146314959.5,945985529.2
 01/10  24:00:00,13587724.05,125752852.6,939096881.3
 01/11  01:00:00,13698680.41,113060026.4,934101900.1
 01/11  02:00:00,14185327.35,112247630.3,955364896.6
 01/11  03:00:00,15118673.41,113458707.6,995119304.1
 01/11  04:00:00,15787567.77,114549118.5,1025512334
 01/11  05:00:00,15962678.68,122410172.6,1034999938
 01/11  06:00:00,16366475.15,139475736.1,1068138658
 01/11  07:00:00,15896131.03,157128739.4,1099713638
 01/11  08:00:00,16534496.56,169336580.8,1138856569
 01/11  09:00:00,18275213.25,174537285.2,1218861566
 01/11  10:00:00,19560468.65,167545329.8,1267196555
 01/11  11:00:00,20461913.85,155276810.9,1298610964
 01/11  12:00:00,20265165.32,136609211,1294672981
 01/11  13:00:00,19168144.63,133275152.9,1260855957
 01/11  14:00:00,18858141.66,131969645.4,1240978628
 01/11  15:00:00,19969402.37,133626142.7,1269719730
 01/11  16:00:00,20749564.53,162998056.4,1292014434
 01/11  17:00:00,20872500.43,189591038.8,1288585357
 01/11  18:00:00,21111224.89,206717511.6,1303788311
 01/11  19:00:00,21490407.3,214258115,1311066174
 01/11  20:00:00,21417641.09,210673178.4,1306265695
 01/11  21:00:00,21487232.11,209331075,1305105157
 01/11  22:00:00,21261638.98,189275203.4,1285250296
 01/11  23:00:00,21517581.44,165344458.1,1301691468
 01/11  24:00:00,22182101.19,146121896.9,1321875175
 01/12  01:00:00,22454660.64,133831656.2,1325571521
 01/12  02:00:00,22542506.52,132025214.6,1328232682
 01/12  03:00:00,23255209.87,132707600.9,1360062771
 01/12  04:00:00,23575031.69,133023598.5,1377199919
 01/12  05:00:00,23689298.86,140717141.6,1383516509
 01/12  06:00:00,24047611.4,157639959.4,1414279571
 01/12  07:00:00,24180753.76,176659259.3,1471071037
 01/12  08:00:00,24186938.68,187396804.3,1482580932
 01/12  09:00:00,24038200.61,187992529.9,1477469891
 01/12  10:00:00,24143976.4,178260490.3,1473275650
 01/12  11:00:00,23875068.7,163263501.1,1451293531
 01/12  12:00:00,22730454.22,142357477.8,1403229528
 01/12  13:00:00,21509889.2,138844519.9,1367542639
 01/12  14:00:00,21207999.66,137669548.4,1352006065
 01/12  15:00:00,21942805.26,138336101.2,1360179573
 01/12  16:00:00,22344984.07,166710840.5,1361063595
 01/12  17:00:00,22355388.36,192986864.7,1350603075
 01/12  18:00:00,22768807.78,210523470.7,1373049462
 01/12  19:00:00,22793536.6,217209470,1363633374
 01/12  20:00:00,22377342.34,212802857.4,1342919049
 01/12  21:00:00,22822188.99,212331624.6,1359007310
 01/12  22:00:00,23099773.58,193451320.1,1362325821
 01/12  23:00:00,22603999.13,167733812.7,1343961392
 01/12  24:00:00,22391116.36,146434091.9,1323685034
 01/13  01:00:00,21839184.16,132190564.2,1289125913
 01/13  02:00:00,21445322.36,129289816.7,1270871370
 01/13  03:00:00,21473217.73,128378794.6,1271516622
 01/13  04:00:00,21271150.7,127424835.1,1263567471
 01/13  05:00:00,20938319.64,134075758.7,1249785888
 01/13  06:00:00,20957011.05,150206707.6,1265199920
 01/13  07:00:00,21047147.84,169112916.3,1320012583
 01/13  08:00:00,20840168.96,179336537.3,1321669930
 01/13  09:00:00,20316037.52,179167553.7,1300824428
 01/13  10:00:00,19852840.26,168106616,1270404119
 01/13  11:00:00,19518014.19,149084239.6,1245618750
 01/13  12:00:00,18899948.12,132978056.1,1212011532
 01/13  13:00:00,18158777.62,129982775.7,1177714357
 01/13  14:00:00,17113234.82,126906158.7,1123377867
 01/13  15:00:00,16371194.89,124552645.3,1080427715
 01/13  16:00:00,15594522.47,146751218.6,1044763153
 01/13  17:00:00,14560712.28,174599177.7,994735201.8
 01/13  18:00:00,13495831.16,188442914.7,951951017.8
 01/13  19:00:00,12774795.79,193400212.9,912480780.8
 01/13  20:00:00,12156581.1,188537336.5,885395391.9
 01/13  21:00:00,11804711.13,186172846,865690010.8
 01/13  22:00:00,11547589.28,166002286.2,844698462.4
 01/13  23:00:00,11242816.4,140707507.3,835222365.5
 01/13  24:00:00,11161165.71,119707397.2,820590104.8
 01/14  01:00:00,10988867.47,106342914.3,803567296.9
 01/14  02:00:00,11025484.82,104430348.6,804609063.5
 01/14  03:00:00,11308043.29,104147014.1,816853755
 01/14  04:00:00,12172975.74,105726795.7,855787744.2
 01/14  05:00:00,12675651.6,114341667,879025462.7
 01/14  06:00:00,12589265.1,130245604.9,891001895.1
 01/14  07:00:00,12084393.17,147781378.8,921889733
 01/14  08:00:00,11704447.69,156601140.7,909704425.6
 01/14  09:00:00,11876220.3,149615794.6,928589538.3
 01/14  10:00:00,12215479.75,140433084.7,936933578.4
 01/14  11:00:00,12136162.65,122064406.4,927068421
 01/14  12:00:00,11068790.82,104661066.4,868865853.8
 01/14  13:00:00,10335412.11,102671701.9,839250558.5
 01/14  14:00:00,10734475.65,102306313.4,858707153.5
 01/14  15:00:00,10688029.22,101608741,848314315.5
 01/14  16:00:00,10629096.07,125465891.6,844477818.2
 01/14  17:00:00,11129020.1,156919072.7,861671512.7
 01/14  18:00:00,12481887.65,185457337.1,917358538
 01/14  19:00:00,12859028.61,194023426.2,932931452.2
 01/14  20:00:00,12693327.81,190177754.8,923478898.8
 01/14  21:00:00,13127113.62,189656475.5,936953526.6
 01/14  22:00:00,13768591.32,171620813.7,954797841.4
 01/14  23:00:00,13559072.09,146564817.4,949378057.9
 01/14  24:00:00,13810736.87,126347507.9,949007076.5
 01/15  01:00:00,14505871.88,115022881.3,969370108.7
 01/15  02:00:00,14937374.37,114058712.9,987878681.5
 01/15  03:00:00,14927716.34,113064253,986727794.4
 01/15  04:00:00,14596013.74,111808666.2,973590631.5
 01/15  05:00:00,15268668.59,120830820.9,1004861348
 01/15  06:00:00,15853482.44,138309303.1,1045516790
 01/15  07:00:00,15619125.41,156463346.2,1086368446
 01/15  08:00:00,15457003.13,165777399.7,1082218065
 01/15  09:00:00,15511336.32,158500561.4,1095712461
 01/15  10:00:00,14784312.08,146793577.7,1057079397
 01/15  11:00:00,14596395.26,128090742.2,1040179300
 01/15  12:00:00,13974698.23,111804027.8,1002800981
 01/15  13:00:00,12613054.68,108270920.6,942729924.5
 01/15  14:00:00,11792508.71,104846740.9,904110695
 01/15  15:00:00,11541601.3,103675037,885263195.9
 01/15  16:00:00,10392564.77,124952949.7,835194997.3
 01/15  17:00:00,10481103.56,155414229.4,834805532.3
 01/15  18:00:00,10492088.78,180768369.5,832945621.6
 01/15  19:00:00,10169395.74,187625675.1,817778701.3
 01/15  20:00:00,9836714.809,183340603.8,800401617.4
 01/15  21:00:00,8748627.691,179240872.3,750418059.6
 01/15  22:00:00,6811218.115,155149227.4,662058603.7
 01/15  23:00:00,5853006.789,128293141.8,625858558.7
 01/15  24:00:00,6068888.713,107923667.3,621214601.8
 01/16  01:00:00,6035777.818,94812029.67,607922567.8
 01/16  02:00:00,6234780.863,93245451.81,614379188.7
 01/16  03:00:00,5792569.651,91193329.12,594988117
 01/16  04:00:00,4776233.217,88305313.58,555303602.8
 01/16  05:00:00,5381171.641,97158001.67,581362367.5
 01/16  06:00:00,6214785.811,115244401.1,631030657.4
 01/16  07:00:00,7273707.663,136442798.3,726134077.2
 01/16  08:00:00,7950933.196,147746899.8,757272388
 01/16  09:00:00,6908617.22,137872223,724687792
 01/16  10:00:00,6176157.665,126180749.1,688950479.5
 01/16  11:00:00,6798322.654,109439611.7,707295037.1
 01/16  12:00:00,6340698.691,93869942.84,688079013.2
 01/16  13:00:00,5140528.585,91327807.66,657149173.2
 01/16  14:00:00,5042828.289,90314296.18,671707059
 01/16  15:00:00,6257125.563,92221303.43,701525185
 01/16  16:00:00,6860511.385,113096938.6,703779186.2
 01/16  17:00:00,7447836.782,148322499.4,715005584.9
 01/16  18:00:00,7648685.044,174066954.2,719257694
 01/16  19:00:00,7634849.481,181683085.7,717797912.7
 01/16  20:00:00,8062600.818,179207552.3,732153516.8
 01/16  21:00:00,8477092.627,178648950.6,744084913.9
 01/16  22:00:00,8438338.808,158993901.9,731930559.9
 01/16  23:00:00,8031182.92,133454562,717960683.6
 01/16  24:00:00,7211689.13,110707824.3,672414375.5
 01/17  01:00:00,6133150.956,95170315.04,617366277.7
 01/17  02:00:00,5507443.426,91657987.3,590345669.2
 01/17  03:00:00,4892010.964,89212062.61,564447110.6
 01/17  04:00:00,4218954.746,87113809.22,538134695.9
 01/17  05:00:00,3978287.347,93952409.66,529713080.8
 01/17  06:00:00,3947213.269,109979850.6,544106587.8
 01/17  07:00:00,3905208.258,128589705.1,594674560.8
 01/17  08:00:00,4199816.236,139990799,617716692.7
 01/17  09:00:00,4777890.2,142831242.1,647051548.2
 01/17  10:00:00,5771748.45,135153920.3,676352182.9
 01/17  11:00:00,5389339.042,112163329.8,651315575.5
 01/17  12:00:00,4417638.069,99006436.43,602557600
 01/17  13:00:00,4668940.105,98323161.79,610765188.6
 01/17  14:00:00,5248349.761,99007289.64,625792915.7
 01/17  15:00:00,5515077.892,99048468.56,628205894.4
 01/17  16:00:00,6063716.495,120567917.1,651964886.3
 01/17  17:00:00,6071252.468,154796056.4,650198297.3
 01/17  18:00:00,6795623.894,172711350.9,683356957.5
 01/17  19:00:00,6935179.755,179743814.8,681513503.4
 01/17  20:00:00,6494660.096,175343461.7,663769024.6
 01/17  21:00:00,6456779.149,173789561,659048890
 01/17  22:00:00,7168645.89,155949179.9,678760922.3
 01/17  23:00:00,8826412.608,135258044.7,749270736.3
 01/17  24:00:00,10084307.75,117400201,789679870.4
 01/18  01:00:00,10099322.69,104466379.9,779763415.9
 01/18  02:00:00,10848991.59,104247571.3,810961591.2
 01/18  03:00:00,10489535.81,102437610.5,795083194.3
 01/18  04:00:00,9941355.234,100687717.7,773585824.4
 01/18  05:00:00,10674267.44,109870130.2,806637903
 01/18  06:00:00,11107508.36,127016552.2,840626428.3
 01/18  07:00:00,11141963.76,145858390.3,894815828.3
 01/18  08:00:00,10985761.85,156208350.2,899403805.7
 01/18  09:00:00,9432384.333,153903432.9,837963527.1
 01/18  10:00:00,7755719.689,139999159.5,758838260
 01/18  11:00:00,6742653.201,115550316.8,708657763
 01/18  12:00:00,6131648.15,103062177.7,668811840.1
 01/18  13:00:00,6101259.872,101598131.3,662415608.8
 01/18  14:00:00,6730983.769,102563314.9,684952773.9
 01/18  15:00:00,7715359.885,104342095.2,718775662.4
 01/18  16:00:00,8558679.097,126481602.8,752979835.7
 01/18  17:00:00,8839961.273,161291185.4,760790725
 01/18  18:00:00,8578808.483,176929487.6,754014226.8
 01/18  19:00:00,8863876.255,184273836,757745059.1
 01/18  20:00:00,9680270.172,182800774.2,790917265.6
 01/18  21:00:00,8906507.722,179489746.4,755099157.7
 01/18  22:00:00,7749706.276,157247594.2,698591249.3
 01/18  23:00:00,6828662.423,130494929.3,664074399.7
 01/18  24:00:00,5660014.466,106896985.9,604543352.9
 01/19  01:00:00,5043546.813,92466210.07,569398865.2
 01/19  02:00:00,4115456.425,88281491.11,531848529.8
 01/19  03:00:00,2997710.157,84631795.7,486330471.6
 01/19  04:00:00,2289705.885,82450093.03,459332166.3
 01/19  05:00:00,1690877.9,88454898.23,437644344.3
 01/19  06:00:00,1384480.548,103832959.6,441650108.5
 01/19  07:00:00,1777992.234,123443117.1,508670483.6
 01/19  08:00:00,2359061.111,135497347.4,542198109.1
 01/19  09:00:00,2565710.729,137626234.9,557108018.4
 01/19  10:00:00,3402688.53,129585860.8,580104762.1
 01/19  11:00:00,3768678.771,108315169.6,584515263.5
 01/19  12:00:00,3315704.014,96259964.15,553428997.5
 01/19  13:00:00,3301858.091,94852795,548123718.1
 01/19  14:00:00,3272223.692,94289549.1,544176054.5
 01/19  15:00:00,3002137.277,93174507.51,528537466.9
