Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 01/27  21:00:00,190411631.3,12512505.1,0,50538588.88,23169600,71628391.33,32562545.99,0.002801125,966091531.9,896814898,69276633.9
 01/27  22:00:00,171259831.3,12669621.88,0,38769174.04,23169600,63729202.5,32922232.91,0.002278248,963234057.2,906692630.8,56541426.34
 01/27  23:00:00,146688468.4,12668198.76,0,26999759.2,23169600,50531492.12,33319418.28,0.001979462,965995363.5,916731198.6,49264164.88
 01/27  24:00:00,125809065.6,12648612.74,0,18440184.77,23169600,37863633.89,33687034.19,0.001083102,953260792.4,925828411.9,27432380.49
 01/28  01:00:00,113595086.6,12962282.63,0,14886432.88,23169600,28085665.77,34491105.28,0.000298877,957599575.2,949263885.4,8335689.828
 01/28  02:00:00,112929656,13500184.04,0,14886432.88,23169600,25966257.16,35407181.92,0.000149439,982048094,977353365.5,4694728.532
 01/28  03:00:00,113284324.5,14028302.98,0,14886432.88,23169600,24906552.85,36293435.84,3.73596E-05,1006897666,1004934746,1962920.29
 01/28  04:00:00,113556062.2,14310621.67,0,14886432.88,23169600,24376700.69,36812706.94,3.73596E-05,1022711491,1020748570,1962921.428
 01/28  05:00:00,121219278.7,14390188.67,0,19471919.18,23169600,27266590.8,36920980.06,0.000149439,1028440613,1023745845,4694767.89
 01/28  06:00:00,137402428.8,14431123.89,0,27381883.05,23169600,35695631.8,36724190.1,0.00100871,1043759956,1018121021,25638935.37
 01/28  07:00:00,156423221.6,14574541.31,0,29139652.8,23169600,53083565.93,36455861.52,0.003511806,1098222568,1011572369,86650199.14
 01/28  08:00:00,158739505,14733007.73,0,27343670.67,15446400,64691719.85,36524706.74,0.003735964,1107477194,1015363299,92113894.34
 01/28  09:00:00,134704446.4,14479319.36,0,18898733.4,0,65221572,36104821.62,0.003586526,1093637543,1005166112,88471430.88
 01/28  10:00:00,122072434.1,13755472.46,0,16873476.95,0,57081753.83,34361730.87,0.00313821,1030981187,953437147,77544040.48
 01/28  11:00:00,108373619.3,12781908.62,0,16873476.95,0,46581897.7,32136336,0.002839333,956144277.2,885885163.6,70259113.55
 01/28  12:00:00,105809584,11757197.82,0,16873476.95,0,47111749.85,30067159.35,0.002278938,880135550,823535674.5,56599875.55
 01/28  13:00:00,103126283.8,10843369.55,0,16873476.95,0,46581897.7,28827539.59,0.001980061,835087053.3,785772104.7,49314948.62
 01/28  14:00:00,100098696.9,10054523.34,0,16873476.95,0,44992341.23,28178355.34,0.001755903,809076298.9,765225045.5,43851253.42
 01/28  15:00:00,98581792.79,9358923.805,0,16873476.95,0,44462489.08,27886902.96,0.001531745,793247986.4,754860428.2,38387558.22
 01/28  16:00:00,103801428.1,9328557.281,0,20197954.51,0,46052045.54,28222870.79,0.001755903,808212083.4,764360830,43851253.42
 01/28  17:00:00,135969944.4,9877123.122,0,29101440.42,3861600,63969831.83,29159949.04,0.00205478,843604517.1,792468336.7,51136180.35
 01/28  18:00:00,182601980.3,10504339.84,0,35865032.71,23169600,83236545.25,29826462.5,0.002727254,880515129.7,812987863.7,67527265.95
 01/28  19:00:00,191475388.2,10902674.89,0,44004270.9,23169600,83236545.25,30162297.21,0.003212929,902883364.5,823518092.3,79365272.21
 01/28  20:00:00,188731794.8,11172761.76,0,50003615.48,23169600,73747799.95,30638017.64,0.003063491,913236991.1,837514182.3,75722808.75
 01/28  21:00:00,187855058.5,11443901.17,0,50538588.88,23169600,71628391.33,31074577.17,0.002801973,919596808.9,850248311.3,69348497.68
