Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,72449843.16028039,72449843.16028033,129776714.48893619 
 01/01  02:00:00,89855131.63346476,89855131.63346483,129345877.9595278 
 01/01  03:00:00,67847602.2278583,67847602.22785826,120601831.7640036 
 01/01  04:00:00,74041568.1891201,74041568.18912006,118885031.7205544 
 01/01  05:00:00,85671444.65537906,85671444.65537909,110551899.99168286 
 01/01  06:00:00,114249180.98508263,114249180.98508267,102293860.29637289 
 01/01  07:00:00,187723722.56563846,187723722.56563837,89189660.70072241 
 01/01  08:00:00,202445494.41146965,202445494.41146953,91372955.99469003 
 01/01  09:00:00,183621565.60183437,183621565.60183443,95337424.47508219 
 01/01  10:00:00,163590144.34711764,163590144.34711764,67410649.45604883 
 01/01  11:00:00,130665027.55056134,130665027.55056167,51700274.657156389 
 01/01  12:00:00,130483229.43002191,130483229.43002205,49378306.76482171 
 01/01  13:00:00,122421905.15914162,122421905.15914202,54020444.9399126 
 01/01  14:00:00,121947716.79157092,121947716.79157117,78605902.51139824 
 01/01  15:00:00,107959199.97647693,107959199.97647704,81496073.20546158 
 01/01  16:00:00,125705820.93546056,125705820.93546078,79026650.08597851 
 01/01  17:00:00,162438785.74045379,162438785.74045373,82431637.36041153 
 01/01  18:00:00,209498383.53953929,209498383.53953947,67404060.06065442 
 01/01  19:00:00,229167505.34439076,229167505.34439067,70044942.29966098 
 01/01  20:00:00,223097693.8137115,223097693.81371118,74194292.70816948 
 01/01  21:00:00,199527353.08589749,199527353.08589746,82271718.03216467 
 01/01  22:00:00,196925380.56445758,196925380.56445725,100077005.67709984 
 01/01  23:00:00,140736730.80567307,140736730.80567304,112962689.72324936 
 01/01  24:00:00,126603750.17587567,126603750.17587599,122441556.24228229 
 01/02  01:00:00,79676967.56744033,79676967.56744035,132587716.72955972 
 01/02  02:00:00,82956618.01569589,82956618.01569593,130383269.01617772 
 01/02  03:00:00,75565958.9873025,75565958.98730245,130894274.13368076 
 01/02  04:00:00,68005921.1807526,68005921.18075258,131775417.2319422 
 01/02  05:00:00,93401983.44095041,93401983.44095056,120790325.50612976 
 01/02  06:00:00,115445618.09246822,115445618.09246844,119163861.13554324 
 01/02  07:00:00,186512283.6436575,186512283.64365728,112420041.04934955 
 01/02  08:00:00,205204994.0732528,205204994.07325257,89735033.07190643 
 01/02  09:00:00,175883030.9425961,175883030.94259633,94737827.21316676 
 01/02  10:00:00,164320087.66519434,164320087.66519413,77738209.96240786 
 01/02  11:00:00,139355804.02474783,139355804.0247481,68392104.70013702 
 01/02  12:00:00,131108825.43659276,131108825.43659327,58573558.46145314 
 01/02  13:00:00,122605011.37233919,122605011.37233942,56537283.2168698 
 01/02  14:00:00,120345773.31157187,120345773.31157229,55571362.348974067 
 01/02  15:00:00,115928814.01897457,115928814.01897487,65936639.95266524 
 01/02  16:00:00,116605361.63660924,116605361.63660939,78552152.47733458 
 01/02  17:00:00,162281125.18089713,162281125.18089763,79731373.45883131 
 01/02  18:00:00,215284066.9347911,215284066.93479098,66627729.365580279 
 01/02  19:00:00,215245280.94540069,215245280.94540055,61770949.90530579 
 01/02  20:00:00,221723539.6127717,221723539.61277143,53524912.301577 
 01/02  21:00:00,213995545.7635685,213995545.7635682,50223270.17939565 
 01/02  22:00:00,179838119.21272893,179838119.212729,55782264.46405539 
 01/02  23:00:00,142495800.74845208,142495800.74845249,68775154.92917271 
 01/02  24:00:00,123518564.04436395,123518564.0443641,78841337.11389892 
 01/03  01:00:00,75523934.34626451,75523934.34626454,73985022.62017235 
 01/03  02:00:00,77994859.94537348,77994859.94537354,60301357.57713425 
 01/03  03:00:00,70085171.1962814,70085171.19628138,53237936.45238908 
 01/03  04:00:00,63882935.85448073,63882935.85448068,73425770.96884848 
 01/03  05:00:00,84728323.55702847,84728323.55702852,96762335.3234932 
 01/03  06:00:00,113770980.13679047,113770980.13679055,95234953.9080371 
 01/03  07:00:00,191936491.12698139,191936491.12698127,80194707.51502107 
 01/03  08:00:00,200138099.3856905,200138099.3856903,89954976.64247836 
 01/03  09:00:00,184168074.30327613,184168074.30327619,99128080.17829538 
 01/03  10:00:00,168282718.79913093,168282718.79913093,83637975.34069154 
 01/03  11:00:00,136473346.5577052,136473346.55770556,60359917.95573292 
 01/03  12:00:00,142949763.9252084,142949763.92520867,64042161.314225528 
 01/03  13:00:00,124022771.35079789,124022771.35079828,60293468.291542898 
 01/03  14:00:00,124085963.71195209,124085963.71195233,55433243.06095744 
 01/03  15:00:00,115648553.44947088,115648553.44947119,50233449.8670852 
 01/03  16:00:00,114397087.87008585,114397087.87008618,53913365.03472036 
 01/03  17:00:00,171670517.83055184,171670517.8305517,54350348.63516104 
 01/03  18:00:00,214747504.56505788,214747504.5650577,54288999.137583468 
 01/03  19:00:00,214437528.69500066,214437528.6950006,50501565.33899047 
 01/03  20:00:00,221247625.43746535,221247625.43746505,46999213.64052312 
 01/03  21:00:00,211376522.3710746,211376522.37107436,57552171.30549869 
 01/03  22:00:00,181056474.787027,181056474.78702755,62432619.222024489 
 01/03  23:00:00,154333561.14431704,154333561.144317,69187119.85091664 
 01/03  24:00:00,111737855.14525078,111737855.14525098,73416649.49385765 
 01/04  01:00:00,70606867.6162205,70606867.61622045,79741341.72638683 
 01/04  02:00:00,86001743.75373538,86001743.75373534,75602563.16981747 
 01/04  03:00:00,64978159.64727695,64978159.64727689,80645081.24711763 
 01/04  04:00:00,72208618.30549713,72208618.30549708,93543963.07601467 
 01/04  05:00:00,84797480.88950134,84797480.88950135,98813941.42475844 
 01/04  06:00:00,113937494.32289347,113937494.32289371,98712503.6112431 
 01/04  07:00:00,189471946.22483937,189471946.22483919,100397765.99927196 
 01/04  08:00:00,203331060.6207646,203331060.62076435,124448783.40287978 
 01/04  09:00:00,188434052.18743534,188434052.18743516,111962710.00690274 
 01/04  10:00:00,168309254.32519884,168309254.3251985,81710736.2229335 
 01/04  11:00:00,147037853.66965298,147037853.66965304,66999198.83320269 
 01/04  12:00:00,136818199.0208087,136818199.02080889,56077200.485470268 
 01/04  13:00:00,112845418.20129384,112845418.20129398,49189223.69807765 
 01/04  14:00:00,122819412.83518788,122819412.8351881,46002774.37374094 
 01/04  15:00:00,122848649.92358555,122848649.92358597,47669780.47443314 
 01/04  16:00:00,114124743.39184949,114124743.39184959,48087841.697101097 
 01/04  17:00:00,163874832.0739901,163874832.0739903,46130903.90843238 
 01/04  18:00:00,221632154.31587906,221632154.31587894,45143327.49864309 
 01/04  19:00:00,227818872.96159596,227818872.96159578,46942532.357685748 
 01/04  20:00:00,207780415.36038689,207780415.36038689,49516667.39128488 
 01/04  21:00:00,211110722.61308749,211110722.6130873,54105951.951712038 
 01/04  22:00:00,180562099.8026939,180562099.80269388,55603597.32455005 
 01/04  23:00:00,151233264.54551436,151233264.54551447,76453907.76615025 
 01/04  24:00:00,110408031.84642135,110408031.84642157,82580966.2325334 
 01/05  01:00:00,76816891.87453237,76816891.87453242,94517603.20873034 
 01/05  02:00:00,88243998.26072875,88243998.26072872,108579845.30881451 
 01/05  03:00:00,67355557.97329463,67355557.97329459,115475516.91277579 
 01/05  04:00:00,80922396.60224334,80922396.60224337,132155706.36289662 
 01/05  05:00:00,81736377.98004762,81736377.9800476,143406174.06413187 
 01/05  06:00:00,117534462.00429122,117534462.00429145,151346217.05663095 
 01/05  07:00:00,189042977.96287839,189042977.9628783,150611647.12415634 
 01/05  08:00:00,208458037.59409023,208458037.59409,144077813.80291239 
 01/05  09:00:00,188692269.40136699,188692269.40136687,130888797.79693908 
 01/05  10:00:00,164212326.54839058,164212326.54839049,96600122.03943423 
 01/05  11:00:00,156518347.3960086,156518347.39600874,96269181.80266068 
 01/05  12:00:00,137051783.4885216,137051783.48852176,91912965.39168573 
 01/05  13:00:00,127700096.12166107,127700096.12166146,84890871.15855386 
 01/05  14:00:00,111001180.90783052,111001180.90783084,61392880.37264769 
 01/05  15:00:00,122297291.19841227,122297291.1984125,42157781.65341092 
 01/05  16:00:00,126679480.8626911,126679480.86269135,38569717.336577709 
 01/05  17:00:00,152388213.4191438,152388213.41914395,54342919.19719975 
 01/05  18:00:00,221020318.45768098,221020318.45768077,63943811.06608087 
 01/05  19:00:00,229233313.104528,229233313.104528,71443429.1522135 
 01/05  20:00:00,205714377.58068616,205714377.58068598,72306613.65797846 
 01/05  21:00:00,215725384.6248588,215725384.62485845,75101379.48911865 
 01/05  22:00:00,182576711.16440407,182576711.16440425,87939128.41473572 
 01/05  23:00:00,154354790.56566835,154354790.56566815,125295250.84961474 
 01/05  24:00:00,113012812.0892379,113012812.08923817,123703281.92884088 
 01/06  01:00:00,90930325.12147609,90930325.12147616,112483837.0035691 
 01/06  02:00:00,69336308.18462703,69336308.184627,129684616.83466915 
 01/06  03:00:00,78036922.05292258,78036922.05292252,172310426.2270004 
 01/06  04:00:00,83733454.38924437,83733454.38924438,175554030.444366 
 01/06  05:00:00,82119984.0551178,82119984.05511777,152056451.67626686 
 01/06  06:00:00,117680975.31536106,117680975.31536126,156223740.96153418 
 01/06  07:00:00,190223845.1947974,190223845.1947975,170103400.88066424 
 01/06  08:00:00,212699821.63413234,212699821.63413228,157526569.99656943 
 01/06  09:00:00,191999715.90112356,191999715.90112368,132078904.45359765 
 01/06  10:00:00,155231315.17338459,155231315.17338474,93720388.42748977 
 01/06  11:00:00,158057182.40148456,158057182.4014847,93704640.6966577 
 01/06  12:00:00,136766542.5287021,136766542.52870248,92106858.70073883 
 01/06  13:00:00,127354581.22665353,127354581.2266536,83578148.66496378 
 01/06  14:00:00,115639710.97405075,115639710.97405084,80611107.05292434 
 01/06  15:00:00,120574820.4234875,120574820.42348781,70445022.39814486 
 01/06  16:00:00,128360582.73288107,128360582.7328811,65827168.16904543 
 01/06  17:00:00,164978829.66977913,164978829.6697794,66640819.28775112 
 01/06  18:00:00,207854722.99153573,207854722.99153573,79963906.65621187 
 01/06  19:00:00,230190606.58628453,230190606.58628423,80570275.0188509 
