Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,53156418.79253096,53156418.79253086,59160576.449882168 
 01/01  02:00:00,70681727.74300312,70681727.74300301,60872385.2914402 
 01/01  03:00:00,49245514.42196992,49245514.421969819,59879473.90729045 
 01/01  04:00:00,55009763.01678339,55009763.016783338,47486611.449179399 
 01/01  05:00:00,66160969.185043569,66160969.185043398,48603187.05912979 
 01/01  06:00:00,93176132.45131772,93176132.45131763,43265645.63061769 
 01/01  07:00:00,172526989.19454954,172526989.19454927,40148257.944874558 
 01/01  08:00:00,184667598.57731638,184667598.57731617,43714633.509837288 
 01/01  09:00:00,190347888.08846165,190347888.08846138,48279947.22358832 
 01/01  10:00:00,158578662.62312193,158578662.6231217,40777463.520673919 
 01/01  11:00:00,134025607.4093605,134025607.40936035,37955279.77278156 
 01/01  12:00:00,139935426.30812709,139935426.30812709,39808351.278424199 
 01/01  13:00:00,124490173.83419815,124490173.83419809,35448850.69351442 
 01/01  14:00:00,102774214.196639,102774214.19663897,32009386.847210334 
 01/01  15:00:00,114502789.15831092,114502789.15831064,30498998.33840191 
 01/01  16:00:00,118387704.74049744,118387704.74049747,33067526.673400824 
 01/01  17:00:00,148288513.72743965,148288513.7274396,33579023.82903887 
 01/01  18:00:00,184014849.56783749,184014849.5678372,31814770.91659512 
 01/01  19:00:00,212141175.78514184,212141175.7851415,38254276.973758678 
 01/01  20:00:00,201399160.82017226,201399160.82017199,39911520.406337577 
 01/01  21:00:00,189729698.76541043,189729698.7654101,36393374.48658755 
 01/01  22:00:00,160375879.8411442,160375879.84114404,39133752.73596636 
 01/01  23:00:00,138715585.07632638,138715585.07632617,55065924.29900201 
 01/01  24:00:00,93890906.79149035,93890906.79149027,61497009.20806044 
 01/02  01:00:00,73365173.30834972,73365173.30834969,61007389.41728118 
 01/02  02:00:00,56361280.4124387,56361280.41243869,72915652.87755832 
 01/02  03:00:00,64809449.45569646,64809449.45569633,77467694.52645512 
 01/02  04:00:00,49149483.20903006,49149483.20902996,72831600.16277114 
 01/02  05:00:00,61063914.549233589,61063914.54923357,71163955.78692174 
 01/02  06:00:00,107447137.73146309,107447137.73146303,66603707.30728053 
 01/02  07:00:00,173629598.47301198,173629598.47301174,65234562.150158 
 01/02  08:00:00,185476399.10270307,185476399.1027029,62135881.723046269 
 01/02  09:00:00,188789563.49117337,188789563.49117316,61465703.56972626 
 01/02  10:00:00,147709431.12215019,147709431.12215,55781035.95203951 
 01/02  11:00:00,148231384.0168361,148231384.01683603,51331086.1252646 
 01/02  12:00:00,126622221.29659583,126622221.29659564,43936284.150954108 
 01/02  13:00:00,118015738.39944291,118015738.39944273,39869501.81039932 
 01/02  14:00:00,119680679.59995745,119680679.5999574,41719221.34220287 
 01/02  15:00:00,111175220.9826717,111175220.98267164,40605320.97109268 
 01/02  16:00:00,124394527.31450245,124394527.31450248,39255220.068568598 
 01/02  17:00:00,145697898.88185714,145697898.88185684,39108356.66724584 
 01/02  18:00:00,188839233.47051675,188839233.47051654,38519064.4128596 
 01/02  19:00:00,206864829.67144145,206864829.67144118,36450183.58412974 
 01/02  20:00:00,200132178.08291889,200132178.0829187,38119182.07365471 
 01/02  21:00:00,194502734.39483787,194502734.39483778,37431924.80964006 
 01/02  22:00:00,160463295.67980574,160463295.67980556,43560479.00658938 
 01/02  23:00:00,140352776.61418257,140352776.61418218,54825544.022051688 
 01/02  24:00:00,93746624.32437684,93746624.32437697,58514584.81401338 
 01/03  01:00:00,73870968.59221608,73870968.59221606,72941512.7812267 
 01/03  02:00:00,51012245.69049269,51012245.69049259,70770938.50440096 
 01/03  03:00:00,69394893.83436752,69394893.83436743,63095256.59086643 
 01/03  04:00:00,49261363.13265781,49261363.13265771,75747949.03432817 
 01/03  05:00:00,61876072.385684538,61876072.385684568,90049246.9161107 
 01/03  06:00:00,100872214.78341517,100872214.78341505,88884277.37606514 
 01/03  07:00:00,178589870.29881773,178589870.29881758,88740586.53730051 
 01/03  08:00:00,188627346.93211336,188627346.932113,105645516.81513725 
 01/03  09:00:00,179021155.49271874,179021155.49271835,90839783.90575235 
 01/03  10:00:00,167731088.51228334,167731088.5122832,91432374.61475548 
 01/03  11:00:00,150924699.01835684,150924699.0183567,95821776.87154956 
