Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,67577149.67558222,67577149.67558217,92443756.1026707 
 01/01  02:00:00,85722470.159769,85722470.15976903,108279109.97929803 
 01/01  03:00:00,63966582.5146431,63966582.51464306,99917898.87670173 
 01/01  04:00:00,70583472.7682816,70583472.76828155,106647615.64690733 
 01/01  05:00:00,83122913.88358456,83122913.88358459,113682459.09312113 
 01/01  06:00:00,112727589.01178845,112727589.01178847,122283415.45520085 
 01/01  07:00:00,193303218.32249267,193303218.32249249,136184586.31373439 
 01/01  08:00:00,226155677.6369949,226155677.63699467,142924900.5742583 
 01/01  09:00:00,187727582.67534096,187727582.67534105,132281421.11960204 
 01/01  10:00:00,164451646.09020669,164451646.09020654,94637950.7935864 
 01/01  11:00:00,152055677.18473123,152055677.18473137,72181192.21410813 
 01/01  12:00:00,129931490.83766903,129931490.8376695,54768543.12660585 
 01/01  13:00:00,128729340.4677134,128729340.46771387,42104051.45479898 
 01/01  14:00:00,119813062.53308957,119813062.5330897,37105589.41489786 
 01/01  15:00:00,118510565.21959496,118510565.21959505,34537696.07429958 
 01/01  16:00:00,121378387.34317503,121378387.34317518,35328599.337017487 
 01/01  17:00:00,164243617.24939157,164243617.24939174,36829852.09865954 
 01/01  18:00:00,206796152.50893633,206796152.50893636,34680709.8710484 
 01/01  19:00:00,226860947.19350443,226860947.1935043,31710226.3246777 
 01/01  20:00:00,225915442.49848954,225915442.4984893,31126152.91029475 
 01/01  21:00:00,216588411.15440537,216588411.15440507,39142400.36864135 
 01/01  22:00:00,179968521.39315666,179968521.39315675,43211417.38529875 
 01/01  23:00:00,150297023.815119,150297023.81511934,45641926.79159224 
 01/01  24:00:00,124079585.13936329,124079585.13936335,49108418.4208814 
 01/02  01:00:00,70188743.09035616,70188743.09035613,71765969.69518195 
 01/02  02:00:00,84107497.94379099,84107497.94379102,71386444.02581647 
 01/02  03:00:00,62845466.43929374,62845466.43929369,74400645.46724214 
 01/02  04:00:00,67414400.81542248,67414400.81542243,74344059.73944831 
 01/02  05:00:00,82821761.62416844,82821761.62416847,67198269.16535245 
 01/02  06:00:00,110823802.24237019,110823802.24237024,79571136.24794238 
 01/02  07:00:00,191537290.6582242,191537290.65822409,96877343.30725877 
 01/02  08:00:00,223655779.35698385,223655779.35698367,105525593.96149433 
 01/02  09:00:00,186176227.14226318,186176227.14226318,108675253.00996383 
 01/02  10:00:00,165767175.82073234,165767175.82073239,94166861.81760226 
 01/02  11:00:00,152342705.79755233,152342705.7975525,78784059.06430459 
 01/02  12:00:00,130102327.54985826,130102327.54985856,58870411.74397419 
 01/02  13:00:00,126929795.26425757,126929795.26425766,52295813.888085488 
 01/02  14:00:00,121260022.71810264,121260022.71810283,49427678.7806281 
 01/02  15:00:00,118390290.45542191,118390290.45542205,52555752.49514179 
 01/02  16:00:00,123058917.59676266,123058917.59676284,57169775.17522594 
 01/02  17:00:00,164571419.9225492,164571419.9225495,64437908.00400585 
 01/02  18:00:00,213278961.59119854,213278961.5911985,75767065.16039564 
 01/02  19:00:00,240247270.079885,240247270.07988469,79490245.43327856 
 01/02  20:00:00,219388206.66195537,219388206.66195519,70969907.59973043 
 01/02  21:00:00,211223215.06413416,211223215.06413395,76606693.66294903 
 01/02  22:00:00,191696605.22230924,191696605.22230909,79188146.8630087 
 01/02  23:00:00,158382314.61749465,158382314.61749468,88189767.35870561 
 01/02  24:00:00,111622147.75878512,111622147.75878527,108622122.00444362 
 01/03  01:00:00,74857883.38416484,74857883.3841648,137220192.07332025 
 01/03  02:00:00,83125051.22188124,83125051.2218813,127753317.01236123 
 01/03  03:00:00,69004347.4899374,69004347.48993735,134082982.73364434 
 01/03  04:00:00,80334091.14537318,80334091.14537323,149035325.4325952 
 01/03  05:00:00,76830417.43481332,76830417.43481326,147893184.33330847 
 01/03  06:00:00,114680571.70070705,114680571.70070702,165573220.4648228 
 01/03  07:00:00,208657077.41581155,208657077.41581116,173040655.77465869 
 01/03  08:00:00,209664688.89793549,209664688.8979354,176504982.46158243 
 01/03  09:00:00,192479760.25189305,192479760.25189293,180108742.72989483 
 01/03  10:00:00,172806339.01178224,172806339.01178218,166775969.04295529 
 01/03  11:00:00,158925724.57786934,158925724.57786954,139577042.5514905 
 01/03  12:00:00,149137521.04276393,149137521.04276417,143619854.93794964 
 01/03  13:00:00,135229007.64343555,135229007.64343605,121729424.89449898 
 01/03  14:00:00,113830854.18120608,113830854.1812064,78122285.4918645 
 01/03  15:00:00,122800867.89270224,122800867.89270243,85888982.89304951 
 01/03  16:00:00,132008906.0894619,132008906.08946224,81534459.10816808 
 01/03  17:00:00,166019028.77884016,166019028.77884013,89962756.17706213 
 01/03  18:00:00,222710528.34272186,222710528.34272177,151758147.18580226 
 01/03  19:00:00,237940089.42038284,237940089.42038263,153939750.33100666 
 01/03  20:00:00,224190367.09530265,224190367.0953023,123261204.70597662 
 01/03  21:00:00,209121525.11604039,209121525.1160404,134650707.0219773 
 01/03  22:00:00,196645679.94832964,196645679.94832946,139834877.89553178 
 01/03  23:00:00,160311625.81593884,160311625.81593914,167477748.50765977 
 01/03  24:00:00,112983362.22384604,112983362.2238461,180512621.23679418 
 01/04  01:00:00,92301753.34251605,92301753.34251611,196012545.12303794 
 01/04  02:00:00,75368344.19093953,75368344.19093949,208833741.82293398 
 01/04  03:00:00,78501617.47022455,78501617.47022458,210949115.44798173 
 01/04  04:00:00,74874214.99763626,74874214.99763622,203246542.54977969 
 01/04  05:00:00,78737238.81786952,78737238.81786947,191302256.55250196 
 01/04  06:00:00,126336311.24240346,126336311.24240366,173815596.2098938 
 01/04  07:00:00,197491762.97166664,197491762.97166644,184575598.5190915 
 01/04  08:00:00,209919887.61589016,209919887.61589,212119107.07686986 
 01/04  09:00:00,208555668.66832338,208555668.66832335,207251146.9174681 
 01/04  10:00:00,175907012.94634403,175907012.94634373,168365029.73604415 
 01/04  11:00:00,153774391.34147579,153774391.34147609,144698101.51019783 
 01/04  12:00:00,143483093.25867794,143483093.25867815,136081842.28400395 
 01/04  13:00:00,133733573.10625647,133733573.10625683,129631426.41023177 
 01/04  14:00:00,128509032.13507986,128509032.13508012,133332952.37767388 
 01/04  15:00:00,112054665.56389047,112054665.56389073,124950662.25498751 
 01/04  16:00:00,129681275.74732645,129681275.74732672,116248950.02817893 
 01/04  17:00:00,168106355.9357632,168106355.93576319,116988586.91703293 
 01/04  18:00:00,223112958.00259606,223112958.00259597,110464299.30844887 
 01/04  19:00:00,231824493.67208717,231824493.6720871,98524951.85260552 
 01/04  20:00:00,227573132.61403928,227573132.61403904,90418858.74323611 
 01/04  21:00:00,219238585.18001209,219238585.1800117,82702131.59977338 
 01/04  22:00:00,180648984.75279687,180648984.75279684,73703811.94897938 
 01/04  23:00:00,154214600.95382224,154214600.95382227,92110438.03449528 
 01/04  24:00:00,113371067.38688931,113371067.38688955,106764560.46174367 
 01/05  01:00:00,85754876.60758858,85754876.60758862,126086991.64551187 
 01/05  02:00:00,74005965.00022842,74005965.00022838,139110250.2398598 
 01/05  03:00:00,79398677.16325128,79398677.16325133,150511315.52127228 
 01/05  04:00:00,71977871.52546783,71977871.52546779,175730520.82417763 
 01/05  05:00:00,88193521.10525494,88193521.10525498,187019349.87214876 
 01/05  06:00:00,115454836.7852559,115454836.78525605,182369405.5973039 
 01/05  07:00:00,195076134.14773608,195076134.14773599,174368326.38116703 
 01/05  08:00:00,228005863.90675048,228005863.9067502,226963968.65359999 
 01/05  09:00:00,199459561.10043878,199459561.10043887,306958215.58994176 
 01/05  10:00:00,179133186.56406728,179133186.56406734,349276423.78285256 
 01/05  11:00:00,170333222.78055463,170333222.7805549,402014089.15059217 
