Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,103350892.5,103350892.5,0
 01/01  02:00:00,99891552.78,99891552.78,0
 01/01  03:00:00,99197409.55,99197409.55,0
 01/01  04:00:00,81581531.54,81581531.54,0
 01/01  05:00:00,93249916.24,93249916.24,0
 01/01  06:00:00,121720402.6,121720402.6,0
 01/01  07:00:00,172277777.2,172277777.2,0
 01/01  08:00:00,200407876.2,200407876.2,0
 01/01  09:00:00,203523027.7,203523027.7,0
 01/01  10:00:00,218782505.6,218782505.6,0
 01/01  11:00:00,215163255.8,215163255.8,0
 01/01  12:00:00,210215093.9,210215093.9,0
 01/01  13:00:00,221327081.1,221327081.1,0
 01/01  14:00:00,209967137.3,209967137.3,0
 01/01  15:00:00,208023607,208023607,0
 01/01  16:00:00,208022888.1,208022888.1,0
 01/01  17:00:00,244715555.4,244715555.4,0
 01/01  18:00:00,251865014.6,251865014.6,0
 01/01  19:00:00,280369174.2,280369174.2,0
 01/01  20:00:00,257477077.1,257477077.1,0
 01/01  21:00:00,248479432.2,248479432.2,0
 01/01  22:00:00,229119037.4,229119037.4,0
 01/01  23:00:00,188545846.4,188545846.4,0
 01/01  24:00:00,147434501.9,147434501.9,0
 01/02  01:00:00,116494192.8,116494192.8,0
 01/02  02:00:00,115844612.3,115844612.3,0
 01/02  03:00:00,98611757.9,98611757.9,0
 01/02  04:00:00,103809126.2,103809126.2,0
 01/02  05:00:00,115700004.7,115700004.7,0
 01/02  06:00:00,146175092.8,146175092.8,0
 01/02  07:00:00,195049985.3,195049985.3,0
 01/02  08:00:00,206699153,206699153,0
 01/02  09:00:00,214581277,214581277,0
 01/02  10:00:00,216484947.6,216484947.6,0
 01/02  11:00:00,226219270.2,226219270.2,0
 01/02  12:00:00,214880903.9,214880903.9,0
 01/02  13:00:00,214394907.9,214394907.9,0
 01/02  14:00:00,207859091.2,207859091.2,0
 01/02  15:00:00,203430308.5,203430308.5,0
 01/02  16:00:00,212311093,212311093,0
 01/02  17:00:00,224955508.9,224955508.9,0
 01/02  18:00:00,263256911.2,263256911.2,0
 01/02  19:00:00,269564638,269564638,0
 01/02  20:00:00,268484435.2,268484435.2,0
 01/02  21:00:00,258341187.8,258341187.8,0
 01/02  22:00:00,224556688.7,224556688.7,0
 01/02  23:00:00,198807293.8,198807293.8,0
 01/02  24:00:00,144032505.3,144032505.3,0
 01/03  01:00:00,123553182.8,123553182.8,0
 01/03  02:00:00,112258798.6,112258798.6,0
 01/03  03:00:00,116196160.3,116196160.3,0
 01/03  04:00:00,100608230.7,100608230.7,0
 01/03  05:00:00,110711446.1,110711446.1,0
 01/03  06:00:00,139978980.4,139978980.4,0
 01/03  07:00:00,194404676.5,194404676.5,0
 01/03  08:00:00,219984794.4,219984794.4,0
 01/03  09:00:00,220426142.1,220426142.1,0
 01/03  10:00:00,227955730.7,227955730.7,0
 01/03  11:00:00,227368348.1,227368348.1,0
 01/03  12:00:00,222492184.1,222492184.1,0
 01/03  13:00:00,229629896.4,229629896.4,0
 01/03  14:00:00,214766881.5,214766881.5,0
 01/03  15:00:00,214230169.6,214230169.6,0
 01/03  16:00:00,220954818.6,220954818.6,0
 01/03  17:00:00,242657301.6,242657301.6,0
 01/03  18:00:00,254936065.7,254936065.7,0
 01/03  19:00:00,285403234,285403234,0
 01/03  20:00:00,260527796.2,260527796.2,0
 01/03  21:00:00,256730798.9,256730798.9,0
 01/03  22:00:00,217717616.8,217717616.8,0
 01/03  23:00:00,183154403.9,183154403.9,0
 01/03  24:00:00,142660614.3,142660614.3,0
 01/04  01:00:00,111981307.9,111981307.9,0
 01/04  02:00:00,114603580,114603580,0
 01/04  03:00:00,107218742.9,107218742.9,0
 01/04  04:00:00,95860092.28,95860092.28,0
 01/04  05:00:00,108827426.7,108827426.7,0
 01/04  06:00:00,137063395.1,137063395.1,0
 01/04  07:00:00,179461103.5,179461103.5,0
 01/04  08:00:00,193325410.4,193325410.4,0
 01/04  09:00:00,216453745.7,216453745.7,0
 01/04  10:00:00,223496961.8,223496961.8,0
 01/04  11:00:00,235244468.3,235244468.3,0
 01/04  12:00:00,223310660.9,223310660.9,0
 01/04  13:00:00,217713361.1,217713361.1,0
 01/04  14:00:00,215737934.4,215737934.4,0
 01/04  15:00:00,212903473.3,212903473.3,0
 01/04  16:00:00,219592875.1,219592875.1,0
 01/04  17:00:00,233662099.7,233662099.7,0
 01/04  18:00:00,267179628.4,267179628.4,0
 01/04  19:00:00,277139248.1,277139248.1,0
 01/04  20:00:00,269336533.9,269336533.9,0
 01/04  21:00:00,251766127.3,251766127.3,0
 01/04  22:00:00,215379822.1,215379822.1,0
 01/04  23:00:00,190187888.3,190187888.3,0
 01/04  24:00:00,135643112.1,135643112.1,0
 01/05  01:00:00,113210527.1,113210527.1,0
 01/05  02:00:00,99093158.1,99093158.1,0
 01/05  03:00:00,100334753.3,100334753.3,0
 01/05  04:00:00,90757542.69,90757542.69,0
 01/05  05:00:00,85160801.2,85160801.2,0
 01/05  06:00:00,118513033.8,118513033.8,0
 01/05  07:00:00,168047502.1,168047502.1,0
 01/05  08:00:00,196105429.7,196105429.7,0
 01/05  09:00:00,202632282.4,202632282.4,0
 01/05  10:00:00,215644025.4,215644025.4,0
 01/05  11:00:00,216853908.2,216853908.2,0
 01/05  12:00:00,207596232.6,207596232.6,0
 01/05  13:00:00,207831256.2,207831256.2,0
 01/05  14:00:00,205681874.2,205681874.2,0
 01/05  15:00:00,197912787,197912787,0
 01/05  16:00:00,201347368.4,201347368.4,0
 01/05  17:00:00,230798163.1,230798163.1,0
 01/05  18:00:00,245484480,245484480,0
 01/05  19:00:00,278525560.4,278525560.4,0
 01/05  20:00:00,263395393.5,263395393.5,0
 01/05  21:00:00,249283572.3,249283572.3,0
 01/05  22:00:00,221919347,221919347,0
 01/05  23:00:00,180110850.8,180110850.8,0
 01/05  24:00:00,139817751.3,139817751.3,0
 01/06  01:00:00,106070820.4,106070820.4,0
 01/06  02:00:00,104815968.6,104815968.6,0
 01/06  03:00:00,94575701.36,94575701.36,0
 01/06  04:00:00,86894960.94,86894960.94,0
 01/06  05:00:00,109274990,109274990,0
 01/06  06:00:00,121231657.2,121231657.2,0
 01/06  07:00:00,168192487,168192487,0
 01/06  08:00:00,191239462.9,191239462.9,0
 01/06  09:00:00,206852735.7,206852735.7,0
 01/06  10:00:00,215145873,215145873,0
 01/06  11:00:00,205984160.7,205984160.7,0
 01/06  12:00:00,221263018,221263018,0
 01/06  13:00:00,208782518.4,208782518.4,0
 01/06  14:00:00,208628717.1,208628717.1,0
 01/06  15:00:00,202946620.7,202946620.7,0
 01/06  16:00:00,211364974.9,211364974.9,0
 01/06  17:00:00,229046559.3,229046559.3,0
 01/06  18:00:00,258167410.9,258167410.9,0
 01/06  19:00:00,273463369,273463369,0
 01/06  20:00:00,251243552.2,251243552.2,0
 01/06  21:00:00,245410909.3,245410909.3,0
 01/06  22:00:00,209986980.4,209986980.4,0
 01/06  23:00:00,192222407.7,192222407.7,0
 01/06  24:00:00,126176759.1,126176759.1,0
 01/07  01:00:00,115439664.2,115439664.2,0
 01/07  02:00:00,86142218.61,86142218.61,0
 01/07  03:00:00,93539635.33,93539635.33,0
 01/07  04:00:00,83704009.81,83704009.81,0
 01/07  05:00:00,81203542.09,81203542.09,0
 01/07  06:00:00,123945284.1,123945284.1,0
 01/07  07:00:00,164537343.7,164537343.7,0
 01/07  08:00:00,184819315.4,184819315.4,0
 01/07  09:00:00,186666291.1,186666291.1,0
 01/07  10:00:00,196071672.6,196071672.6,0
 01/07  11:00:00,211869628,211869628,0
 01/07  12:00:00,194076562,194076562,0
 01/07  13:00:00,218034054.9,218034054.9,0
 01/07  14:00:00,201094579.8,201094579.8,0
 01/07  15:00:00,202719958.5,202719958.5,0
 01/07  16:00:00,202514097.7,202514097.7,0
 01/07  17:00:00,228730614.8,228730614.8,0
 01/07  18:00:00,248532266.4,248532266.4,0
 01/07  19:00:00,268590293.4,268590293.4,0
 01/07  20:00:00,261387678.7,261387678.7,0
 01/07  21:00:00,243995071.1,243995071.1,0
 01/07  22:00:00,219285834.7,219285834.7,0
 01/07  23:00:00,170264308.7,170264308.7,0
 01/07  24:00:00,141084724,141084724,0
 01/08  01:00:00,92568473.02,92568473.02,0
 01/08  02:00:00,108528351,108528351,0
 01/08  03:00:00,87545569.08,87545569.08,0
 01/08  04:00:00,87185129.19,87185129.19,0
 01/08  05:00:00,114301212.3,114301212.3,0
 01/08  06:00:00,131753557,131753557,0
 01/08  07:00:00,188296503.1,188296503.1,0
 01/08  08:00:00,203291543.5,203291543.5,0
 01/08  09:00:00,204588170.5,204588170.5,0
 01/08  10:00:00,210987153.8,210987153.8,0
 01/08  11:00:00,203599379.5,203599379.5,0
 01/08  12:00:00,206600260.4,206600260.4,0
 01/08  13:00:00,187442110.2,187442110.2,0
 01/08  14:00:00,181021816.2,181021816.2,0
 01/08  15:00:00,181382147.4,181382147.4,0
 01/08  16:00:00,193082057.6,193082057.6,0
 01/08  17:00:00,188061988.2,188061988.2,0
 01/08  18:00:00,235741273.6,235741273.6,0
 01/08  19:00:00,264317911.9,264317911.9,0
 01/08  20:00:00,247058172.3,247058172.3,0
 01/08  21:00:00,246558327.1,246558327.1,0
 01/08  22:00:00,196962266.6,196962266.6,0
 01/08  23:00:00,191123656.9,191123656.9,0
 01/08  24:00:00,123599644.3,123599644.3,0
 01/09  01:00:00,112126633.6,112126633.6,0
 01/09  02:00:00,84126951.21,84126951.21,0
 01/09  03:00:00,99152843.08,99152843.08,0
 01/09  04:00:00,78959464.6,78959464.6,0
 01/09  05:00:00,87378387.89,87378387.89,0
 01/09  06:00:00,130315135.2,130315135.2,0
 01/09  07:00:00,172129467.7,172129467.7,0
 01/09  08:00:00,193689303.1,193689303.1,0
 01/09  09:00:00,201462130.5,201462130.5,0
 01/09  10:00:00,210302949.7,210302949.7,0
 01/09  11:00:00,213055240.2,213055240.2,0
 01/09  12:00:00,192159850.8,192159850.8,0
 01/09  13:00:00,203922623.6,203922623.6,0
 01/09  14:00:00,185696414.5,185696414.5,0
 01/09  15:00:00,187104847.4,187104847.4,0
 01/09  16:00:00,187007352.8,187007352.8,0
 01/09  17:00:00,224506099.5,224506099.5,0
 01/09  18:00:00,226815835.6,226815835.6,0
 01/09  19:00:00,258749486.7,258749486.7,0
 01/09  20:00:00,243717775,243717775,0
 01/09  21:00:00,233325700.9,233325700.9,0
 01/09  22:00:00,207338635.9,207338635.9,0
 01/09  23:00:00,161796257.2,161796257.2,0
 01/09  24:00:00,135935896.9,135935896.9,0
 01/10  01:00:00,89616765.2,89616765.2,0
 01/10  02:00:00,105904277.7,105904277.7,0
 01/10  03:00:00,82065629.26,82065629.26,0
 01/10  04:00:00,85981012.95,85981012.95,0
 01/10  05:00:00,96509541.44,96509541.44,0
 01/10  06:00:00,118583258.5,118583258.5,0
 01/10  07:00:00,170981667.2,170981667.2,0
 01/10  08:00:00,185915074.9,185915074.9,0
 01/10  09:00:00,182101837.2,182101837.2,0
 01/10  10:00:00,175489742.4,175489742.4,0
 01/10  11:00:00,180375639.7,180375639.7,0
 01/10  12:00:00,195561879.3,195561879.3,0
 01/10  13:00:00,190557557.1,190557557.1,0
 01/10  14:00:00,189519223.5,189519223.5,0
 01/10  15:00:00,186062463.7,186062463.7,0
 01/10  16:00:00,189624796,189624796,0
 01/10  17:00:00,190901878.7,190901878.7,0
 01/10  18:00:00,224955297.7,224955297.7,0
 01/10  19:00:00,247405703.4,247405703.4,0
 01/10  20:00:00,236998766.6,236998766.6,0
 01/10  21:00:00,226516906.1,226516906.1,0
 01/10  22:00:00,193265201.1,193265201.1,0
 01/10  23:00:00,174273910.6,174273910.6,0
 01/10  24:00:00,118928265,118928265,0
 01/11  01:00:00,108077639.2,108077639.2,0
 01/11  02:00:00,93537946.49,93537946.49,0
 01/11  03:00:00,95556024.24,95556024.24,0
 01/11  04:00:00,80370560.96,80370560.96,0
 01/11  05:00:00,92458679.13,92458679.13,0
 01/11  06:00:00,121010061.9,121010061.9,0
 01/11  07:00:00,173184546.5,173184546.5,0
 01/11  08:00:00,194117302.5,194117302.5,0
 01/11  09:00:00,191477684.9,191477684.9,0
 01/11  10:00:00,203404073.7,203404073.7,0
 01/11  11:00:00,200024652.5,200024652.5,0
 01/11  12:00:00,199104933.2,199104933.2,0
 01/11  13:00:00,212428841.5,212428841.5,0
 01/11  14:00:00,196354483.4,196354483.4,0
 01/11  15:00:00,197602603.7,197602603.7,0
 01/11  16:00:00,191116174.1,191116174.1,0
 01/11  17:00:00,221214719.5,221214719.5,0
 01/11  18:00:00,219618275.6,219618275.6,0
 01/11  19:00:00,253653592.8,253653592.8,0
 01/11  20:00:00,234680791,234680791,0
 01/11  21:00:00,231509977.2,231509977.2,0
 01/11  22:00:00,208235122.8,208235122.8,0
 01/11  23:00:00,174716496.8,174716496.8,0
 01/11  24:00:00,133329808.5,133329808.5,0
 01/12  01:00:00,101476277.3,101476277.3,0
 01/12  02:00:00,101624615.6,101624615.6,0
 01/12  03:00:00,92334861.96,92334861.96,0
 01/12  04:00:00,84765716.18,84765716.18,0
 01/12  05:00:00,101513634.8,101513634.8,0
 01/12  06:00:00,134053638.3,134053638.3,0
 01/12  07:00:00,180595016,180595016,0
 01/12  08:00:00,193078154.9,193078154.9,0
 01/12  09:00:00,195617085.5,195617085.5,0
 01/12  10:00:00,184758365.3,184758365.3,0
 01/12  11:00:00,196999321.2,196999321.2,0
 01/12  12:00:00,190344397.9,190344397.9,0
 01/12  13:00:00,183846360.6,183846360.6,0
 01/12  14:00:00,172191039.6,172191039.6,0
 01/12  15:00:00,183579259.6,183579259.6,0
 01/12  16:00:00,189939347.9,189939347.9,0
 01/12  17:00:00,207370567.3,207370567.3,0
 01/12  18:00:00,237212100.5,237212100.5,0
 01/12  19:00:00,250634007.9,250634007.9,0
