Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,82058924.30843117,82058924.3084311,548131154.023968 
 01/01  02:00:00,101020769.81618846,101020769.81618843,591836665.0155249 
 01/01  03:00:00,79888889.81360595,79888889.8136059,599238783.2328372 
 01/01  04:00:00,86980856.79488494,86980856.79488489,621052552.2968505 
 01/01  05:00:00,99256818.45357965,99256818.45357962,622610180.7239254 
 01/01  06:00:00,135733690.57714904,135733690.57714934,623213469.2556964 
 01/01  07:00:00,220439316.63502447,220439316.63502435,633510809.5544826 
 01/01  08:00:00,225616792.65952603,225616792.659526,650534760.5754626 
 01/01  09:00:00,223729426.62205879,223729426.62205876,622168693.3672484 
 01/01  10:00:00,183534000.863056,183534000.8630559,565311703.3056884 
 01/01  11:00:00,169901923.40790875,169901923.40790916,521851374.14981916 
 01/01  12:00:00,142688214.50052945,142688214.50052978,453353186.88309577 
 01/01  13:00:00,142069853.29869095,142069853.2986913,467392218.141883 
 01/01  14:00:00,133316069.40191984,133316069.40192013,493223434.0230519 
 01/01  15:00:00,137363549.79659347,137363549.79659368,480657047.1123407 
 01/01  16:00:00,137874897.35290352,137874897.35290376,458312331.0395569 
 01/01  17:00:00,181092788.41304637,181092788.41304673,488438463.2263156 
 01/01  18:00:00,234247096.6503119,234247096.65031184,451680779.0408502 
 01/01  19:00:00,248128762.38077835,248128762.38077844,438783847.11054369 
 01/01  20:00:00,234898529.6238023,234898529.6238021,471257531.2791518 
 01/01  21:00:00,239578599.00870497,239578599.00870497,476494329.7533506 
 01/01  22:00:00,207566402.72213415,207566402.72213418,494014504.2671202 
 01/01  23:00:00,171569252.51641304,171569252.51641307,522170265.5949245 
 01/01  24:00:00,121881416.95131672,121881416.9513169,498543547.5298976 
 01/02  01:00:00,100639788.30054915,100639788.30054923,502214190.1591903 
 01/02  02:00:00,84479193.97897452,84479193.97897448,491023339.307838 
 01/02  03:00:00,89039388.92873535,89039388.92873533,485064371.4943229 
 01/02  04:00:00,76068235.51421637,76068235.51421634,505776583.97716346 
 01/02  05:00:00,88068625.16093698,88068625.16093703,472914436.80213919 
 01/02  06:00:00,135479909.03546573,135479909.03546603,438285482.97678938 
 01/02  07:00:00,202277211.5838641,202277211.5838641,428662117.21283987 
 01/02  08:00:00,237160821.1131422,237160821.11314196,440972690.27351656 
 01/02  09:00:00,194391517.36207304,194391517.362073,393463223.1555685 
 01/02  10:00:00,192206932.38177235,192206932.3817722,324315571.77924367 
 01/02  11:00:00,146557639.6265103,146557639.6265108,330882442.9301502 
 01/02  12:00:00,158488456.70309145,158488456.70309163,297205881.69077005 
 01/02  13:00:00,135620436.64688043,135620436.64688058,276688952.56110909 
 01/02  14:00:00,126756358.03724195,126756358.03724218,297812727.89671888 
 01/02  15:00:00,126279613.36642781,126279613.36642818,308697132.1026776 
 01/02  16:00:00,137419857.2373255,137419857.23732559,282338740.2001425 
 01/02  17:00:00,173846752.23995713,173846752.23995698,275688907.87450286 
 01/02  18:00:00,230240907.29726679,230240907.29726673,332322759.6393331 
 01/02  19:00:00,240792733.16660453,240792733.1666044,338797325.7742517 
 01/02  20:00:00,233834067.64546467,233834067.6454642,320810364.94328388 
 01/02  21:00:00,226805145.19524668,226805145.19524635,323794763.11563315 
 01/02  22:00:00,196564909.6964983,196564909.69649828,345618797.6187682 
 01/02  23:00:00,163444479.4325143,163444479.43251486,370201502.8052669 
 01/02  24:00:00,133684608.115176,133684608.11517632,367720209.16170457 
 01/03  01:00:00,83019009.57992932,83019009.57992935,368031198.7647308 
 01/03  02:00:00,85843908.84507053,85843908.84507057,350301473.492231 
 01/03  03:00:00,77980974.45601136,77980974.45601133,337701900.2545301 
 01/03  04:00:00,83584417.52722286,83584417.52722281,342094367.4299422 
 01/03  05:00:00,84693706.43573219,84693706.43573225,372469378.70865347 
