Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/08  19:00:00,12622839.35,194495284.9,948057833.3
 01/08  20:00:00,12587194.35,190870359.7,941696468.6
 01/08  21:00:00,12390006.13,188863074.1,927901460
 01/08  22:00:00,12116024.73,168626509.3,905002173.7
 01/08  23:00:00,12058421.06,143874585,904542449.9
 01/08  24:00:00,12164496.32,123337691.5,898072257.5
 01/09  01:00:00,12432869.88,111046522.1,900268148.1
 01/09  02:00:00,12771680.02,109838405.8,913671182.5
 01/09  03:00:00,12909770.18,109199634.4,919279090.7
 01/09  04:00:00,12935497.06,108821825.5,922756715.9
 01/09  05:00:00,12769320.39,115875988.9,917498783.5
 01/09  06:00:00,12613615.72,131551995.7,924514398.9
 01/09  07:00:00,12573077.09,150132281.1,973739092.7
 01/09  08:00:00,12752625.34,161293729.4,993920482.8
 01/09  09:00:00,12897675.02,163194736.5,1006803301
 01/09  10:00:00,12937974.84,153355462.6,999676635.4
 01/09  11:00:00,13327858.43,139960929.7,1008550939
 01/09  12:00:00,13437088.24,121475180.4,999033988.3
 01/09  13:00:00,13199981.65,119495246.2,982146089.6
 01/09  14:00:00,12953507.36,118317301.7,965258278.7
 01/09  15:00:00,13068905.94,121979697.4,965256416.3
 01/09  16:00:00,13237631.94,146553373.3,976222198.9
 01/09  17:00:00,13804452.77,174391021.9,998951382
 01/09  18:00:00,13848099.43,190587334.5,1004328118
 01/09  19:00:00,13374138.4,196155355.6,975503377.2
 01/09  20:00:00,13163182.76,192137747.2,962366778.1
 01/09  21:00:00,13101543.69,190425290.8,953887403.1
 01/09  22:00:00,12947562.02,170519346.6,937462970.5
 01/09  23:00:00,12734123.49,145501863.1,933010586.7
 01/09  24:00:00,12740081.94,124756347.6,922845441
 01/10  01:00:00,12861594.58,112118128.6,918694687.6
 01/10  02:00:00,12913103.06,110263238.3,920623927.7
 01/10  03:00:00,13123269.97,109813331.9,929798476.8
 01/10  04:00:00,13657252.36,110704158.8,957037155
 01/10  05:00:00,14314126.93,119802649,990088456.7
 01/10  06:00:00,14791719.16,137101776.9,1027819343
 01/10  07:00:00,14958445.89,156249653.8,1087713902
 01/10  08:00:00,15171885.96,167483361.5,1108921339
 01/10  09:00:00,15572230.69,169957891.4,1131246394
 01/10  10:00:00,15823944.75,160560412.3,1131860388
 01/10  11:00:00,15900181.05,146379123,1125725961
 01/10  12:00:00,15657989.7,127137742.7,1103963200
 01/10  13:00:00,15701377.69,125774028.3,1098238642
 01/10  14:00:00,15706320.09,125009983.7,1087214824
 01/10  15:00:00,15701486.72,124520873.1,1081616737
 01/10  16:00:00,16069460.18,153345166.7,1098154015
 01/10  17:00:00,16556266.2,181014498.4,1117673908
 01/10  18:00:00,16774462.31,197668575.1,1130992582
 01/10  19:00:00,16957577.87,204765711.9,1129638880
 01/10  20:00:00,17047856.64,201523119.3,1131137854
