Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/10  20:00:00,0,149420036.9,45697924.61
 01/10  21:00:00,0,147472832.4,41886713.41
 01/10  22:00:00,0,127444319.2,42290689.33
 01/10  23:00:00,0,102286603.4,46839420.38
 01/10  24:00:00,0,80974232.46,38831484.96
 01/11  01:00:00,0,68997000.4,54212293.67
 01/11  02:00:00,0,67655096.7,65341123.45
 01/11  03:00:00,0,67650126.11,81845518.19
 01/11  04:00:00,0,67761284.34,92763127.53
 01/11  05:00:00,0,75423079.91,97350439.89
 01/11  06:00:00,0,91587541.49,106655030.2
 01/11  07:00:00,0,110837227.4,144599990.6
 01/11  08:00:00,0,109369235.9,141007208.5
 01/11  09:00:00,0,97143175.08,100569016.1
 01/11  10:00:00,0,90326698.63,64998810.44
 01/11  11:00:00,0,86489638.15,48789583.96
 01/11  12:00:00,0,96512303.47,34511195.08
 01/11  13:00:00,0,105363244.7,29936947.02
 01/11  14:00:00,0,112680022.6,26666987.85
 01/11  15:00:00,0,121419781,23397028.68
 01/11  16:00:00,0,132957130.3,26666987.85
 01/11  17:00:00,0,161111773.4,31026933.41
 01/11  18:00:00,0,167670637.9,40836810.92
 01/11  19:00:00,0,165572903.8,47921722.45
 01/11  20:00:00,0,154547166.1,45741749.67
 01/11  21:00:00,0,149799153.4,41926797.31
 01/11  22:00:00,0,128000080.4,37191028.62
 01/11  23:00:00,0,102743322,46902831.46
 01/11  24:00:00,0,82080703.08,58769869.99
 01/12  01:00:00,0,69787889.1,68209505.83
 01/12  02:00:00,0,68182076.55,74678089.8
 01/12  03:00:00,0,67566160.8,80511879.66
 01/12  04:00:00,0,67669451.38,91000824.57
 01/12  05:00:00,0,76086008.4,108500910.4
 01/12  06:00:00,0,93587712.62,140550176.5
 01/12  07:00:00,0,112954877.5,180468842.5
 01/12  08:00:00,0,111985728.5,185298144.5
 01/12  09:00:00,0,100141014.7,159863711
 01/12  10:00:00,0,90217796.4,99430047.34
 01/12  11:00:00,0,85241209.26,61677085.08
 01/12  12:00:00,0,93560242.13,40046604.17
 01/12  13:00:00,0,103475239.5,30113862.28
 01/12  14:00:00,0,113247051.4,26689858.55
 01/12  15:00:00,0,121786106.6,23416979.72
 01/12  16:00:00,0,128632433.3,26689858.55
 01/12  17:00:00,0,152943808.8,31053696.99
 01/12  18:00:00,0,163539330.1,40872333.49
 01/12  19:00:00,0,163981972.9,47963570.96
 01/12  20:00:00,0,153858822.8,45781651.74
 01/12  21:00:00,0,149586890,41963293.1
 01/12  22:00:00,0,128002283.9,36433368.53
 01/12  23:00:00,0,102739024.5,44838839.37
 01/12  24:00:00,0,82046553.23,57748989.06
 01/13  01:00:00,0,69921673.8,70549552.59
 01/13  02:00:00,0,69202543.59,92039891.31
 01/13  03:00:00,0,69383241.26,111021989.1
 01/13  04:00:00,0,69695220.11,125246100.4
 01/13  05:00:00,0,78302451.05,146018567.4
 01/13  06:00:00,0,95370466.72,170301972.6
 01/13  07:00:00,0,114908150.7,212426750.2
 01/13  08:00:00,0,114165758.1,220648723.8
 01/13  09:00:00,0,101344837.6,181357695.1
 01/13  10:00:00,0,90176804.88,111529548.9
 01/13  11:00:00,0,84510811.91,65160170.48
 01/13  12:00:00,0,91859670.44,42270731.56
 01/13  13:00:00,0,98691511.65,31163942.19
 01/13  14:00:00,0,106433864.7,26710473.93
 01/13  15:00:00,0,112539081,23434963.35
 01/13  16:00:00,0,120147055.9,26710473.93
 01/13  17:00:00,0,145866105.4,31077821.37
 01/13  18:00:00,0,156520966.1,40904353.12
 01/13  19:00:00,0,159317563.8,48001292.72
 01/13  20:00:00,0,150924270.4,46168900.81
 01/13  21:00:00,0,147795964.3,51759792.05
 01/13  22:00:00,0,128255631.8,60169539.14
 01/13  23:00:00,0,103781082,78764367.51
 01/13  24:00:00,0,83568375,87499688.04
 01/14  01:00:00,0,71794877.89,102095566.6
 01/14  02:00:00,0,71025668.92,122398096.5
 01/14  03:00:00,0,71064006.43,139380439.4
 01/14  04:00:00,0,71304952.11,152403165.4
 01/14  05:00:00,0,79966144.6,172957185.4
 01/14  06:00:00,0,97550760.43,204928043.7
 01/14  07:00:00,0,116550997.9,238480807.5
 01/14  08:00:00,0,114148946.3,231216126.8
 01/14  09:00:00,0,91612886.84,179410986.4
 01/14  10:00:00,0,79302950.91,111913690.9
 01/14  11:00:00,0,71772795.75,69855621.5
 01/14  12:00:00,0,78813730.45,43211440.5
 01/14  13:00:00,0,89060535.54,30540394.26
 01/14  14:00:00,0,96212192.14,26728827.89
 01/14  15:00:00,0,102134434.9,23450974.25
 01/14  16:00:00,0,108562586.5,26728827.89
 01/14  17:00:00,0,133285919.4,31099299.41
 01/14  18:00:00,0,156262654,40932860.34
 01/14  19:00:00,0,160215182.6,48034876.56
 01/14  20:00:00,0,151055742.3,45849640.8
 01/14  21:00:00,0,147765347.5,42898884.82
 01/14  22:00:00,0,127716774,43947663.26
 01/14  23:00:00,0,102834512.6,56809279.5
 01/14  24:00:00,0,82293167.08,65444361.19
 01/15  01:00:00,0,70181851.44,75024028.2
 01/15  02:00:00,0,69104431.31,90049082.28
 01/15  03:00:00,0,68965849.43,103706360.1
 01/15  04:00:00,0,69370068.57,119554997
 01/15  05:00:00,0,77449898.14,131398683.6
 01/15  06:00:00,0,94198502.57,150672606.8
 01/15  07:00:00,0,113166759,183942478.7
 01/15  08:00:00,0,111369053.3,186352586
 01/15  09:00:00,0,92061292.9,187030697.9
 01/15  10:00:00,0,80329232.16,154722797.3
 01/15  11:00:00,0,68231598.36,123412038.2
 01/15  12:00:00,0,67486901.22,93702066.05
 01/15  13:00:00,0,65319836.45,60237597.23
 01/15  14:00:00,0,63084077.65,34026867.35
 01/15  15:00:00,0,64047970.5,23634640.24
 01/15  16:00:00,0,68903741.48,26744914.99
 01/15  17:00:00,0,99190704.53,31118124.74
 01/15  18:00:00,0,135096639.8,40957846.69
 01/15  19:00:00,0,151670028.6,48502294.49
 01/15  20:00:00,0,147788322.8,50517481.69
 01/15  21:00:00,0,146280149.7,53055928.44
 01/15  22:00:00,0,126850378.8,53585481.33
 01/15  23:00:00,0,102985540.2,68794638.86
 01/15  24:00:00,0,82563702.87,69598087.51
 01/16  01:00:00,0,69750763.94,67211159.2
 01/16  02:00:00,0,68604657.56,81646100.7
 01/16  03:00:00,0,68296966.19,92685549.17
 01/16  04:00:00,0,68072820.55,97802163.31
 01/16  05:00:00,0,75993201.62,106845374.2
 01/16  06:00:00,0,92498737.7,121919066.5
 01/16  07:00:00,0,111368041.4,153621754.3
 01/16  08:00:00,0,109699590,158305267.6
 01/16  09:00:00,0,90249970.73,156828385.1
 01/16  10:00:00,0,79547455.91,141493024.7
 01/16  11:00:00,0,67863900.9,117399469.6
 01/16  12:00:00,0,66494111.35,76975816.86
 01/16  13:00:00,0,65000882.13,44563323.78
 01/16  14:00:00,0,62992809.88,32895919.04
 01/16  15:00:00,0,61683693.01,29659584.72
 01/16  16:00:00,0,66628381.61,33439169.05
 01/16  17:00:00,0,93993002.9,36120870.6
 01/16  18:00:00,0,131752167.6,47760782.3
 01/16  19:00:00,0,151314478.9,62234839.55
 01/16  20:00:00,0,148585573.7,73902865.07
 01/16  21:00:00,0,147601172.7,80197285.42
 01/16  22:00:00,0,128406896.4,80607188.47
 01/16  23:00:00,0,104081280.2,87416583.58
 01/16  24:00:00,0,84207154.95,97504063.56
 01/17  01:00:00,0,72409777,111855175.8
 01/17  02:00:00,0,71546896.52,129585370.4
 01/17  03:00:00,0,71963279.29,151485583
 01/17  04:00:00,0,72532115.6,168982278
 01/17  05:00:00,0,81097700.75,188024759.9
 01/17  06:00:00,0,98650250.25,220006524.7
 01/17  07:00:00,0,117526493.9,251960315.6
 01/17  08:00:00,0,116220922.5,251430098.7
 01/17  09:00:00,0,103492980.5,217714765.1
 01/17  10:00:00,0,90406209.13,158485327.3
 01/17  11:00:00,0,79219869.65,106048064.1
 01/17  12:00:00,0,82117188.67,72103666.83
 01/17  13:00:00,0,84147049.46,56475473.82
 01/17  14:00:00,0,88420722.23,41428854.29
 01/17  15:00:00,0,94162754.19,27126107.26
 01/17  16:00:00,0,100425267.9,27518699.52
 01/17  17:00:00,0,123988580.6,31720352.4
 01/17  18:00:00,0,140016366.6,43366649.25
 01/17  19:00:00,0,152838041.3,59545934.88
 01/17  20:00:00,0,149121212.5,78159696.21
 01/17  21:00:00,0,148737570,101440194.6
 01/17  22:00:00,0,130270052,113343724.5
 01/17  23:00:00,0,107456165.4,144794212.8
 01/17  24:00:00,0,88349286.56,167440018.5
 01/18  01:00:00,0,76921311.44,187278311.7
 01/18  02:00:00,0,76670952.76,214631468.6
 01/18  03:00:00,0,77103518.79,236559249.3
 01/18  04:00:00,0,78863200.7,273177502.9
 01/18  05:00:00,0,87948053.74,300411890.2
 01/18  06:00:00,0,104031640.6,308370815.7
 01/18  07:00:00,0,123456214.6,349077383.8
 01/18  08:00:00,0,123273109.5,366409627.5
 01/18  09:00:00,0,109603160.3,317328235.6
 01/18  10:00:00,0,95151826.97,241042345.2
 01/18  11:00:00,0,80738289.76,161668630.1
 01/18  12:00:00,0,81538678.73,99826881.91
 01/18  13:00:00,0,82830230.9,74248491.55
 01/18  14:00:00,0,84289405.54,51111470.59
 01/18  15:00:00,0,88383155,31502585.77
 01/18  16:00:00,0,93639642.04,31197132.49
 01/18  17:00:00,0,117456323.1,33928517.39
 01/18  18:00:00,0,133292953.3,47734087.29
 01/18  19:00:00,0,152580595.1,69133963.89
 01/18  20:00:00,0,149053421.1,81305005.9
 01/18  21:00:00,0,149019016.6,105593815.1
 01/18  22:00:00,0,131160468.3,127848531.8
 01/18  23:00:00,0,108410698.4,160375104.2
 01/18  24:00:00,0,89363829.46,184074455.8
 01/19  01:00:00,0,78773327.89,216724810
 01/19  02:00:00,0,78548715.9,244588146.6
 01/19  03:00:00,0,78392704.99,257009738
 01/19  04:00:00,0,78826864.04,272167396.8
 01/19  05:00:00,0,87443893.83,291913851.2
 01/19  06:00:00,0,104637051.1,317928678.2
 01/19  07:00:00,0,124290866.6,362336584
 01/19  08:00:00,0,122715094,357215551.7
 01/19  09:00:00,0,108013289.8,291758207.5
 01/19  10:00:00,0,93162267.46,205795071
 01/19  11:00:00,0,79663655.13,148677688.9
 01/19  12:00:00,0,78353564.37,107548036
 01/19  13:00:00,0,76768834.21,71256180.03
 01/19  14:00:00,0,75948192.12,50309756.09
 01/19  15:00:00,0,77535304.88,36536209.02
 01/19  16:00:00,0,80569069.18,35518690.69
 01/19  17:00:00,0,106946687.5,37800396.14
 01/19  18:00:00,0,129626935.6,49701818.93
 01/19  19:00:00,0,151598011.1,64252081.91
 01/19  20:00:00,0,148849062.3,79543539.26
 01/19  21:00:00,0,148929574.1,103220842.8
 01/19  22:00:00,0,130694484,119333768.7
 01/19  23:00:00,0,107698623.8,148041695
 01/19  24:00:00,0,88982246.65,176888854.6
 01/20  01:00:00,0,78543722.84,211744267.6
 01/20  02:00:00,0,78248284.3,238602498.9
 01/20  03:00:00,0,79219367.03,269484936.3
 01/20  04:00:00,0,80358487.29,296190399
 01/20  05:00:00,0,89077678.44,317411813.1
 01/20  06:00:00,0,107006531.8,355075229.7
 01/20  07:00:00,0,127161947.6,407484298.3
 01/20  08:00:00,0,126426379.2,415914579.9
 01/20  09:00:00,0,111348884.7,345121802.2
 01/20  10:00:00,0,95049980.26,236265749.3
 01/20  11:00:00,0,80731101.46,154791029.6
 01/20  12:00:00,0,81648355.82,106202246.9
 01/20  13:00:00,0,81977008.2,86528154.35
 01/20  14:00:00,0,83895494.58,65192749.23
 01/20  15:00:00,0,87687164.49,41077746.2
 01/20  16:00:00,0,96445885.1,34472541.76
 01/20  17:00:00,0,120459746,35765831.24
 01/20  18:00:00,0,134563935.5,49251710.4
 01/20  19:00:00,0,152707172.3,69975833
 01/20  20:00:00,0,149227197.2,85276075.84
 01/20  21:00:00,0,148853910.2,102819479
 01/20  22:00:00,0,131039386.2,125723529.3
 01/20  23:00:00,0,108649323.8,164238697.9
 01/20  24:00:00,0,89231634.85,181767646.4
 01/21  01:00:00,0,78180231.36,207172727.6
 01/21  02:00:00,0,78323771.43,240955790.9
 01/21  03:00:00,0,78472750.99,258296525.8
 01/21  04:00:00,0,78936745.03,273915894.3
 01/21  05:00:00,0,87984006.47,300602266.3
 01/21  06:00:00,0,105213625.1,327080335.1
 01/21  07:00:00,0,124638936.5,367678766.6
 01/21  08:00:00,0,123198674.9,375943779.7
 01/21  09:00:00,0,100348003.4,320584545.4
 01/21  10:00:00,0,85056656.91,232200477.5
 01/21  11:00:00,0,70418549.73,151424960.9
 01/21  12:00:00,0,71339116.29,90462832.34
 01/21  13:00:00,0,74159141.36,62529328.89
 01/21  14:00:00,0,78445522.45,40013732.44
 01/21  15:00:00,0,84094247.24,25710895.65
