Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,66002807.49115975,66002807.491159718,13975903.641353567 
 01/01  02:00:00,70374434.59671539,70374434.59671536,14261014.868482536 
 01/01  03:00:00,75285012.56768337,75285012.56768343,16394313.350157448 
 01/01  04:00:00,62006784.28461999,62006784.28461993,21094892.11982366 
 01/01  05:00:00,87230667.71834627,87230667.71834626,27275286.87369994 
 01/01  06:00:00,111649331.8734647,111649331.87346474,31799381.3309335 
 01/01  07:00:00,163943562.130088,163943562.1300881,38621230.73665252 
 01/01  08:00:00,185185730.96165116,185185730.96165125,42506728.231408368 
 01/01  09:00:00,171391017.78992427,171391017.7899243,30069847.12506777 
 01/01  10:00:00,143286203.67702744,143286203.67702777,8029766.271124821 
 01/01  11:00:00,133950757.73030907,133950757.73030925,1520918.4124720549 
 01/01  12:00:00,137398045.81760703,137398045.81760717,0.0 
 01/01  13:00:00,128841448.77476233,128841448.77476254,0.0 
 01/01  14:00:00,122315681.44058372,122315681.44058404,0.0 
 01/01  15:00:00,118485103.74421798,118485103.74421823,0.0 
 01/01  16:00:00,129046507.23507087,129046507.23507113,0.0 
 01/01  17:00:00,155307723.6209152,155307723.6209157,0.0 
 01/01  18:00:00,202132334.29324956,202132334.2932495,0.0 
 01/01  19:00:00,212577620.35763676,212577620.35763664,0.0 
 01/01  20:00:00,210076364.6265734,210076364.62657348,0.0 
 01/01  21:00:00,201770211.26251788,201770211.26251785,0.0 
 01/01  22:00:00,170830269.54417826,170830269.5441786,99720.73067663366 
 01/01  23:00:00,138974273.17045398,138974273.17045433,3548169.638876616 
 01/01  24:00:00,107102409.8654362,107102409.86543644,10034872.294468927 
 01/02  01:00:00,83896368.12899027,83896368.12899024,18818162.088671648 
 01/02  02:00:00,67145999.70244894,67145999.70244889,25338697.623801337 
 01/02  03:00:00,76121118.75006694,76121118.7500669,30796179.486517207 
 01/02  04:00:00,70055611.9993684,70055611.99936837,36044709.27925009 
 01/02  05:00:00,74957009.29733083,74957009.29733077,37555598.813700947 
 01/02  06:00:00,109692697.34794358,109692697.3479439,39844181.582474019 
 01/02  07:00:00,182030324.60354678,182030324.60354699,42769507.22976546 
 01/02  08:00:00,182936028.662287,182936028.6622874,43443592.29942235 
 01/02  09:00:00,162733171.44334863,162733171.44334907,35448963.91716294 
 01/02  10:00:00,152645798.99842424,152645798.99842466,13552107.212477623 
 01/02  11:00:00,130190981.3039595,130190981.30395988,4322998.312008436 
 01/02  12:00:00,122060736.39821396,122060736.3982143,2929901.0347849626 
 01/02  13:00:00,110815868.67014914,110815868.67014939,2318424.1631939106 
 01/02  14:00:00,114652338.01045454,114652338.0104549,53540.5413610725 
 01/02  15:00:00,105575468.28886685,105575468.2888669,0.0 
 01/02  16:00:00,121421024.95174997,121421024.95175034,0.0 
 01/02  17:00:00,146573948.3845999,146573948.3846004,0.0 
 01/02  18:00:00,201566610.24188135,201566610.24188153,0.0 
 01/02  19:00:00,215668715.42510558,215668715.4251056,0.0 
 01/02  20:00:00,205146844.58193419,205146844.5819341,0.0 
 01/02  21:00:00,197153848.91306935,197153848.9130698,472847.5570358584 
 01/02  22:00:00,169966307.57827778,169966307.57827825,1680582.4589797296 
 01/02  23:00:00,144958800.68351124,144958800.68351174,3981072.6088059844 
 01/02  24:00:00,103020977.90403238,103020977.90403256,6777149.925287862 
 01/03  01:00:00,80409232.92972805,80409232.92972809,12776030.316697609 
 01/03  02:00:00,72095081.22721562,72095081.2272156,16545603.347601455 
 01/03  03:00:00,65322686.3119967,65322686.311996649,21544942.57188024 
 01/03  04:00:00,72750635.99760323,72750635.99760318,23448705.336806016 
 01/03  05:00:00,76025944.81048207,76025944.81048203,28329832.59807354 
 01/03  06:00:00,109674532.31075886,109674532.31075892,30352468.006571369 
 01/03  07:00:00,175663937.33938078,175663937.3393811,31591703.18669885 
 01/03  08:00:00,177259841.73396886,177259841.7339692,30223742.082053864 
 01/03  09:00:00,172360080.28270314,172360080.28270353,23410072.768063103 
 01/03  10:00:00,155551216.555587,155551216.5555875,8507897.558667705 
 01/03  11:00:00,134977173.47685836,134977173.47685874,1614025.2010959755 
 01/03  12:00:00,132091434.27655645,132091434.27655687,0.0 
 01/03  13:00:00,114092613.73373291,114092613.73373325,0.0 
 01/03  14:00:00,119413197.80861353,119413197.80861376,0.0 
 01/03  15:00:00,111246477.90352886,111246477.90352899,0.0 
 01/03  16:00:00,122254204.97976601,122254204.97976639,0.0 
 01/03  17:00:00,152067514.56437693,152067514.56437744,0.0 
 01/03  18:00:00,194821158.01190666,194821158.01190693,0.0 
 01/03  19:00:00,217504004.28354378,217504004.28354375,0.0 
 01/03  20:00:00,205570741.4242838,205570741.424284,0.0 
 01/03  21:00:00,195689024.0812693,195689024.0812694,0.0 
 01/03  22:00:00,173169726.67820908,173169726.67820958,0.0 
 01/03  23:00:00,143708496.44466127,143708496.44466175,362014.8874965163 
 01/03  24:00:00,104304028.48181968,104304028.48181984,2074845.6089104512 
 01/04  01:00:00,73676152.27675696,73676152.27675691,7131316.994950969 
 01/04  02:00:00,72291543.50797647,72291543.50797645,10510898.856121302 
 01/04  03:00:00,71247792.26696663,71247792.26696658,20178329.28641651 
 01/04  04:00:00,68083325.95302034,68083325.95302028,34323432.12785832 
 01/04  05:00:00,83077432.59404722,83077432.59404719,42215869.8992119 
 01/04  06:00:00,110077921.88550356,110077921.88550374,47007891.45066777 
 01/04  07:00:00,177381307.36792613,177381307.36792658,53211421.2227514 
 01/04  08:00:00,184145653.41488756,184145653.41488803,48028157.57476547 
 01/04  09:00:00,170894394.58098517,170894394.58098568,37536464.63199747 
 01/04  10:00:00,152047720.38634969,152047720.38635016,11378788.57892372 
 01/04  11:00:00,140032927.12216807,140032927.12216855,2801394.635030466 
 01/04  12:00:00,128046381.3197597,128046381.31976013,603609.1097316163 
 01/04  13:00:00,130860414.07049412,130860414.07049458,38944.28679034947 
 01/04  14:00:00,121258037.26923934,121258037.26923971,0.0 
 01/04  15:00:00,119246022.58603518,119246022.58603543,0.0 
 01/04  16:00:00,127359820.85349396,127359820.85349439,0.0 
 01/04  17:00:00,157131518.46901606,157131518.46901656,0.0 
 01/04  18:00:00,197830607.99181176,197830607.9918119,0.0 
 01/04  19:00:00,221216758.75473289,221216758.75473259,0.0 
 01/04  20:00:00,202055967.01948733,202055967.01948733,153680.40444554433 
 01/04  21:00:00,199567869.92838795,199567869.92838804,166733.74776825359 
 01/04  22:00:00,170039215.73286159,170039215.73286212,1587471.37178977 
 01/04  23:00:00,146780717.64321427,146780717.64321474,10953228.296678504 
 01/04  24:00:00,107393289.77701214,107393289.77701229,19671098.33376228 
 01/05  01:00:00,74744604.90357904,74744604.90357901,29854786.409283505 
 01/05  02:00:00,80091120.45450919,80091120.45450916,37786479.76056727 
 01/05  03:00:00,68119897.17406176,68119897.17406172,42669425.14506628 
 01/05  04:00:00,73015516.35017659,73015516.35017655,51992583.44927679 
 01/05  05:00:00,84075956.14692,84075956.14691995,56445000.585373569 
 01/05  06:00:00,115070248.60148767,115070248.6014879,62581742.71475448 
 01/05  07:00:00,176544179.64725776,176544179.64725823,65557981.43386641 
 01/05  08:00:00,181651791.04303629,181651791.04303677,51967900.257023077 
 01/05  09:00:00,176185254.96984328,176185254.96984373,47704018.59813953 
 01/05  10:00:00,151110142.88793106,151110142.8879315,23047751.826997468 
 01/05  11:00:00,138482374.5334841,138482374.5334846,8689619.208925575 
 01/05  12:00:00,129050118.11212337,129050118.11212379,2356133.6724833894 
 01/05  13:00:00,130446490.87555313,130446490.87555345,60197.58063466483 
 01/05  14:00:00,122472963.84383148,122472963.84383172,0.0 
 01/05  15:00:00,119481450.38269726,119481450.3826975,6325.410421495183 
 01/05  16:00:00,113144139.89296367,113144139.892964,0.0 
 01/05  17:00:00,155780720.18489898,155780720.18489955,0.0 
 01/05  18:00:00,195003200.23984883,195003200.23984898,0.0 
 01/05  19:00:00,215403825.05032606,215403825.05032576,0.0 
 01/05  20:00:00,209614374.03195689,209614374.03195677,931218.6107232557 
 01/05  21:00:00,196005755.89329113,196005755.89329119,3512918.8307168434 
 01/05  22:00:00,171353132.36129425,171353132.3612945,8302175.689044405 
 01/05  23:00:00,140186712.38987506,140186712.38987554,15984698.89421361 
 01/05  24:00:00,111174628.67704773,111174628.67704794,29053714.053164036 
 01/06  01:00:00,78148365.25120534,78148365.25120531,44955017.574421677 
 01/06  02:00:00,77112054.15346602,77112054.15346597,59535347.599743369 
 01/06  03:00:00,80201272.44934224,80201272.4493422,69279504.7906889 
 01/06  04:00:00,72421791.6907722,72421791.69077215,66738830.865833427 
 01/06  05:00:00,88046965.32512777,88046965.32512778,53307020.52001413 
 01/06  06:00:00,112007459.52690491,112007459.52690497,48108634.09452395 
 01/06  07:00:00,173544283.80871628,173544283.80871643,83668513.69569063 
 01/06  08:00:00,193882217.39622767,193882217.39622779,83079252.93978137 
 01/06  09:00:00,178371795.1541106,178371795.15411098,64156727.9352776 
 01/06  10:00:00,149638548.07107283,149638548.07107324,24136600.060225298 
 01/06  11:00:00,134952869.613176,134952869.6131765,4046387.0048108927 
 01/06  12:00:00,131238138.27517005,131238138.27517045,547855.6042056491 
 01/06  13:00:00,128771437.64909515,128771437.64909546,14015.403966912458 
 01/06  14:00:00,115043239.61948659,115043239.61948674,0.0 
 01/06  15:00:00,127022596.67565406,127022596.67565438,0.0 
 01/06  16:00:00,123404888.58166859,123404888.58166883,0.0 
 01/06  17:00:00,160141950.7496584,160141950.74965889,0.0 
