Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,82535984.83,82535984.83,0
 01/01  02:00:00,81600402.03,81600402.03,0
 01/01  03:00:00,82766901.91,82766901.91,0
 01/01  04:00:00,66333149.6,66333149.6,0
 01/01  05:00:00,77028118.84,77028118.84,0
 01/01  06:00:00,103259262.8,103259262.8,0
 01/01  07:00:00,141688081.6,141688081.6,0
 01/01  08:00:00,160726994,160726994,0
 01/01  09:00:00,149046834,149046834,0
 01/01  10:00:00,155594495,155594495,0
 01/01  11:00:00,191541944.4,191541944.4,0
 01/01  12:00:00,177276941.2,177276941.2,0
 01/01  13:00:00,184110247.8,184110247.8,0
 01/01  14:00:00,169998653.4,169998653.4,0
 01/01  15:00:00,169880677,169880677,0
 01/01  16:00:00,172739178.8,172739178.8,0
 01/01  17:00:00,195563767.2,195563767.2,0
 01/01  18:00:00,173536130.5,173536130.5,0
 01/01  19:00:00,214272125,214272125,0
 01/01  20:00:00,192657966.1,192657966.1,0
 01/01  21:00:00,176152119.4,176152119.4,0
 01/01  22:00:00,174317758.5,174317758.5,0
 01/01  23:00:00,162814414.6,162814414.6,0
 01/01  24:00:00,133614768.1,133614768.1,0
 01/02  01:00:00,100194866.8,100194866.8,0
 01/02  02:00:00,100356791.7,100356791.7,0
 01/02  03:00:00,83523248.4,83523248.4,0
 01/02  04:00:00,88456223.01,88456223.01,0
 01/02  05:00:00,98665392.39,98665392.39,0
 01/02  06:00:00,126073982.1,126073982.1,0
 01/02  07:00:00,144494032.2,144494032.2,0
 01/02  08:00:00,153670859.1,153670859.1,0
 01/02  09:00:00,155608675.2,155608675.2,0
 01/02  10:00:00,154939368.5,154939368.5,0
 01/02  11:00:00,154645912.7,154645912.7,0
 01/02  12:00:00,173234091.7,173234091.7,0
 01/02  13:00:00,185364491.2,185364491.2,0
 01/02  14:00:00,173335407,173335407,0
 01/02  15:00:00,169970350.9,169970350.9,0
 01/02  16:00:00,182567118.7,182567118.7,0
 01/02  17:00:00,153034520,153034520,0
 01/02  18:00:00,191611088.2,191611088.2,0
 01/02  19:00:00,202312910.7,202312910.7,0
 01/02  20:00:00,199979807.7,199979807.7,0
 01/02  21:00:00,180146902.1,180146902.1,0
 01/02  22:00:00,165089734.7,165089734.7,0
 01/02  23:00:00,176518457.2,176518457.2,0
 01/02  24:00:00,136996348.1,136996348.1,0
 01/03  01:00:00,117090285.4,117090285.4,0
 01/03  02:00:00,98770700.09,98770700.09,0
 01/03  03:00:00,89095699.61,89095699.61,0
 01/03  04:00:00,99652332.2,99652332.2,0
 01/03  05:00:00,96021857.58,96021857.58,0
 01/03  06:00:00,121982656.8,121982656.8,0
 01/03  07:00:00,145837755.8,145837755.8,0
 01/03  08:00:00,156877696.9,156877696.9,0
 01/03  09:00:00,195192594.3,195192594.3,0
 01/03  10:00:00,182190634,182190634,0
 01/03  11:00:00,190545039.3,190545039.3,0
 01/03  12:00:00,203352325,203352325,0
 01/03  13:00:00,182813744.5,182813744.5,0
 01/03  14:00:00,193289250.5,193289250.5,0
 01/03  15:00:00,180805577.2,180805577.2,0
 01/03  16:00:00,181852924.8,181852924.8,0
 01/03  17:00:00,208379228.2,208379228.2,0
 01/03  18:00:00,197696725.6,197696725.6,0
 01/03  19:00:00,213636619,213636619,0
 01/03  20:00:00,197671750.9,197671750.9,0
 01/03  21:00:00,182129789.5,182129789.5,0
 01/03  22:00:00,153657750.9,153657750.9,0
 01/03  23:00:00,175012820.4,175012820.4,0
 01/03  24:00:00,134221180.2,134221180.2,0
 01/04  01:00:00,99193763.13,99193763.13,0
 01/04  02:00:00,94945253.82,94945253.82,0
 01/04  03:00:00,91676429.65,91676429.65,0
 01/04  04:00:00,88902090.07,88902090.07,0
 01/04  05:00:00,92778436.78,92778436.78,0
 01/04  06:00:00,110756509.5,110756509.5,0
 01/04  07:00:00,152875936,152875936,0
 01/04  08:00:00,155228190.8,155228190.8,0
 01/04  09:00:00,168417418.6,168417418.6,0
 01/04  10:00:00,162338473.8,162338473.8,0
 01/04  11:00:00,211217535.2,211217535.2,0
 01/04  12:00:00,185405688.4,185405688.4,0
