Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,52296327.07634683,52296327.07634678,7735329.178249167 
 01/01  02:00:00,56605304.07472351,56605304.07472348,8021341.005460735 
 01/01  03:00:00,61450251.611637178,61450251.61163714,9828939.684945584 
 01/01  04:00:00,47888409.740485649,47888409.740485589,12694660.912466703 
 01/01  05:00:00,70613407.01571787,70613407.01571784,16720814.436767642 
 01/01  06:00:00,93780419.70429836,93780419.70429835,20954851.314807536 
 01/01  07:00:00,146563535.4181306,146563535.4181307,27617648.758013347 
 01/01  08:00:00,174167420.25138826,174167420.25138853,29491960.390945954 
 01/01  09:00:00,166366404.30596639,166366404.3059666,21177291.26718159 
 01/01  10:00:00,141366421.9742354,141366421.97423554,6119132.535318575 
 01/01  11:00:00,130853681.05833416,130853681.05833429,1462328.621610127 
 01/01  12:00:00,131712083.89564501,131712083.89564516,50692.79017090656 
 01/01  13:00:00,122529836.66918788,122529836.66918823,0.0 
 01/01  14:00:00,119775185.30795712,119775185.30795747,0.0 
 01/01  15:00:00,106219505.42026484,106219505.42026484,0.0 
 01/01  16:00:00,113528497.87228339,113528497.8722837,0.0 
 01/01  17:00:00,137108952.66241104,137108952.66241125,0.0 
 01/01  18:00:00,187811876.51836,187811876.51836003,0.0 
 01/01  19:00:00,197106212.40393947,197106212.40393956,0.0 
 01/01  20:00:00,191662450.99781386,191662450.99781389,0.0 
 01/01  21:00:00,182516791.62165154,182516791.62165178,0.0 
 01/01  22:00:00,152736524.54570786,152736524.5457083,0.0 
 01/01  23:00:00,126209181.23466133,126209181.23466164,914491.3628425428 
 01/01  24:00:00,93460794.45873545,93460794.45873559,4602586.316506637 
 01/02  01:00:00,70213982.000893,70213982.00089297,10261029.752778177 
 01/02  02:00:00,52888877.43740782,52888877.43740777,14175039.027513978 
 01/02  03:00:00,59620135.86964112,59620135.86964107,17680610.049028275 
 01/02  04:00:00,55844692.56027384,55844692.56027381,22257670.028830436 
 01/02  05:00:00,57353731.89065443,57353731.89065439,25091613.34527477 
