Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,72458318.1727378,72458318.17273776,423266714.6456795 
 01/01  02:00:00,91477269.95729164,91477269.95729167,462841563.6543114 
 01/01  03:00:00,70412216.97582302,70412216.97582297,470911823.4179501 
 01/01  04:00:00,77242131.98853873,77242131.98853871,483207060.3172994 
 01/01  05:00:00,89545681.95645902,89545681.95645903,484766902.4952441 
 01/01  06:00:00,126022575.47783523,126022575.47783549,484511633.59000846 
 01/01  07:00:00,211901048.98186145,211901048.98186124,489077365.29941478 
 01/01  08:00:00,214421133.74825216,214421133.74825216,495468262.1120602 
 01/01  09:00:00,220070316.42157424,220070316.42157413,473902697.372836 
 01/01  10:00:00,181296572.38155664,181296572.38155664,422658312.2430375 
 01/01  11:00:00,167015171.1565482,167015171.15654869,379008208.79895409 
 01/01  12:00:00,140192002.30841909,140192002.30841936,323605598.55459228 
 01/01  13:00:00,139097008.2963365,139097008.2963369,323202233.23984178 
 01/01  14:00:00,129825599.59622099,129825599.59622121,332866269.97918406 
 01/01  15:00:00,133950753.66209385,133950753.66209394,321154949.66119667 
 01/01  16:00:00,134586290.82232986,134586290.82233007,311322928.3056927 
 01/01  17:00:00,173069030.85226438,173069030.85226474,342610900.3051394 
 01/01  18:00:00,224343364.55899254,224343364.5589925,326126007.32233598 
 01/01  19:00:00,238462639.7500422,238462639.75004233,320789649.6284896 
 01/01  20:00:00,225127392.170894,225127392.1708938,340905740.3450139 
 01/01  21:00:00,229401451.27094118,229401451.2709411,349540454.4372773 
 01/01  22:00:00,197705800.68332685,197705800.68332688,366897943.03929617 
 01/01  23:00:00,161668612.1636868,161668612.16368694,391502430.46296706 
 01/01  24:00:00,112245302.54578613,112245302.54578632,378395983.82665207 
 01/02  01:00:00,91070157.53453943,91070157.53453957,383678568.7278286 
 01/02  02:00:00,75128046.94115655,75128046.94115654,379282119.40467146 
 01/02  03:00:00,79770871.70414356,79770871.70414354,376171666.50785389 
 01/02  04:00:00,66502109.339891348,66502109.33989131,386850555.0226311 
 01/02  05:00:00,81194267.88747771,81194267.88747767,382090024.84473386 
