Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/16  12:00:00,17712.11793,78688169.26,430012713.1
 01/16  13:00:00,0,77666366.66,411971493.9
 01/16  14:00:00,0,75940255.4,403048961.3
 01/16  15:00:00,0,75500572.41,400003077.4
 01/16  16:00:00,0,80768642.95,415025296.5
 01/16  17:00:00,0,115705965.6,433076481
 01/16  18:00:00,90448.69302,157487494.3,453464224.4
 01/16  19:00:00,404786.3253,165994391.3,466560670.5
 01/16  20:00:00,604321.7979,162970606.3,470154012.1
 01/16  21:00:00,805607.5,161864952.7,471308889.1
 01/16  22:00:00,990502.6324,142683943.8,466685576.8
 01/16  23:00:00,1165831.386,118459124.5,474284859.4
 01/16  24:00:00,1346173.769,98011485.72,468344201.2
 01/17  01:00:00,1560515.231,85514534.06,465781103.9
 01/17  02:00:00,1779982.482,84022285.16,473016075.7
 01/17  03:00:00,1969650.889,83483645.78,479241117.7
 01/17  04:00:00,2199452.327,83549768.53,489343502.7
 01/17  05:00:00,2428481.317,91538109.11,500067109.7
 01/17  06:00:00,2635025.995,108139515.5,522841769.2
 01/17  07:00:00,2786112.693,127211900.1,577787083.8
 01/17  08:00:00,2883266.425,134311729.1,593165088.9
 01/17  09:00:00,2988243.812,116569407.7,604033450.7
 01/17  10:00:00,2952711.732,106279448.2,587103708.5
 01/17  11:00:00,2808653.893,95199634.67,566315303.9
 01/17  12:00:00,2718289.94,95480110.85,547401347.6
 01/17  13:00:00,2552948.577,93549346.6,531993138.8
 01/17  14:00:00,2368803.586,92499975.46,519218078.6
 01/17  15:00:00,2236901.975,91763371.98,511163552.8
 01/17  16:00:00,2197265.33,96693598.03,517751354.8
 01/17  17:00:00,2233050.67,131223770.2,523566421.5
 01/17  18:00:00,2310165.658,163299531.3,533026052.4
 01/17  19:00:00,2316888.211,170223515.5,530662943.4
 01/17  20:00:00,2312808.124,166734015.8,527032920.6
 01/17  21:00:00,2307429.866,165141192,520368483.3
 01/17  22:00:00,2425543.695,145812838.3,513626136.9
 01/17  23:00:00,2637685.904,121703733.9,523690382.9
 01/17  24:00:00,2875908.69,101448469.3,521727026.7
 01/18  01:00:00,3116592.258,89059681.8,521637344.3
 01/18  02:00:00,3320422.176,87559632.44,529216470.9
 01/18  03:00:00,3503078.188,87023830.77,535821836.7
 01/18  04:00:00,3671816.071,86958703.86,543988458
 01/18  05:00:00,3819541.648,94759192.09,551766475.5
 01/18  06:00:00,3936674.882,111147164,571070695.1
 01/18  07:00:00,4038264.917,130102178.2,624166399
 01/18  08:00:00,4122766.763,137170583,639094300.2
 01/18  09:00:00,4141937.607,119174624.5,643635902.2
 01/18  10:00:00,4000869.211,108576987,621225127.9
 01/18  11:00:00,3743096.592,97178141.78,594692425.3
 01/18  12:00:00,3437027.279,96739836.43,561667938.2
 01/18  13:00:00,2970463.186,93780961.26,525613079.6
 01/18  14:00:00,2419852.169,91852595.62,498546302.6
 01/18  15:00:00,1715020.07,89760561.94,469661756.4
 01/18  16:00:00,1622092.503,94863176.64,483718911
 01/18  17:00:00,2455956.956,131617015.1,530017467.4
 01/18  18:00:00,3787095.985,166775012.4,592527183.6
 01/18  19:00:00,4466809.417,175465358.3,620374189.1
 01/18  20:00:00,4681461.045,172558086.3,626319559.3
 01/18  21:00:00,4839084.173,171355976.1,625588597.9
 01/18  22:00:00,4970427.364,152049494.9,618663723.4
 01/18  23:00:00,5121310.371,127769464.9,625551136.8
 01/18  24:00:00,5246225.064,107197110.6,617816355.5
 01/19  01:00:00,5306430.564,94343061.82,609570420.8
 01/19  02:00:00,5320379.021,92375735.88,609071996.2
