Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,59190533.75994826,59190533.75994821,11323318.912216016 
 01/01  02:00:00,63595684.8661224,63595684.86612235,12495682.089263324 
 01/01  03:00:00,68475892.59866391,68475892.59866394,14769296.673230136 
 01/01  04:00:00,54932035.23190473,54932035.23190468,18068682.64179954 
 01/01  05:00:00,79770579.40882747,79770579.40882746,23221775.455902954 
 01/01  06:00:00,103694805.8182848,103694805.81828481,27314559.093720285 
 01/01  07:00:00,156595975.0676537,156595975.06765364,33306604.92294911 
 01/01  08:00:00,182474047.21896336,182474047.21896345,35640863.59799275 
 01/01  09:00:00,172223662.13185,172223662.13185004,25157041.486271658 
 01/01  10:00:00,145274897.87365494,145274897.87365515,7765925.638954582 
 01/01  11:00:00,135933649.5860311,135933649.58603127,2089358.0615624567 
 01/01  12:00:00,138091652.86853893,138091652.86853908,115727.23680413321 
 01/01  13:00:00,128966076.11825705,128966076.11825735,0.0 
 01/01  14:00:00,124988381.82954927,124988381.82954961,0.0 
 01/01  15:00:00,119535241.66221622,119535241.66221637,0.0 
 01/01  16:00:00,130539100.67469488,130539100.67469532,0.0 
 01/01  17:00:00,157210931.7331608,157210931.73316104,0.0 
 01/01  18:00:00,199965604.19593928,199965604.19593928,0.0 
 01/01  19:00:00,207915584.43402396,207915584.4340239,0.0 
 01/01  20:00:00,205186212.5639107,205186212.5639108,0.0 
 01/01  21:00:00,196732863.03757835,196732863.03757835,0.0 
 01/01  22:00:00,163770703.0207666,163770703.02076713,92357.181530625 
 01/01  23:00:00,134837548.76133967,134837548.76133997,2613577.69721175 
 01/01  24:00:00,100476142.23581307,100476142.23581328,8056823.104190841 
 01/02  01:00:00,76940175.56945625,76940175.56945622,15137640.455958967 
 01/02  02:00:00,59781333.76838016,59781333.76838011,20465469.381807344 
 01/02  03:00:00,68407546.03778674,68407546.03778677,25343640.4577192 
 01/02  04:00:00,61417983.07450368,61417983.07450365,31070448.61433011 
 01/02  05:00:00,66931224.49496713,66931224.49496707,33214905.520259635 
 01/02  06:00:00,103162501.96184375,103162501.96184398,34841602.32444369 
 01/02  07:00:00,174477056.07842667,174477056.07842703,39101758.490049447 
 01/02  08:00:00,179879149.0414695,179879149.04146979,37737577.194555658 
 01/02  09:00:00,162882568.43988163,162882568.43988214,30385423.225680934 
 01/02  10:00:00,155109371.61706249,155109371.61706294,10201703.20953816 
 01/02  11:00:00,132429128.3031645,132429128.30316478,3030556.763011509 
 01/02  12:00:00,125156558.68448109,125156558.68448141,2150911.360968232 
 01/02  13:00:00,113706620.91387318,113706620.91387353,2441682.2381227726 
 01/02  14:00:00,115797645.46980292,115797645.46980335,88532.51109811172 
 01/02  15:00:00,110064525.06562655,110064525.06562673,0.0 
 01/02  16:00:00,121624374.85881695,121624374.85881734,0.0 
 01/02  17:00:00,149573579.5383232,149573579.5383237,0.0 
 01/02  18:00:00,198778612.73037008,198778612.73037023,0.0 
 01/02  19:00:00,212644292.98785082,212644292.9878509,0.0 
 01/02  20:00:00,201909070.05390919,201909070.05390955,0.0 
 01/02  21:00:00,192281986.04732625,192281986.04732675,0.0 
 01/02  22:00:00,165287590.95187614,165287590.95187665,437756.28430756877 
 01/02  23:00:00,138824636.07316668,138824636.07316713,1919344.9349047393 
 01/02  24:00:00,94711688.01386702,94711688.01386717,3713941.8253152307 
 01/03  01:00:00,71706484.56643608,71706484.56643607,6889446.102910057 
 01/03  02:00:00,68343083.73724154,68343083.7372415,10575252.57497476 
 01/03  03:00:00,55815491.731003899,55815491.73100385,13723638.906084232 
 01/03  04:00:00,64894525.847235698,64894525.84723565,15937363.116044898 
 01/03  05:00:00,69753707.6922677,69753707.69226763,20392378.054465366 
 01/03  06:00:00,99930001.80814836,99930001.8081484,21779415.987226778 
 01/03  07:00:00,168684300.1528513,168684300.1528518,23018496.528895979 
 01/03  08:00:00,173128793.1803096,173128793.18030996,22198906.22621265 
 01/03  09:00:00,172593430.60930664,172593430.60930703,17633193.860677098 
 01/03  10:00:00,155556868.5085563,155556868.50855679,5902052.261116421 
 01/03  11:00:00,140436814.06766237,140436814.06766285,1010492.1209389134 
 01/03  12:00:00,130953541.37875553,130953541.37875596,0.0 
 01/03  13:00:00,118210084.24705988,118210084.24706027,0.0 
 01/03  14:00:00,121397232.08259833,121397232.08259867,0.0 
 01/03  15:00:00,112983313.72061,112983313.72061028,0.0 
 01/03  16:00:00,124592264.81000769,124592264.8100081,0.0 
 01/03  17:00:00,154147367.8887119,154147367.8887124,0.0 
 01/03  18:00:00,192959180.51546485,192959180.51546539,0.0 
 01/03  19:00:00,212748319.49015365,212748319.4901536,0.0 
 01/03  20:00:00,201929776.21392036,201929776.2139207,0.0 
 01/03  21:00:00,191697604.72338013,191697604.72338049,0.0 
 01/03  22:00:00,167553261.58284623,167553261.5828467,0.0 
 01/03  23:00:00,136657107.43425439,136657107.43425489,0.0 
 01/03  24:00:00,99287360.90607514,99287360.9060753,1425419.7679405856 
 01/04  01:00:00,68771015.39502174,68771015.39502169,4850549.449393871 
 01/04  02:00:00,65548156.88547796,65548156.88547791,8967409.81305631 
 01/04  03:00:00,62117883.921385,62117883.921384949,17622648.337537078 
 01/04  04:00:00,59563509.93378502,59563509.93378497,28814515.992657067 
 01/04  05:00:00,74113191.12534054,74113191.12534049,35083858.95645506 
 01/04  06:00:00,104079152.52341996,104079152.5234201,38596969.24994156 
 01/04  07:00:00,166980856.50469188,166980856.5046923,44971220.70708223 
 01/04  08:00:00,182818965.62106333,182818965.62106378,41057890.47934205 
 01/04  09:00:00,172185192.3686495,172185192.36865,32311839.789062594 
 01/04  10:00:00,152147755.34104476,152147755.3410453,10615271.670346428 
 01/04  11:00:00,141238762.82182066,141238762.82182119,2988743.33247798 
 01/04  12:00:00,132854849.5405612,132854849.54056163,769479.4229604341 
 01/04  13:00:00,130566747.6862503,130566747.68625073,65549.96661823856 
 01/04  14:00:00,123165684.14169939,123165684.1416997,0.0 
 01/04  15:00:00,122905816.80540474,122905816.80540507,0.0 
 01/04  16:00:00,129855157.82629036,129855157.82629082,0.0 
