Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,68081371.60848846,68081371.6084884,114388617.33876534 
 01/01  02:00:00,86274129.0007875,86274129.00078756,132013854.68714921 
 01/01  03:00:00,64523622.41048303,64523622.41048301,123307357.53848146 
 01/01  04:00:00,71111525.64041244,71111525.6404124,129829055.98701573 
 01/01  05:00:00,83617858.89537269,83617858.89537272,136570117.63930399 
 01/01  06:00:00,113196512.46772604,113196512.4677261,145147839.39474464 
 01/01  07:00:00,193869572.04346404,193869572.04346399,162567070.1735966 
 01/01  08:00:00,227087933.00557868,227087933.0055784,167841168.98482219 
 01/01  09:00:00,188245924.59666316,188245924.59666334,157533672.74922527 
 01/01  10:00:00,164458016.04660426,164458016.04660417,115925069.26640722 
 01/01  11:00:00,152378223.83210836,152378223.83210857,88759851.03569485 
 01/01  12:00:00,130183916.20335181,130183916.2033523,68343709.9980162 
 01/01  13:00:00,128481912.29972793,128481912.29972844,52531372.421811837 
 01/01  14:00:00,118716993.87225473,118716993.87225485,46171907.28451088 
 01/01  15:00:00,117654498.40136346,117654498.40136354,43641197.26640849 
 01/01  16:00:00,122151246.65749163,122151246.65749178,47240093.55175573 
 01/01  17:00:00,163968970.11203627,163968970.11203648,52181712.622529808 
 01/01  18:00:00,207191952.04292573,207191952.04292573,50546123.30578807 
 01/01  19:00:00,227249046.41475577,227249046.41475559,48341798.013242799 
 01/01  20:00:00,226741951.1358534,226741951.1358531,47402819.14873055 
 01/01  21:00:00,217227693.58212636,217227693.58212603,56012716.249795649 
 01/01  22:00:00,180459026.00452284,180459026.00452293,60169193.68124703 
 01/01  23:00:00,150091126.43359194,150091126.43359233,64849109.51148821 
 01/01  24:00:00,125279609.53758872,125279609.53758875,66701084.029056768 
 01/02  01:00:00,69864109.85072465,69864109.85072461,91382002.65217288 
 01/02  02:00:00,84555606.3882999,84555606.38829996,91123858.51904339 
 01/02  03:00:00,63307329.80353293,63307329.80353287,94598616.97303882 
 01/02  04:00:00,67870507.19404836,67870507.19404832,94390978.2080229 
 01/02  05:00:00,83273721.27058183,83273721.27058187,86721067.14112453 
 01/02  06:00:00,111353675.32821515,111353675.32821521,101374301.31200463 
 01/02  07:00:00,192262167.3837345,192262167.38373436,124122583.6211607 
 01/02  08:00:00,224938865.67201144,224938865.6720112,131338632.58313376 
 01/02  09:00:00,186156820.01776294,186156820.01776297,134763412.94779266 
 01/02  10:00:00,166362382.66868384,166362382.66868387,118315587.91177532 
 01/02  11:00:00,152734298.1215564,152734298.12155656,97324286.20127419 
 01/02  12:00:00,130390860.90304391,130390860.9030441,73687222.44950903 
 01/02  13:00:00,128589963.51277143,128589963.51277159,64616321.12823065 
 01/02  14:00:00,119572011.67573191,119572011.67573206,61202436.85225748 
 01/02  15:00:00,118436105.85086426,118436105.85086432,64804794.87351029 
 01/02  16:00:00,123369733.07594715,123369733.07594738,72307297.42961017 
 01/02  17:00:00,164950694.63767899,164950694.63767935,81905361.0295542 
 01/02  18:00:00,215730584.74446289,215730584.74446277,94336268.87109018 
 01/02  19:00:00,239631071.90493859,239631071.90493826,99446258.71432665 
 01/02  20:00:00,219450163.97850368,219450163.97850348,89700456.92843817 
 01/02  21:00:00,211085584.6755038,211085584.67550368,97992821.2625306 
 01/02  22:00:00,194070268.82502473,194070268.82502453,101338840.2301129 
 01/02  23:00:00,157203181.8656193,157203181.86561937,112616183.90685994 
 01/02  24:00:00,112065022.72866094,112065022.72866117,129952179.76119802 
 01/03  01:00:00,75807129.21105914,75807129.2110591,158789490.99817059 
 01/03  02:00:00,82947317.5348618,82947317.53486185,149276341.65896089 
 01/03  03:00:00,69366091.33877522,69366091.33877519,155229659.68499965 
 01/03  04:00:00,80645381.49502397,80645381.495024,169993420.61950574 
 01/03  05:00:00,77149150.24496034,77149150.2449603,168975661.5938306 
 01/03  06:00:00,116669152.90093097,116669152.90093103,187528943.12774328 
 01/03  07:00:00,208447559.4675919,208447559.46759147,197610785.6881937 
 01/03  08:00:00,208869980.0761913,208869980.0761912,209144624.99814109 
 01/03  09:00:00,192860112.76648257,192860112.7664826,209264302.55632697 
 01/03  10:00:00,173138411.5986489,173138411.59864886,194088639.2690889 
 01/03  11:00:00,159271776.04063425,159271776.04063437,165001789.2908528 
 01/03  12:00:00,150420085.97596116,150420085.9759614,167518652.0907374 
 01/03  13:00:00,136657203.0371471,136657203.03714753,144214615.66572456 
 01/03  14:00:00,112243334.64592757,112243334.64592788,97544649.76375094 
 01/03  15:00:00,122885607.27197777,122885607.27197799,105995014.02444148 
 01/03  16:00:00,133990131.60506784,133990131.60506815,102471767.16636019 
 01/03  17:00:00,165028476.1922632,165028476.19226314,113865781.58252351 
 01/03  18:00:00,222860142.5302598,222860142.53025968,175854057.31264893 
 01/03  19:00:00,238388389.2019215,238388389.20192129,178779657.99454815 
 01/03  20:00:00,226667188.6295344,226667188.62953419,148693893.6691539 
 01/03  21:00:00,209416027.58233167,209416027.58233164,160199179.59212748 
 01/03  22:00:00,196533637.6140222,196533637.61402197,165697630.4884169 
 01/03  23:00:00,159948544.83139784,159948544.83139814,196937670.2222389 
 01/03  24:00:00,115436325.78243979,115436325.78244,211311041.28522278 
 01/04  01:00:00,91237344.20978266,91237344.20978272,228914293.82016338 
 01/04  02:00:00,75979883.08476292,75979883.08476287,241123031.6074913 
 01/04  03:00:00,79732085.96200115,79732085.96200116,242705853.37500528 
 01/04  04:00:00,74795282.47758532,74795282.47758527,234685022.4229114 
 01/04  05:00:00,79330667.90363091,79330667.90363087,222194459.76710428 
 01/04  06:00:00,128676634.4535239,128676634.45352422,204509572.06399805 
 01/04  07:00:00,196372689.65319468,196372689.65319444,217024041.66140629 
 01/04  08:00:00,211626631.41071815,211626631.41071809,247605428.95793454 
 01/04  09:00:00,207997378.27415938,207997378.2741592,242373971.71284376 
 01/04  10:00:00,177271289.48766763,177271289.48766733,200424475.88627816 
 01/04  11:00:00,154923317.58082894,154923317.58082924,174130536.93244893 
 01/04  12:00:00,142569182.8871119,142569182.88711218,162959297.76691393 
 01/04  13:00:00,134155804.76595654,134155804.7659568,155007562.68890424 
 01/04  14:00:00,128906151.3745797,128906151.37457995,158279698.11891569 
 01/04  15:00:00,112454821.06207153,112454821.06207174,149296225.09756527 
 01/04  16:00:00,131408221.30639607,131408221.30639635,140862510.26338024 
 01/04  17:00:00,167271533.49555705,167271533.49555708,142532391.7183077 
 01/04  18:00:00,224636951.54790399,224636951.54790396,134990448.17217518 
 01/04  19:00:00,232198365.19221867,232198365.19221864,120796900.79967912 
 01/04  20:00:00,228203750.26144783,228203750.2614475,110476295.33276247 
 01/04  21:00:00,218676972.07986547,218676972.07986529,103638581.53615475 
 01/04  22:00:00,182893423.33474804,182893423.3347481,94530627.18235842 
 01/04  23:00:00,153009934.4356315,153009934.43563167,117996166.80822724 
 01/04  24:00:00,113897931.09254667,113897931.09254693,130317484.02865348 
 01/05  01:00:00,86243500.44151627,86243500.44151631,150041008.45005328 
 01/05  02:00:00,73427463.30440544,73427463.3044054,163520744.68931008 
 01/05  03:00:00,80889822.11308377,80889822.11308384,175029508.67329968 
 01/05  04:00:00,72357092.29005635,72357092.29005628,200392852.21539129 
 01/05  05:00:00,88550157.42189689,88550157.42189694,211883450.995476 
 01/05  06:00:00,115841963.1270569,115841963.12705712,207663926.8471438 
 01/05  07:00:00,195567858.02660463,195567858.02660448,201852835.57260404 
 01/05  08:00:00,229887825.38549084,229887825.38549073,258421050.25472928 
 01/05  09:00:00,198186640.9103442,198186640.91034425,338171127.5012004 
 01/05  10:00:00,180803068.0787842,180803068.07878415,379844677.1218929 
 01/05  11:00:00,170243742.70607687,170243742.7060771,432224340.2466049 
 01/05  12:00:00,150090702.13703776,150090702.13703794,461915723.1362312 
 01/05  13:00:00,148544862.28045357,148544862.2804538,507926766.48238208 
 01/05  14:00:00,143256820.94076259,143256820.94076265,511393030.5492567 
 01/05  15:00:00,140840815.85791696,140840815.85791729,519339898.9415711 
 01/05  16:00:00,153700346.27785126,153700346.27785129,590143834.9016252 
 01/05  17:00:00,182077329.1169648,182077329.11696495,606792507.2931795 
 01/05  18:00:00,229964232.31637395,229964232.31637404,600249852.984681 
 01/05  19:00:00,260924118.8154935,260924118.81549338,583852378.7482605 
 01/05  20:00:00,238437983.9453466,238437983.94534645,587130396.3302479 
 01/05  21:00:00,234803736.54777516,234803736.5477748,505184794.22296866 
 01/05  22:00:00,209266814.99737788,209266814.9973777,538952241.4025337 
 01/05  23:00:00,181488335.9176653,181488335.91766537,597494038.7463541 
 01/05  24:00:00,130236358.57043079,130236358.57043085,595392039.5725985 
 01/06  01:00:00,92921584.74017313,92921584.7401731,572955875.85653 
 01/06  02:00:00,102479275.98369655,102479275.98369661,572151209.8077616 
 01/06  03:00:00,85294082.66500829,85294082.66500826,589467438.5776194 
 01/06  04:00:00,98165005.66356322,98165005.66356322,600599285.264767 
 01/06  05:00:00,94104188.63816312,94104188.6381631,585910492.3688777 
 01/06  06:00:00,130911470.00236742,130911470.00236765,580162446.2144232 
 01/06  07:00:00,225812327.7195398,225812327.71953968,607409665.6108747 
 01/06  08:00:00,226724238.5511986,226724238.55119843,619447926.5455254 
 01/06  09:00:00,219454236.60334695,219454236.60334695,613977546.3443498 
 01/06  10:00:00,195115415.30764518,195115415.30764524,573322142.7040879 
 01/06  11:00:00,161837292.24150036,161837292.2415006,548565474.1129234 
 01/06  12:00:00,164945552.59704,164945552.59704019,503476468.7152377 
 01/06  13:00:00,147905526.73552803,147905526.73552818,455983123.84944859 
